input	sha256	provenance
inputs/harness_g1v3/exp5_prompt_producer.v2.md	f29702e3be6ba50d9b77ad28609611235e6e2f50a1767e6503dbdef94a659730	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/exp5_rev3_docs.patch	3cdb5850e88412a0850d613180dfa55bb6db656f2c91f7215c201ea1f25ce6d1	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/exp5_rev4_docs.patch	5405a4bc66295722d2cdf5bc5ccccb4a9a21672d3b5e83237a0be9f099f392f0	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/exp5_rev4_package.md	62a5c49ae71f323eff275e98ca60efaae18ca16ca6c15f447c10c9d5d8976154	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/exp5_rev4_package.superseded_1352.md	86f31fbff77d52ddca9bd58957bcdddc5fe619caa3c1946800309ae8c524156d	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/exp5_rev4_package.v3.md	62a5c49ae71f323eff275e98ca60efaae18ca16ca6c15f447c10c9d5d8976154	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/exp5_scoring_spec_v3.md	af05e9c2e22463f25bdf6e3673d30bac83eaed02a06a55631373ee80af9fb0e2	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/expected_test_nodes.txt	a4e585fd7df48e82b165dcdf608cd926f137241f35f6c487ce06b23ebaa1e512	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/frozen_proof_r15.txt	166e7b655bc859681b05ef22e13fe874acc4fc5ce478fe6ff94dc2289cf3298a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/g13_attack_fixtures.json	c99fa5fb020cc487c22e36cee71a63851842e1590432e1b816548288dff27542	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/g1_fake_state.py	b1f07e1fdbac1175ecf67d4cad2e02938dfb9c0afec1c1b13d0d6392c701870a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/g_status_ledger.md	d53d8599b0faa52c34911d668c75e9b52011a7aa04ef39ce824b16bd86cc9cbb	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/gate_pins.jsonl	9a8cfa546c544b071f84c5e980f0f031bade066782e85e0a05bbd1238702df89	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/grader_probe.js	224cd7b0b3deb2b964fd8b5271831eb56e174b56ffd70dca8282bbb5362229d7	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/grader_prompt_framing.txt	5a543bd118c2e8af59bfd6cc9130b81b42c1112ca6bb9ff425af7f8aefdf5d74	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/import_inertness.py	aef1f28100da4d8d2caa93756e5938fadcb681e7408a4262fdf49bc5bdd0f184	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/isolated_manifest_check.py	535ddbfd679e94fb5a37596632d82948b4d7bb449e55c73fb8f89fc609b353eb	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/key_lint.py	ff4c3a06cbd534796d29f755531880641cb173697151af70ac892b64ad12cf78	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/kf_lint.py	920742cf099fc56ed5773aee6d75e7e7ae180de949a96e2af420faa2f6135c2b	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launch_exp5_readers.manifest.json	bf9323bc3bdc75a45a7381ac97cf0d4e1403f8754f5ac419abe1136f589c3070	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launch_exp5_readers.workflow.js	0713ea41677bb1c5126dcd88714a66d3663a2578516688732acf9098ebf7b105	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launch_exp5_readers.workflow.template.js	e923782b3bf283f30a6990342625c72fb1c61bdad5bd2eb182c7732cc455ed03	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launch_kfields_a1.bundle.json	d3f0a549a95354be791c827d36d3141c8c669fe298fa5afcd0b5e80cb0c43c4f	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launch_kfields_a1_slice.superseded_1355.template.js	c9c7bace946c43a98899f2b5051abc12503171d130439fc8784166935ecba78c	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launch_kfields_a1_slice.template.js	368bf01cb205ccad7e9af90355ab124af5aca5b9efe3f702311f1f4f836b121b	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/launch_kfields_drafts.manifest.json	3ec20ae019a19462ee4b3ba46483580d579ed3779cfae13e270c47ff437592e2	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/make_g_ledger.py	1b18bc3b1bd03fb3a2156d540171c1069c28d8bb4e869febf0e7427aab8684b3	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/make_pin_inventory.py	5734f6ecedcfa9aa1d06592ee2fd76a592ae1d9466f4415b6e58a14254c6bbe8	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/period_convention_probe.py	c90b8d1a99901f89b4d7fe0a57600526908fd638436a14bac2fe0fe2d66560c8	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/period_start_check.py	4f89255339de57da56d3299e35fd230c1b4c6094fc6ee39c65e67fe6e4cf7812	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/pit_menu_probe.py	8130d5272fc93ceaacf89dfd08547a6599a7587ce2dc325e5d166dbfacef37cc	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/raw_transport.py	05b02f5bb67944d39fcf726da043f768d5d640bddbe18754ce3c3ef6c4bc10de	regen_1570/experiments/harness_g1v3/raw_transport.py (the era transport Codex named), placed over the stage-1 copy
inputs/harness_g1v3/record_dualcik_ruling.py	bb193f0b941b52fd910a9203dd41d3333f66fea14c41f641cdb986b24eab4a56	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/rev3_build.py	6bdfb484f7a726f2a47e01ea3a0f819fa30d4e47004602578d0d95f39a40ce28	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/rev4_audit_findings_archive.jsonl	fe2cb0f61ff3f39b3b366441191fc098936f13e6628ab335e20a395b698d32c7	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/rev4_build_patch.py	332667b0b1ba686e91eeef83216e802ef6ddb8ec4d9d3357e3dfd9cd1fd4d045	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/rev4_coverage_check.py	fda0941ba7043dcbe90961b1839f9b50aaea295ad468736b464fbd56351fd050	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/rev4_extra.py	05645b0088b197db3470e72da26b6e4b598ba068c4e321031378ef510295d7c8	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/rev4_fresheyes_findings_archive.jsonl	46dd4ce946f3318cda3c8e7226b2a5d0235b5fecbb377495f022710023376d99	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/run_reader_launcher_fake.mjs	10ccf5263f6bfe61639258530bc19f786b6701306142e039b8179a67c8ff6a2a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/score_exp1.py	b1bb2febeb5060e5ce7e42d4b0fe9777e40cf53c800a08a91a27d7bcf7c8f269	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/sha_lock.py	c71647b68071c5080ed56ec4eda8ed58eee7d436ecbe891c0eef87eb9b643148	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/slice_menu_probe.py	70f300e6b7fea73e1c9ed3c2537674e1c5929c44437de7bf05fcb4127937da82	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/slice_pairing_probe.py	c9b5ec2eebe4286541d5a09f867382084d4793ce4b6f4e63973fd2c0afbf4adb	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/step1_inventory.json	5a66931a3cdf61901d1f49358cbc711b3cfebae0fea2add144a08cd1a77b9425	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/step4_gate.py	5382b0d7a504ab60f71862e7d2bef7816c9e0fb01c544105b0f7c4e0f0738662	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a1_invalid_response.py	b580b4cd0207bc8f86af6be88b18e5abcd4806cb2537e2e86e78c15dd9470ec0	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a1_no_tools.py	b4430eb345eadbaf87a0db89ae81482803aea631523c3c7bb2927e73c4ffbd3c	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a1_prompt_contract.py	1b70368af7b63ebecc2a9ef346da017b45b7b5c5db9492ffda9e5ab874991c6a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a1_serial_transport.py	a9930bd275118983c9364810f2560c95290ee354a8e10b2b1888119c0afaabc6	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a4_final_targeted_1496.py	31b5cdf6d69642ec055e1d2087670e2b0e940f4b69037e0ebdb294a39cc99f8c	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a4_final_targeted_accounting_1501.py	0865a81e2c58639bc9866f05296519312d74ebb9a608f0bc606878a1ce9eea3e	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a4_final_targeted_correction_1501.py	56d73840a1c29b30f0576177abc52a53c5829986f15b8e054a84aeadeb9abd72	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a4_hard_review_accounting_1496.py	361aa6a2b0d0c4545be91a3cc62d37e8e7742a1bfa8048c8f8ae4a69798d5350	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a4_hard_review_targeted_1492.py	190355d32ba8eed9eb82147ed2522b96071d4d7224a6257b0bf0188cf14777c7	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a4_targeted_accounting_1492.py	6afbe00d2a4e1f5aef6c94a99c2996e03fb2d20395a19862db3c85458b5bb1d9	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a4_third_correction_1507.py	25bc1ba27893a2b20f512284bea2b853635c9858c96b536f1afa6ac4c5b708b4	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a5_contract_1401.py	23deb88ab4def94cfa183b181d926d2cddbf8d029ea65b604fef7328156d64cf	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a5_corrected_inventory_1514.py	043dd796e63de10dae5ea826d4985000edaca45338351ace39c27ebb4a867635	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a5_exp5_kit_1400.py	3ac3df8e8584ed3b5f5eac345f2304d149b765fd982b0332621a53837f0bd146	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a5_final_lock_1513.py	69330170ba6447d2eb30ff497a2cad9d016ae19e9762a03b14589f63eb1ade83	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a5_gate_1469.py	e089811180312bf3dde877ab1431633d7962a98422c75e2b38aa4714be519bc0	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a5_route_1406.py	8dd1a64726fc7dd4c87df6ba63d3d9f7a12db545110c699c0d6e2013691195cb	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a6_final_lock_1515.py	fe5638d879e8dc8983e1ed2b5c3e788577ef4f03e9c911d0b9ee30e5dab3a316	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a6_launch_freeze_1409.py	83f7bc0387eea070b0ad310aaf21ca45b0c46b2e4063c5c5dc834bb483e7c1af	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a6_locked_rows_1476.py	c967001e8758afcfa49d704d48ca9723fa23a564fc596fd227c32f12ee37d7be	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_cached_rows_1413.py	0df220f7926ec1ad9b4428abcbb3984cfc0af2ce0afef6368806424cfb74a053	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_closeout_integrity_1482.py	b7670d42dee19bf2ea0930fb4016c837740dc0dc5204ac3203c42aa68c7702a8	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_conservation_1464.py	17dec8ad2d9bf3523d93dee57d9bfa2460816b787b6a1d6fb81267d2b2919de9	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_corrections_1454.py	ef91e0ea9b822b25f00c1190a2f07fed3786bcfc034bb31b6e617dd71d9f5cd9	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_current_1473.py	abe8692a07fe7ca8b54611c773479543d8c3ea994266a234ddb5f3aa88625fbd	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_g1_completion_1448.py	4c2fc71ddb30d251d54a14074338101388c44013bbbc9cac815449394478e0c9	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_g1_gate_1431.py	ddb2b8cb56de4ad5e63c446d03902621ed2b03dcb973625d2ae20ea5d2eaeb43	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_g1_precall_freeze_1525.py	5870caaff6ce149621faa381431c62fd3913f17eef45c787547e0c3772d0faa9	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_g1_relation_1446.py	a27c5c039a50fb0e34f45f574926ece6ece56b63a47bc9433810e524fed946b3	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_g23_lifecycle_1464.py	08b808a1837cccadcbc15028385973dd762cec1f029f09a50a95ce586099eaff	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_postrun_identity_1521.py	7f73b68155367a4275dba04690ced8d12146271e049040b8cf73e729477514ee	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_precall_fail_closed_1489.py	441f23d35563e49d3f13963d0327d35e749e08e3cd743cadf52c168daf3acab6	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_precall_identity_1517.py	7e7d8fb960e54b5c45784b7cfd091551475260c0be4078dc31b665bba33d787b	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_private_cache_1490.py	2f018f6ee02b8c451ca6937f386f9f3684b7149bb32ab21235ba1bc6bb760356	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_raw_binding_1483.py	30583d313fd1efcd727d39e2c74f1fb4306a32ebaf75c348ccece31923110b49	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_runstates_1470.py	7ebe3b34cf6636f5c8551820eeb72ea2a97d2ef72395314a90b0dbecd14f052f	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_source_correction_1487.py	bccf746677b8ae4105129bc8a442de7c6172b841af4661d25ebe822b46771ba3	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_source_correction_1488.py	e5b85d8db1cfb74df8e751b96a10d9f5671e2cd64a777ec0cbd427e601b48fb1	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_a7_trace_1471.py	3d5c5e125ae07454401e10d030e1d03dd4f915d83ed0dd05bda841f61b03082a	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_diag_1391.py	6cfca6190234c894fa40a14dfa936a231a2041c52be764502c048d4e3613d0ac	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_g_suite.py	ecccac10bf6587c45a80c38a0f81f25e36710a0968d7b8b3b66d15ed4ef355d9	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_harness_guards.py	ba5ea52d6c600effc9ddc2c7333ad7701c7cedc9e37e5dadfab3e6723ca7793e	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_final_1379.py	680b7bb057c7ba69291b1e52922f2a3ca0d14c4d1ce3043edcb327fb25aa0d10	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_final_1380.py	e33ad3e48e934a57d2de538438644d952f91a43183f438961180180180ada303	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_final_1383.py	0275dfa478a7fa4e63a7881752e5f12b2e59c365f3c784a569b0907124f803c8	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_final_1384.py	9d454dd555c440281269af49529555f1a093e590a6acc75d688992c37ed43ec4	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_final_1385.py	b262fcd2da1b99c81f296641f028e9606f799f487dbb7cc894d59eb302a55731	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
inputs/harness_g1v3/test_kfields_hard_review_1372.py	26be7956910b9c9f9c3fbdf463cf02101248192df2bc4035bf5adc03f31c2637	stage-1 tree harness_g1v3 (regen_1539/builds/stage1)
