cik,symbol,root,company_name,cusip,figi,class_figi,exchange,related,sector,industry,sic,sic_name,sector_etf,industry_etf,mkt_cap,employees,shares_out,ipo_date,win_rate,total_count,recent_count,avg_abs_return,max_return,min_return
0000065984,ETR,ETR,ENTERGY CORP,29364G103,BBG000C1FQS9,BBG001S67KF5,NYS,"['ED', 'DUK', 'ATO', 'PEG', 'CNP', 'FE', 'WEC', 'AEP', 'LNT', 'EVRG']",Utilities,UtilitiesRegulatedElectric,4911,ELECTRIC SERVICES,XLU,XLU,17619661710.4,12177.0,213830000.0,1994-01-03,0.4875,160.0,98.0,0.6084163251231527,5.489842,-7.294006
0000920522,ESS,ESS,ESSEX PROPERTY TRUST INC,297178105,BBG000CGJMB9,BBG001S81418,NYS,"['EQR', 'AVB', 'UDR', 'CPT', 'MAA', 'IRT', 'INVH', 'AMH', 'NXRT', 'ELME']",RealEstate,REITResidential,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,18778759200.0,1750.0,64269999.0,1994-06-06,0.5838150289017341,173.0,117.0,0.6336603333333334,3.1829069999999997,-8.065999
0000033213,EQT,EQT,EQT CORP,26884L109 294549100,BBG000BHZ5J9,BBG001S5QXJ4,NYS,"['LNG', 'AR', 'AR', 'RRC', 'CRK', 'CNX', 'GPOR', 'AM', 'SD', 'OVV']",Energy,OilAndGasEAndP,1311,CRUDE PETROLEUM & NATURAL GAS,XLE,XOP,22569767120.0,881.0,441590000.0,1950-06-05,0.5535714285714286,168.0,125.0,1.5371502660098524,11.657632999999999,-10.696993
0000906107,EQR,EQR,EQUITY RESIDENTIAL,29476L107,BBG000BG8M31,BBG001S723L9,NYS,"['MAA', 'ESS', 'UDR', 'ARE', 'BRT', 'AVB', 'UDR', 'ESS', 'MAA', 'CPT']",RealEstate,REITResidential,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,27067979069.39,2400.0,379430000.0,1993-08-12,0.5714285714285714,161.0,113.0,0.7021776224489795,3.164357,-4.381722
0000821189,EOG,EOG,EOG RESOURCES INC,26875P101 293562104,BBG000BZ9223,BBG001S5ZB93,NYS,"['FANG', 'BKR', 'MTDR', 'PBF', 'MPC', 'SU', 'XOM', 'PSX', 'COP', 'HES']",Energy,OilAndGasEAndP,1311,CRUDE PETROLEUM & NATURAL GAS,XLE,XOP,71149976991.5,3050.0,562450000.0,1989-10-04,0.4928774928774929,351.0,260.0,1.0964407990654206,9.422303,-7.543647
0000746515,EXPD,EXPD,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,302130109,BBG000BJ5GK2,BBG001S5QZZ1,NYS,"['SNDR', 'ARCB', 'ODFL', 'MATX', 'HUBG', 'LSTR']",Industrials,IntegratedFreightAndLogistics,4731,ARRANGEMENT OF TRANSPORTATION OF FREIGHT & CARGO,XLI,IYT,15579104906.960001,18100.0,141130000.0,1990-03-26,0.4631578947368421,95.0,56.0,1.2582278761061951,6.038597,-9.005573
0001031296,FE,FE,FIRSTENERGY CORP,337932107 677347106,BBG000BB6M98,BBG001S5R3N4,NYS,"['DUK', 'DTE', 'LNT', 'PNW', 'AEP', 'D', 'AEE', 'EVRG', 'AEP', 'LNT']",Utilities,UtilitiesRegulatedElectric,4911,ELECTRIC SERVICES,XLU,XLU,23144890880.64,12042.0,576320000.0,1997-11-10,0.5063291139240507,158.0,106.0,1.1446386785714286,8.000692,-15.988469000000002
0001048911,FDX,FDX,FEDEX CORP,31428X106 31304N107 313309106,BBG000BJF1Z8,BBG001S5R3M5,NYS,"['UPS', 'NKE', 'LEN', 'DG', 'ATSG', 'TSLA', 'KBH', 'LSTR']",Industrials,IntegratedFreightAndLogistics,4513,AIR COURIER SERVICES,XLI,IYT,61677022416.24,823600.0,240850000.0,1978-04-12,0.539553752535497,493.0,322.0,1.221723356902357,8.708692,-12.549093000000001
0001013237,FDS,FDS,FACTSET RESEARCH SYSTEMS INC,303075105,BBG000BDJL83,BBG001S5XRL6,NYS,"['CCRN', 'MSCI', 'MCO', 'SPGI']",FinancialServices,FinancialDataAndStockExchanges,7370,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC.",XLF,KCE,17732812957.55,12398.0,37990000.0,1996-06-28,0.562962962962963,135.0,94.0,1.2359866540540538,6.609267,-7.921724000000001
0000831259,FCX,FCX,FREEPORT-MCMORAN INC,35671D857 356903104,BBG000BJDB15,BBG001S5R3F3,NYS,"['SCCO', 'LIN', 'NUE', 'SCCO', 'HBM', 'TECK', 'AA', 'TGB', 'ERO', 'MT']",BasicMaterials,Copper,1000,METAL MINING,XLB,XME,54919377076.2,27200.0,1436930000.0,1995-08-01,0.46756756756756757,370.0,264.0,0.9872458053527979,8.536536,-5.199026
0000091767,SON,SON,SONOCO PRODUCTS CO,835495102,BBG000D7HF89,BBG001S7M9F1,NYS,"['GEF', 'PKG', 'SEE', 'AIT', 'GPK', 'ATR', 'AMCR', 'SEE', 'FUL', 'GEF']",ConsumerCyclical,PackagingAndContainers,2650,PAPERBOARD CONTAINERS & BOXES,XLY,PKB,4611322934.14,23000.0,98260000.0,1995-03-08,0.5126050420168067,119.0,62.0,1.2437156102941178,5.523014,-5.71432
0000815556,FAST,FAST,FASTENAL CO,311900104,BBG000BJ8YN7,BBG001S5R1F7,NAS,"['BLDR', 'BECN', 'LOW', 'TGLS', 'GMS', 'HD', 'GWW', 'ITW', 'MSM', 'WSO']",Industrials,IndustrialDistribution,5200,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",XLI,XLI,42341310943.36,23702.0,572890000.0,1987-08-20,0.4666666666666667,135.0,119.0,1.0166584285714284,13.444105,-6.239021999999999
0000037996,F,F,FORD MOTOR CO,345370860 345370100,BBG000BQPC32,BBG001S5TZ33,NYS,"['GM', 'TSLA', 'RIVN', 'STLA', 'LCID', 'AAPL', 'AMZN', 'GOOGL', 'PCAR', 'NKLA']",ConsumerCyclical,AutoManufacturers,3711,MOTOR VEHICLES & PASSENGER CAR BODIES,XLY,CARZ,36622256784.96,171000.0,3903440000.0,1972-06-01,0.4896489648964896,1111.0,673.0,0.8767239290724863,5.911805,-10.528643
0001999001,FUN,FUN,SIX FLAGS ENTERTAINMENT CORPORATION,150185106 83001C108,BBG01K8GRMX6,BBG01K8GRMY5,NYS,[],ConsumerCyclical,Leisure,7900,SERVICES-AMUSEMENT & RECREATION SERVICES,XLY,PEJ,4405681280.0,53050.0,100280000.0,1987-04-23,0.5625,96.0,98.0,1.371426037037037,10.463102000000001,-4.400936000000001
0000277135,GWW,GWW,WW GRAINGER INC,384802104,BBG000BKR1D6,BBG001S5RRD2,NYS,"['HUBB', 'FAST', 'ITW', 'MSM', 'GGG', 'WSO', 'AME', 'LECO', 'DOV', 'AIT']",Industrials,IndustrialDistribution,5000,WHOLESALE-DURABLE GOODS,XLI,XLI,50443630907.0,26100.0,48700000.0,1975-07-29,0.6428571428571429,168.0,105.0,1.026016195,8.398483,-6.339355
0000042582,GT,GT,GOODYEAR TIRE & RUBBER CO,382550101,BBG000BKNX95,BBG001S5RQ62,NAS,"['TSLA', 'DAN', 'ADNT', 'MGA', 'LEA']",ConsumerCyclical,AutoParts,3011,TIRES & INNER TUBES,XLY,CARZ,2393325253.2000003,71000.0,284920000.0,1951-09-11,0.5073529411764706,136.0,84.0,1.7266603090909087,14.580003999999999,-10.205373000000002
0001971213,SBGI,SBGI,SINCLAIR INC,829226109 829242106 829226505,BBG01GJ3NY88,BBG01GJ3NYB4,NAS,"['NXST', 'GTN', 'SSP']",CommunicationServices,Entertainment,4833,TELEVISION BROADCASTING STATIONS,XLC,XLC,972397584.0,7300.0,42650000.0,1995-06-07,0.49411764705882355,85.0,55.0,2.348911514018691,12.397979,-9.235064
0000040987,GPC,GPC,GENUINE PARTS CO,372460105,BBG000BKL348,BBG001S5RNH7,NYS,"['TSLA', 'LKQ', 'ALSN', 'SMP', 'PRTS', 'GM', 'DORM', 'GT', 'HOG', 'CMI']",ConsumerCyclical,SpecialtyRetail,5013,WHOLESALE-MOTOR VEHICLE SUPPLIES & NEW PARTS,XLY,XRT,16370155979.38,60000.0,139040000.0,1968-08-20,0.5714285714285714,91.0,74.0,0.8542706440677965,3.1607580000000004,-6.29571
0000313143,HAE,HAE,HAEMONETICS CORP,405024100,BBG000C7TF41,BBG001S6QB64,NYS,"['PODD', 'DXCM', 'QTRX', 'SIBN', 'PEN', 'ZBH', 'HQY', 'LNTH']",Healthcare,MedicalInstrumentsAndSupplies,3841,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,XLV,IHI,2981091232.44,3657.0,50220000.0,1991-05-09,0.7142857142857143,105.0,65.0,2.828460852713178,15.315949,-16.709319
0000829224,SBUX,SBUX,STARBUCKS CORP,855244109,BBG000CTQBF3,BBG001S72KH6,NAS,"['MCD', 'CMG', 'AMZN', 'YUM', 'TSLA', 'NKE', 'DPZ', 'GOOGL', 'AAPL', 'PYPL']",ConsumerCyclical,Restaurants,5810,RETAIL-EATING & DRINKING PLACES,XLY,XLY,127451470317.6,361000.0,1133800000.0,1992-06-26,0.5053598774885145,653.0,462.0,0.7728058581997533,8.354638999999999,-8.711928
0001720671,HCP,HCP,HASHICORP INC,418100103,BBG007PZ2T21,BBG007PZ2T94,NAS,"['PD', 'GTLB', 'NET', 'DDOG', 'MDB', 'CFLT', 'HUBS', 'TEAM', 'ASAN', 'BRZE']",Technology,SoftwareInfrastructure,7371,SERVICES-COMPUTER PROGRAMMING SERVICES,XLK,IGV,6949166072.31,2200.0,161640000.0,2021-12-09,0.5096153846153846,104.0,105.0,2.6416463387096774,3.960196,-19.834242
0000046080,HAS,HAS,HASBRO INC,418056107,BBG000BKVJK4,BBG001S5RSQ6,NAS,"['MAT', 'RCL', 'JAKK', 'MGM', 'STRA', 'MAT']",ConsumerCyclical,Leisure,3944,"GAMES, TOYS & CHILDREN'S VEHICLES (NO DOLLS & BICYCLES)",XLY,PEJ,8237558732.9,5502.0,139500000.0,1984-12-18,0.5467980295566502,203.0,124.0,1.4756372094861658,6.946488,-16.396639
0000045012,HAL,HAL,HALLIBURTON CO,406216101,BBG000BKTFN2,BBG001S5RS59,NYS,"['BKR', 'VLO', 'PBF', 'KMI', 'LBRT', 'OXY', 'RES', 'PTEN', 'SLB', 'SLB']",Energy,OilAndGasEquipmentAndServices,1389,"OIL & GAS FIELD SERVICES, NEC",XLE,XES,22300738537.88,49000.0,885300000.0,1948-09-15,0.4859437751004016,249.0,155.0,1.3653183288135593,6.056752,-9.374672
0000910406,HAIN,HAIN,HAIN CELESTIAL GROUP INC,405217100 405219106 49460E208,BBG000BQW085,BBG001SBCKV0,NAS,"['UNFI', 'MGPI']",ConsumerDefensive,PackagedFoods,2000,FOOD AND KINDRED PRODUCTS,XLP,PBJ,423010469.70000005,2786.0,90190000.0,1994-01-20,0.6138613861386139,101.0,84.0,1.967030583941606,4.780174,-9.786638
0000923120,GBX,GBX,GREENBRIER COMPANIES INC,393657101,BBG000CF5097,BBG001S80QK9,NYS,['TRN'],Industrials,Railroads,3743,RAILROAD EQUIPMENT,XLI,IYT,2031458346.2599998,14200.0,31340000.0,1994-07-21,0.6086956521739131,92.0,52.0,2.9496150092592592,17.972404,-18.828089
0000913241,SHOO,SHOO,STEVEN MADDEN LTD,556269108,BBG000BLV2Q3,BBG001S7JHQ5,NAS,"['BKE', 'SKX', 'PVH', 'COLM', 'SCVL', 'TPR', 'RL', 'GES', 'CAL', 'BOOT']",ConsumerCyclical,FootwearAndAccessories,3140,"FOOTWEAR, (NO RUBBER)",XLY,XRT,2684784182.56,4000.0,72190000.0,1993-12-10,0.5476190476190477,84.0,66.0,1.7951238348623852,9.573191000000001,-12.514759
0000089800,SHW,SHW,SHERWIN WILLIAMS CO,824348106,BBG000BSXQV7,BBG001S5W2F9,NYS,"['LIN', 'MAS', 'RPM', 'PPG', 'HD', 'FBIN', 'LOW', 'PNR']",BasicMaterials,SpecialtyChemicals,5200,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",XLB,XLB,90810741135.87,64088.0,251850000.0,1964-02-11,0.49645390070921985,282.0,196.0,0.8447924908536586,7.370722,-5.66493
0000024741,GLW,GLW,CORNING INC,219350105 219319209,BBG000BKFZM4,BBG001S5RLH1,NYS,"['APH', 'TEL']",Technology,ElectronicComponents,3357,DRAWING & INSULATING OF NONFERROUS WIRE,XLK,XSD,45353377911.26,49800.0,856210000.0,1945-05-21,0.4573170731707317,164.0,122.0,1.1105206542553192,6.428812,-4.344841
0000040704,GIS,GIS,GENERAL MILLS INC,370334104,BBG000BKCFC2,BBG001S5RKR2,NYS,"['LW', 'CAG', 'CHEF', 'KMB', 'POST', 'CPB', 'IPAR', 'KHC', 'UNFI', 'KR']",ConsumerDefensive,PackagedFoods,2040,GRAIN MILL PRODUCTS,XLP,PBJ,32423422125.0,34000.0,551230000.0,1952-11-14,0.5686274509803921,204.0,163.0,0.9125270925925926,5.402959,-5.7853270000000006
0000882095,GILD,GILD,GILEAD SCIENCES INC,375558103,BBG000CKGBP2,BBG001S6Y1X7,NAS,"['VRTX', 'PFE', 'MRNA', 'ABBV', 'MRK', 'LGND', 'VIR', 'REGN']",Healthcare,DrugManufacturersGeneral,2836,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",XLV,PJP,119665840000.00002,18000.0,1244990000.0,1992-01-22,0.4938080495356037,646.0,306.0,0.7790839812583668,7.726644,-7.055136
0000040545,GE,GE,GENERAL ELECTRIC CO,369604103 369604301 369604129,BBG000BK6MB5,BBG001S5PVD5,NYS,"['MMM', 'CSL', 'GFF', 'HON', 'RTX', 'DHR', 'BA', 'GOOGL', 'ITT', 'CAT']",Industrials,SpecialtyIndustrialMachinery,3600,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),XLI,XLI,220325074866.4,53000.0,1073290000.0,1892-06-23,0.4917293233082707,665.0,372.0,1.0085360182767624,9.450288,-8.619382
0000821002,GIII,GIII,G III APPAREL GROUP LTD,36237H101,BBG000C2YZ60,BBG001S6F0Z8,NAS,"['GIL', 'OXM', 'SHOO']",ConsumerCyclical,ApparelManufacturing,2300,APPAREL & OTHER FINISHD PRODS OF FABRICS & SIMILAR MATL,XLY,XRT,1300363128.4099998,4600.0,43890000.0,1989-12-14,0.5537190082644629,121.0,91.0,3.855868806666666,27.691612999999997,-37.870646
0000032604,EMR,EMR,EMERSON ELECTRIC CO,291011104,BBG000BHX7N2,BBG001S5QVT7,NYS,"['ETN', 'AOS', 'AIT', 'IR', 'ALLE', 'AZZ', 'ITT', 'IR', 'PH', 'FLS']",Industrials,SpecialtyIndustrialMachinery,3600,ELECTRONIC & OTHER ELECTRICAL EQUIPMENT (NO COMPUTER EQUIP),XLI,XLI,70132243000.0,73000.0,563900000.0,1953-04-23,0.53125,192.0,141.0,0.8534702362869199,4.913456,-6.1112470000000005
0000858877,CSCO,CSCO,CISCO SYSTEMS INC,17275R102,BBG000C3J3C9,BBG001S6HC62,NAS,"['NVDA', 'GOOGL', 'MSFT', 'ZM', 'GOOG', 'JNPR', 'ANET', 'HPE', 'AMZN', 'AVGO']",Technology,CommunicationEquipment,3576,COMPUTER COMMUNICATIONS EQUIPMENT,XLK,XSD,248006356850.2,90400.0,3982760000.0,1990-02-16,0.49774774774774777,444.0,286.0,0.7629320797773655,7.163779,-5.374332000000001
0000109198,TJX,TJX,TJX COMPANIES INC,872540109 872540208 872539101 872540307,BBG000BV8DN6,BBG001S5WQ93,NYS,"['WMT', 'ROST', 'COST', 'KR', 'ANF', 'BURL', 'DG', 'URBN', 'HD', 'LOW']",ConsumerCyclical,ApparelRetail,5651,RETAIL-FAMILY CLOTHING STORES,XLY,XRT,140171264636.01,349000.0,1124160000.0,1965-11-17,0.44876325088339225,283.0,189.0,1.0395402700296736,9.886005,-5.748794999999999
0000098362,TKR,TKR,TIMKEN CO,887389104,BBG000BV95H9,BBG001S5WQK0,NYS,"['KMT', 'TEX', 'ITT', 'URI', 'PH', 'CE', 'DOV', 'LECO', 'OSK', 'FUL']",Industrials,ToolsAndAccessories,3562,BALL & ROLLER BEARINGS,XLI,XLI,5764670965.650001,19000.0,70410000.0,1957-06-05,0.6818181818181818,132.0,82.0,1.4433243116883117,8.232193,-10.847278
0000097745,TMO,TMO,THERMO FISHER SCIENTIFIC INC,883556102 883556201,BBG000BVDLH9,BBG001S5WS08,NYS,"['WST', 'MEDP', 'MCK', 'AMN', 'BIO', 'PKI', 'HAE', 'DHR', 'PKI', 'A']",Healthcare,DiagnosticsAndResearch,3829,"MEASURING & CONTROLLING DEVICES, NEC",XLV,IHI,218587426439.55002,122000.0,382500000.0,1980-08-27,0.5100671140939598,298.0,213.0,0.8683163426183843,6.594053000000001,-5.328218
0000906345,CPT,CPT,CAMDEN PROPERTY TRUST,133131102,BBG000BB0V03,BBG001S5Q6V9,NYS,"['MAA', 'MAA', 'UDR', 'AVB', 'EQR', 'ESS', 'IRT', 'INVH', 'AMH', 'ELME']",RealEstate,REITResidential,6798,REAL ESTATE INVESTMENT TRUSTS,XLRE,IYR,12932077320.0,1640.0,106680000.0,1993-07-22,0.5546218487394958,119.0,90.0,0.7342736666666666,4.276858,-5.196181
0000900075,CPRT,CPRT,COPART INC,217204106,BBG000BM9RH1,BBG001S7MTB1,NAS,"['SNPS', 'CSQ', 'ANSS', 'CDNS', 'ADSK', 'INTU', 'MCO', 'BLK', 'TRMB', 'CTAS']",Industrials,SpecialtyBusinessServices,5500,RETAIL-AUTO DEALERS & GASOLINE STATIONS,XLI,IYC,56015343470.63,10200.0,961460000.0,1994-03-17,0.5046728971962616,107.0,76.0,1.2262064462809916,5.763566,-19.78619
0000064803,CVS,CVS,CVS HEALTH CORP,126650100 585745102,BBG000BGRY34,BBG001S5QBD8,NYS,"['WBA', 'UNH', 'WMT', 'AMZN', 'HUM', 'CI']",Healthcare,HealthcarePlans,5912,RETAIL-DRUG STORES AND PROPRIETARY STORES,XLV,IHF,67966596906.45,300000.0,1258410000.0,1952-10-01,0.5459459459459459,370.0,246.0,0.8127878606741573,4.984331,-6.610406
0000034956,TENX,THC,TENAX THERAPEUTICS INC,88032L100 88032L209 69207P308 88032L605 88032L506 69207P209 69207P100,BBG000CPHYL4,BBG001S70FY0,NYS,[],Healthcare,MedicalCareFacilities,2834,PHARMACEUTICAL PREPARATIONS,XLV,IHF,13721531010.0,106500.0,97680000.0,1976-03-31,,,,,,
0000723254,CTAS,CTAS,CINTAS CORP,172908105,BBG000H3YXF8,BBG001S7CRG1,NAS,"['AIT', 'MMC', 'MCO', 'ROP', 'SPGI', 'AME', 'MSI', 'CPRT']",Industrials,SpecialtyBusinessServices,2320,"MEN'S & BOYS' FURNISHGS, WORK CLOTHG, & ALLIED GARMENTS",XLI,IYC,81540086899.92,46500.0,403540000.0,1983-08-18,0.5508021390374331,187.0,143.0,0.8360935123966943,7.13054,-7.2467809999999995
0000016732,CPB,CPB,CAMPBELL'S CO,134429109,BBG000BG4202,BBG001S5Q2B0,NYS,"['SYY', 'CHEF', 'SJM', 'LW', 'HRL', 'GIS', 'CAG', 'SJM', 'KHC']",ConsumerDefensive,PackagedFoods,2000,FOOD AND KINDRED PRODUCTS,XLP,PBJ,11188039927.32,14400.0,298110000.0,1954-12-13,0.5193370165745856,181.0,117.0,1.183157562992126,3.130719,-7.873594
0000022444,CMC,CMC,COMMERCIAL METALS CO,201723103,BBG000BFSND8,BBG001S5PXG8,NYS,"['ASIX', 'ZEUS', 'NTR', 'CBT', 'STLD', 'RS', 'NUE', 'ZEUS', 'CRS', 'CLF']",BasicMaterials,Steel,3312,"STEEL WORKS, BLAST FURNACES & ROLLING MILLS (COKE OVENS)",XLB,SLX,5640028290.190001,13178.0,113640000.0,1982-08-03,0.638095238095238,105.0,77.0,1.7365131627906978,9.169715,-7.690984
0000021076,CLX,CLX,CLOROX CO,189054109,BBG000BFS7D3,BBG001S5PX50,NYS,"['CHD', 'PG']",ConsumerDefensive,HouseholdAndPersonalProducts,2842,"SPECIALTY CLEANING, POLISHING AND SANITATION PREPARATIONS",XLP,XLP,18283840060.14,7400.0,123190000.0,1986-10-23,0.5288888888888889,225.0,141.0,1.2742020579710143,10.161660000000001,-7.482267
0001113169,TROW,TROW,PRICE T ROWE GROUP INC,74144T108 741477103,BBG000BVMPN3,BBG001S5WW18,NAS,"['IVZ', 'CNS', 'SEIC', 'LAZ', 'APAM', 'BLK', 'IVZ', 'BEN', 'JHG', 'APAM']",FinancialServices,AssetManagement,6200,"SECURITY & COMMODITY BROKERS, DEALERS, EXCHANGES & SERVICES",XLF,IAI,24561220000.0,8104.0,222160000.0,1986-04-09,0.4810810810810811,185.0,131.0,1.0113888828828828,9.434072,-7.548452
0001232384,TRP,TRP,TC ENERGY CORP,87807B107 89353D107 893526103,BBG000BVN235,BBG001S5WW27,TSE,"['ENB', 'PBA', 'KMI']",Energy,OilAndGasMidstream,,,XLE,AMLP,48702960000.0,7415.0,1037849999.0,1985-05-30,0.532258064516129,124.0,77.0,0.8966128562091504,3.77173,-8.554831
0000764065,CLF,CLF,CLEVELAND-CLIFFS INC,185899101 18683K101 185896107,BBG000BFRF55,BBG001S5PW43,NYS,"['X', 'NUE', 'X', 'NUE', 'STLD', 'CMC', 'MT', 'FCX', 'RS']",BasicMaterials,Steel,1000,METAL MINING,XLB,SLX,4959193272.12,28000.0,492760000.0,1985-07-02,0.5637860082304527,243.0,158.0,1.497254575,7.380947,-8.385981
0000021665,CL,CL,COLGATE PALMOLIVE CO,194162103,BBG000BFQYY3,BBG001S5PVM5,NYS,"['CHD', 'CLX', 'IPAR', 'PG', 'KO', 'KMB', 'PEP', 'CHD', 'MDLZ']",ConsumerDefensive,HouseholdAndPersonalProducts,2844,"PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",XLP,XLP,70883870629.32,34000.0,817010000.0,1951-01-09,0.4642857142857143,168.0,126.0,0.8625647053571429,5.300264,-4.623723
0000916365,TSCO,TSCO,TRACTOR SUPPLY CO,892356106,BBG000BLXZN1,BBG001S7K017,NAS,"['BOOT', 'DKS', 'COST', 'ULTA', 'SFM', 'KR', 'FIVE', 'HD']",ConsumerCyclical,SpecialtyRetail,5200,"RETAIL-BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",XLY,XRT,28285625514.75,50000.0,534200000.0,1994-02-17,0.4854771784232365,241.0,156.0,0.9610924086378737,3.413728,-8.767828
0000936395,CIEN,CIEN,CIENA CORP,171779309 171779101,BBG000BP1152,BBG001S61J73,NYS,"['ANET', 'LITE']",Technology,CommunicationEquipment,3661,TELEPHONE & TELEGRAPH APPARATUS,XLK,XSD,12749190027.449999,8657.0,142120000.0,1997-02-07,0.5365853658536586,205.0,135.0,1.7938363827160495,15.556147000000001,-23.726791000000002
0000864749,TRMB,TRMB,TRIMBLE INC,896239100,BBG000BNPS52,BBG001S5SZP0,NAS,"['TEL', 'ZBRA', 'CSQ', 'TROW', 'APH', 'CGNX', 'ITT', 'NOVT', 'KEYS', 'KKR']",Technology,ScientificAndTechnicalInstruments,3829,"MEASURING & CONTROLLING DEVICES, NEC",XLK,XSD,18277097135.44,12700.0,245790000.0,1990-07-01,0.48672566371681414,113.0,77.0,2.1457022071428575,11.987987,-9.688811
