accession_8k,ticker,filed_8k,period_of_report,fye_month,fy_xbrl,q_xbrl,fy_math,q_math,agreement,matched_accession_periodic,periodic_created,form_type_periodic,reason
0001326380-23-000061,GME,2023-12-06T16:10:54-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0001326380-23-000063,2023-12-06T16:15:14-05:00,10-Q,xbrl_math_disagree
0001326380-24-000011,GME,2024-03-26T16:08:56-04:00,2024-02-03,1,2023,Q4,2024,Q4,false,0001326380-24-000012,2024-03-26T16:12:38-04:00,10-K,xbrl_math_disagree
0001193125-24-141183,GME,2024-05-17T07:30:01-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0001326380-24-000030,2024-06-11T16:53:44-04:00,10-Q,xbrl_math_disagree
0001193125-24-156615,GME,2024-06-07T06:19:01-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0001326380-24-000030,2024-06-11T16:53:44-04:00,10-Q,xbrl_math_disagree
0001326380-24-000107,GME,2024-09-10T16:20:50-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0001326380-24-000109,2024-09-10T16:29:22-04:00,10-Q,xbrl_math_disagree
0001326380-24-000168,GME,2024-12-10T16:06:48-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0001326380-24-000170,2024-12-10T16:14:04-05:00,10-Q,xbrl_math_disagree
0001628280-25-014714,GME,2025-03-25T16:11:23-04:00,2025-02-01,1,2024,Q4,2025,Q4,false,0001628280-25-014731,2025-03-25T16:18:32-04:00,10-K,xbrl_math_disagree
0001326380-25-000034,GME,2025-06-10T16:03:25-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0001326380-25-000035,2025-06-10T16:04:53-04:00,10-Q,xbrl_math_disagree
0001326380-25-000073,GME,2025-09-09T16:07:25-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0001326380-25-000075,2025-09-09T16:26:48-04:00,10-Q,xbrl_math_disagree
0001326380-25-000097,GME,2025-12-09T16:03:45-05:00,2025-11-01,1,2025,Q3,2026,Q3,false,0001326380-25-000098,2025-12-09T16:06:48-05:00,10-Q,xbrl_math_disagree
0001326380-26-000012,GME,2026-03-24T16:02:55-04:00,2026-01-31,1,2025,Q4,2026,Q4,false,0001326380-26-000013,2026-03-24T16:03:56-04:00,10-K,xbrl_math_disagree
0000950170-23-003567,GRMN,2023-02-22T07:03:13-05:00,,12,,,,,,,,,not_same_event_periodic
0000950170-23-016875,GRMN,2023-05-03T07:02:18-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-24-017560,GRMN,2024-02-21T07:02:14-05:00,,12,,,,,,,,,not_same_event_periodic
0001490281-23-000023,GRPN,2023-03-16T16:44:33-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-23-000054,GRPN,2023-05-10T16:47:48-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-23-000092,GRPN,2023-08-09T16:12:45-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-23-000113,GRPN,2023-11-09T16:07:10-05:00,,12,,,,,,,,,not_same_event_periodic
0001490281-24-000025,GRPN,2024-03-15T07:05:31-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-24-000088,GRPN,2024-05-09T16:09:12-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-24-000123,GRPN,2024-07-30T16:19:55-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-25-000006,GRPN,2025-03-11T16:13:16-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-25-000018,GRPN,2025-05-07T16:11:57-04:00,,12,,,,,,,,,not_same_event_periodic
0001490281-25-000040,GRPN,2025-08-06T16:12:40-04:00,,12,,,,,,,,,not_same_event_periodic
0001628280-25-050198,GRPN,2025-11-06T16:19:34-05:00,,12,,,,,,,,,not_same_event_periodic
0001628280-26-016436,GRPN,2026-03-10T16:15:19-04:00,,12,,,,,,,,,not_same_event_periodic
0000886982-26-000096,GS,2026-04-13T07:40:26-04:00,,12,,,,,,,,,not_same_event_periodic
0000950170-24-122788,HAIN,2024-11-07T07:13:46-05:00,2024-09-30,6,2024,Q1,2025,Q1,false,0000950170-24-123246,2024-11-07T16:01:48-05:00,10-Q,xbrl_math_disagree
0000046080-26-000016,HAS,2026-04-23T07:00:35-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-26-174933,HCA,2026-04-24T07:11:37-04:00,,12,,,,,,,,,not_same_event_periodic
0001437749-25-003775,HL,2025-02-13T17:18:24-05:00,,12,,,,,,,,,not_same_event_periodic
0001157523-23-000145,HOLX,2023-02-01T16:08:00-05:00,,9,,,,,,,,,not_same_event_periodic
0000046765-24-000008,HP,2024-01-29T16:34:15-05:00,,9,,,,,,,,,not_same_event_periodic
0001645590-25-000111,HPE,2025-10-15T16:47:46-04:00,,10,,,,,,,,,not_same_event_periodic
0001558370-24-010960,HRMY,2024-08-06T08:15:16-04:00,,12,,,,,,,,,not_same_event_periodic
0001628280-26-022272,HSY,2026-03-31T11:58:52-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-23-000040,HTZ,2023-02-07T07:33:31-05:00,,12,,,,,,,,,not_same_event_periodic
0001657853-23-000076,HTZ,2023-04-27T07:33:02-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-23-000104,HTZ,2023-07-27T07:35:06-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-23-000154,HTZ,2023-10-26T07:34:00-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-24-000060,HTZ,2024-04-25T07:34:16-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-24-000109,HTZ,2024-08-01T08:21:07-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-24-000138,HTZ,2024-11-12T08:06:04-05:00,,12,,,,,,,,,not_same_event_periodic
0001657853-25-000059,HTZ,2025-05-12T18:53:06-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-25-000095,HTZ,2025-08-07T08:03:37-04:00,,12,,,,,,,,,not_same_event_periodic
0001657853-26-000010,HTZ,2026-02-26T08:23:33-05:00,,12,,,,,,,,,not_same_event_periodic
0001193125-26-039396,HUBG,2026-02-05T16:11:07-05:00,,12,,,,,,,,,not_same_event_periodic
0000950170-25-104127,HUBS,2025-08-06T16:27:18-04:00,,12,,,,,,,,,not_same_event_periodic
0001104659-23-056277,HUN,2023-05-05T06:16:11-04:00,2023-03-31,12,,,2023,Q1,,0001437749-23-012765,2023-05-05T14:03:41-04:00,10-Q,no_xbrl
0001104659-23-112960,HUN,2023-10-31T16:30:44-04:00,2023-09-30,12,,,2023,Q3,,0001437749-23-029731,2023-11-01T15:19:47-04:00,10-Q,no_xbrl
0001104659-26-016479,HUN,2026-02-17T16:30:43-05:00,2025-12-31,12,2024,Q4,2025,Q4,false,0001437749-26-004524,2026-02-18T14:53:30-05:00,10-K,xbrl_math_disagree
0001381197-26-000078,IBKR,2026-04-21T16:02:51-04:00,,12,,,,,,,,,not_same_event_periodic
0001140361-23-049591,INSM,2023-10-26T07:38:28-04:00,,12,,,,,,,,,not_same_event_periodic
0001140361-24-008937,INSM,2024-02-22T07:58:04-05:00,,12,,,,,,,,,not_same_event_periodic
0001140361-24-025047,INSM,2024-05-09T07:05:02-04:00,,12,,,,,,,,,not_same_event_periodic
0001140361-24-036279,INSM,2024-08-08T07:00:26-04:00,,12,,,,,,,,,not_same_event_periodic
0001140361-24-044703,INSM,2024-10-31T07:00:26-04:00,,12,,,,,,,,,not_same_event_periodic
0001140361-25-005190,INSM,2025-02-20T07:00:34-05:00,,12,,,,,,,,,not_same_event_periodic
0001140361-25-017858,INSM,2025-05-08T07:00:34-04:00,,12,,,,,,,,,not_same_event_periodic
0001140361-25-029343,INSM,2025-08-07T07:01:55-04:00,,12,,,,,,,,,not_same_event_periodic
0001637459-23-000045,KHC,2023-05-03T07:01:07-04:00,2023-04-01,12,2022,Q3,2023,Q1,false,0001637459-23-000047,2023-05-03T16:09:49-04:00,10-Q,proximity_rejected
0001157523-23-001167,KIM,2023-07-27T06:52:19-04:00,2023-06-30,12,,,2023,Q2,,0001437749-23-020998,2023-07-28T12:45:44-04:00,10-Q,no_xbrl
0001157523-23-001554,KIM,2023-10-26T06:52:22-04:00,2023-09-30,12,,,2023,Q3,,0001437749-23-029222,2023-10-27T14:48:04-04:00,10-Q,no_xbrl
0001170010-25-000125,KMX,2025-11-06T06:55:13-05:00,,2,,,,,,,,,not_same_event_periodic
0001104659-23-027695,KR,2023-03-02T08:41:55-05:00,2023-01-28,1,2022,Q4,2023,Q4,false,0001558370-23-004767,2023-03-28T08:09:40-04:00,10-K,xbrl_math_disagree
0001104659-23-071412,KR,2023-06-15T08:07:59-04:00,2023-05-20,1,2023,Q1,2024,Q2,false,0001558370-23-011335,2023-06-23T11:15:14-04:00,10-Q,xbrl_math_disagree
0001104659-23-099123,KR,2023-09-08T08:22:02-04:00,2023-08-12,1,2023,Q2,2024,Q3,false,0001558370-23-015803,2023-09-15T14:48:16-04:00,10-Q,xbrl_math_disagree
0001104659-23-122232,KR,2023-11-30T08:05:36-05:00,2023-11-04,1,2023,Q3,2024,Q3,false,0001558370-23-019686,2023-12-08T15:37:28-05:00,10-Q,xbrl_math_disagree
0001104659-24-073155,KR,2024-06-20T08:08:18-04:00,2024-05-25,1,2024,Q1,2025,Q2,false,0001558370-24-009615,2024-06-28T16:16:18-04:00,10-Q,xbrl_math_disagree
0001104659-24-099127,KR,2024-09-12T08:11:36-04:00,2024-08-17,1,2024,Q2,2025,Q3,false,0001558370-24-012921,2024-09-20T16:07:43-04:00,10-Q,xbrl_math_disagree
0001104659-24-125772,KR,2024-12-05T08:07:51-05:00,2024-11-09,1,2024,Q3,2025,Q3,false,0001558370-24-016233,2024-12-13T16:14:32-05:00,10-Q,xbrl_math_disagree
0001104659-25-060909,KR,2025-06-20T08:06:51-04:00,2025-05-24,1,2025,Q1,2026,Q2,false,0001558370-25-008960,2025-06-27T16:10:29-04:00,10-Q,xbrl_math_disagree
0001104659-25-089265,KR,2025-09-11T08:14:26-04:00,2025-08-16,1,2025,Q2,2026,Q3,false,0001104659-25-091648,2025-09-19T16:06:42-04:00,10-Q,xbrl_math_disagree
0001104659-25-118315,KR,2025-12-04T08:06:29-05:00,2025-11-08,1,2025,Q3,2026,Q3,false,0001104659-25-120642,2025-12-12T16:03:58-05:00,10-Q,xbrl_math_disagree
0001104659-26-023800,KR,2026-03-05T06:52:13-05:00,2026-01-31,1,2025,Q4,2026,Q4,false,0001104659-26-037723,2026-03-31T16:08:52-04:00,10-K,xbrl_math_disagree
0001711279-23-000010,KRYS,2023-02-27T07:25:30-05:00,,12,,,,,,,,,not_same_event_periodic
0001711279-23-000031,KRYS,2023-05-08T08:27:53-04:00,,12,,,,,,,,,not_same_event_periodic
0001711279-23-000067,KRYS,2023-08-07T07:13:19-04:00,,12,,,,,,,,,not_same_event_periodic
0001711279-23-000074,KRYS,2023-11-06T07:10:01-05:00,,12,,,,,,,,,not_same_event_periodic
0001711279-24-000009,KRYS,2024-02-26T08:04:28-05:00,,12,,,,,,,,,not_same_event_periodic
0001711279-25-000045,KRYS,2025-05-06T08:09:31-04:00,,12,,,,,,,,,not_same_event_periodic
0001711279-25-000078,KRYS,2025-08-04T07:09:44-04:00,,12,,,,,,,,,not_same_event_periodic
0001711279-25-000088,KRYS,2025-11-03T07:04:49-05:00,,12,,,,,,,,,not_same_event_periodic
0001711279-26-000018,KRYS,2026-02-17T07:06:52-05:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-055103,KSS,2023-03-01T07:00:49-05:00,2023-01-28,1,2022,Q4,2023,Q4,false,0000950170-23-008444,2023-03-16T16:06:00-04:00,10-K,xbrl_math_disagree
0001193125-23-152386,KSS,2023-05-24T07:00:35-04:00,2023-04-29,1,2023,Q1,2024,Q1,false,0000950170-23-025689,2023-06-01T16:06:15-04:00,10-Q,xbrl_math_disagree
0001193125-23-218455,KSS,2023-08-23T07:00:58-04:00,2023-07-29,1,2023,Q2,2024,Q2,false,0000950170-23-045806,2023-08-31T16:24:47-04:00,10-Q,xbrl_math_disagree
0001193125-23-281069,KSS,2023-11-21T07:00:38-05:00,2023-10-28,1,2023,Q3,2024,Q3,false,0000950170-23-067031,2023-11-30T16:05:24-05:00,10-Q,xbrl_math_disagree
0001193125-24-065373,KSS,2024-03-12T07:00:39-04:00,2024-02-03,1,2023,Q4,2024,Q4,false,0000950170-24-034691,2024-03-21T16:10:37-04:00,10-K,xbrl_math_disagree
0001193125-24-149776,KSS,2024-05-30T07:00:37-04:00,2024-05-04,1,2024,Q1,2025,Q1,false,0000950170-24-069880,2024-06-06T16:10:25-04:00,10-Q,xbrl_math_disagree
0001193125-24-208232,KSS,2024-08-28T07:00:34-04:00,2024-08-03,1,2024,Q2,2025,Q2,false,0000950170-24-103988,2024-09-05T16:10:22-04:00,10-Q,xbrl_math_disagree
0001193125-24-265606,KSS,2024-11-26T07:01:04-05:00,2024-11-02,1,2024,Q3,2025,Q3,false,0000950170-24-133680,2024-12-05T16:10:17-05:00,10-Q,xbrl_math_disagree
0001193125-25-051424,KSS,2025-03-11T07:00:17-04:00,2025-02-01,1,2024,Q4,2025,Q4,false,0000950170-25-042662,2025-03-20T16:10:27-04:00,10-K,xbrl_math_disagree
0001193125-25-109074,KSS,2025-05-01T09:09:53-04:00,,1,,,,,,,,,not_same_event_periodic
0001193125-25-129976,KSS,2025-05-29T07:01:44-04:00,2025-05-03,1,2025,Q1,2026,Q1,false,0000950170-25-083079,2025-06-06T16:10:19-04:00,10-Q,xbrl_math_disagree
0001193125-25-189105,KSS,2025-08-27T07:00:23-04:00,2025-08-02,1,2025,Q2,2026,Q2,false,0000950170-25-113028,2025-09-04T16:10:46-04:00,10-Q,xbrl_math_disagree
0001193125-25-294511,KSS,2025-11-25T07:00:11-05:00,2025-11-01,1,2025,Q3,2026,Q3,false,0001193125-25-306677,2025-12-03T16:10:42-05:00,10-Q,xbrl_math_disagree
0001193125-26-099319,KSS,2026-03-10T07:00:20-04:00,2026-01-31,1,2025,Q4,2026,Q4,false,0001193125-26-115982,2026-03-19T16:10:25-04:00,10-K,xbrl_math_disagree
0001495240-23-000006,LAND,2023-02-21T17:18:01-05:00,,12,,,,,,,,,not_same_event_periodic
0001495240-23-000014,LAND,2023-05-08T16:08:54-04:00,,12,,,,,,,,,not_same_event_periodic
0001495240-23-000022,LAND,2023-08-07T16:10:15-04:00,,12,,,,,,,,,not_same_event_periodic
0001495240-23-000029,LAND,2023-11-07T16:08:59-05:00,,12,,,,,,,,,not_same_event_periodic
0001495240-24-000006,LAND,2024-02-20T16:09:34-05:00,,12,,,,,,,,,not_same_event_periodic
0001495240-24-000015,LAND,2024-05-07T16:08:25-04:00,,12,,,,,,,,,not_same_event_periodic
0001495240-24-000023,LAND,2024-08-08T16:25:30-04:00,,12,,,,,,,,,not_same_event_periodic
0001495240-24-000030,LAND,2024-11-06T16:06:17-05:00,,12,,,,,,,,,not_same_event_periodic
0001495240-25-000007,LAND,2025-02-19T16:08:20-05:00,,12,,,,,,,,,not_same_event_periodic
0001495240-25-000014,LAND,2025-05-12T16:06:50-04:00,,12,,,,,,,,,not_same_event_periodic
0001495240-25-000023,LAND,2025-08-07T16:13:32-04:00,,12,,,,,,,,,not_same_event_periodic
0001495240-25-000030,LAND,2025-11-05T16:07:29-05:00,,12,,,,,,,,,not_same_event_periodic
0001495240-26-000008,LAND,2026-02-24T16:09:35-05:00,,12,,,,,,,,,not_same_event_periodic
0000950170-23-001704,LESL,2023-02-02T16:15:46-05:00,2022-12-31,9,2022,Q1,2023,Q1,false,0000950170-23-001735,2023-02-02T19:01:30-05:00,10-Q,xbrl_math_disagree
0000094845-23-000007,LEVI,2023-01-25T16:05:20-05:00,,11,,,,,,,,,not_same_event_periodic
0000094845-23-000026,LEVI,2023-04-06T07:46:20-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-23-000047,LEVI,2023-07-06T16:07:30-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-23-000053,LEVI,2023-10-05T16:15:31-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-24-000011,LEVI,2024-01-25T16:06:19-05:00,,11,,,,,,,,,not_same_event_periodic
0000094845-24-000027,LEVI,2024-04-03T16:06:28-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-24-000046,LEVI,2024-06-26T16:09:20-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-24-000059,LEVI,2024-10-02T16:06:37-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-25-000006,LEVI,2025-01-29T16:07:55-05:00,,11,,,,,,,,,not_same_event_periodic
0000094845-25-000021,LEVI,2025-04-07T16:07:45-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-25-000037,LEVI,2025-07-10T16:11:55-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-25-000051,LEVI,2025-10-09T16:18:14-04:00,,11,,,,,,,,,not_same_event_periodic
0000094845-26-000009,LEVI,2026-01-28T16:22:32-05:00,,11,,,,,,,,,not_same_event_periodic
0000094845-26-000021,LEVI,2026-04-07T16:12:22-04:00,,11,,,,,,,,,not_same_event_periodic
0000920148-23-000012,LH,2023-02-16T07:03:08-05:00,2022-12-31,12,2021,Q4,2022,Q4,false,0000920148-23-000017,2023-02-28T14:06:04-05:00,10-K,xbrl_math_disagree
0000920148-23-000058,LH,2023-07-27T07:04:17-04:00,2023-06-30,12,2023,Q1,2023,Q2,false,0000920148-23-000063,2023-08-04T15:39:06-04:00,10-Q,xbrl_math_disagree
0001193125-23-080586,LNC,2023-03-27T17:05:57-04:00,,12,,,,,,,,,not_same_event_periodic
0000060667-23-000016,LOW,2023-03-01T08:45:25-05:00,2023-02-03,1,2022,Q4,2023,Q4,false,0000060667-23-000034,2023-03-27T16:46:36-04:00,10-K,xbrl_math_disagree
0000060667-23-000079,LOW,2023-05-23T08:45:30-04:00,2023-05-05,1,2023,Q1,2024,Q1,false,0000060667-23-000114,2023-06-01T16:16:15-04:00,10-Q,xbrl_math_disagree
0000060667-23-000135,LOW,2023-08-22T08:45:28-04:00,2023-08-04,1,2023,Q2,2024,Q2,false,0000060667-23-000139,2023-08-30T16:16:05-04:00,10-Q,xbrl_math_disagree
0000060667-23-000159,LOW,2023-11-21T08:45:17-05:00,2023-11-03,1,2023,Q3,2024,Q3,false,0000060667-23-000164,2023-11-29T16:16:49-05:00,10-Q,xbrl_math_disagree
0000060667-24-000012,LOW,2024-02-27T08:45:23-05:00,2024-02-02,1,2023,Q4,2024,Q4,false,0000060667-24-000033,2024-03-25T16:18:34-04:00,10-K,xbrl_math_disagree
0000060667-24-000081,LOW,2024-05-21T08:45:37-04:00,2024-05-03,1,2024,Q1,2025,Q1,false,0000060667-24-000085,2024-05-30T16:25:58-04:00,10-Q,xbrl_math_disagree
0000060667-24-000137,LOW,2024-08-20T08:45:21-04:00,2024-08-02,1,2024,Q2,2025,Q2,false,0000060667-24-000140,2024-08-29T16:32:21-04:00,10-Q,xbrl_math_disagree
0000060667-24-000167,LOW,2024-11-19T08:45:50-05:00,2024-11-01,1,2024,Q3,2025,Q3,false,0000060667-24-000169,2024-11-27T16:14:48-05:00,10-Q,xbrl_math_disagree
0000060667-25-000018,LOW,2025-02-26T08:45:36-05:00,2025-01-31,1,2024,Q4,2025,Q4,false,0000060667-25-000049,2025-03-24T16:33:13-04:00,10-K,xbrl_math_disagree
0000060667-25-000091,LOW,2025-05-21T08:47:56-04:00,2025-05-02,1,2025,Q1,2026,Q1,false,0000060667-25-000104,2025-05-29T16:32:21-04:00,10-Q,xbrl_math_disagree
0000060667-25-000161,LOW,2025-08-20T06:03:17-04:00,2025-08-01,1,2025,Q2,2026,Q2,false,0000060667-25-000174,2025-08-28T16:35:06-04:00,10-Q,xbrl_math_disagree
0000060667-25-000203,LOW,2025-11-19T08:45:10-05:00,2025-10-31,1,2025,Q3,2026,Q3,false,0000060667-25-000210,2025-11-26T16:34:01-05:00,10-Q,xbrl_math_disagree
0000060667-26-000020,LOW,2026-02-25T08:44:53-05:00,2026-01-30,1,2025,Q4,2026,Q4,false,0000060667-26-000029,2026-03-23T16:52:11-04:00,10-K,xbrl_math_disagree
0001397187-23-000011,LULU,2023-03-28T16:10:44-04:00,2023-01-29,1,2022,Q4,2023,Q4,false,0001397187-23-000012,2023-03-28T16:13:10-04:00,10-K,xbrl_math_disagree
0001397187-23-000026,LULU,2023-06-01T16:10:31-04:00,2023-04-30,1,2023,Q1,2024,Q1,false,0001397187-23-000027,2023-06-01T16:13:08-04:00,10-Q,xbrl_math_disagree
0001397187-23-000043,LULU,2023-08-31T16:09:42-04:00,2023-07-30,1,2023,Q2,2024,Q2,false,0001397187-23-000044,2023-08-31T16:11:49-04:00,10-Q,xbrl_math_disagree
0001397187-23-000051,LULU,2023-12-07T16:09:26-05:00,2023-10-29,1,2023,Q3,2024,Q3,false,0001397187-23-000052,2023-12-07T16:11:52-05:00,10-Q,xbrl_math_disagree
0001397187-24-000009,LULU,2024-03-21T16:09:39-04:00,2024-01-28,1,2023,Q4,2024,Q4,false,0001397187-24-000010,2024-03-21T16:12:29-04:00,10-K,xbrl_math_disagree
0001397187-24-000023,LULU,2024-06-05T16:10:16-04:00,2024-04-28,1,2024,Q1,2025,Q1,false,0001397187-24-000024,2024-06-05T16:13:47-04:00,10-Q,xbrl_math_disagree
0001397187-24-000033,LULU,2024-08-29T16:13:03-04:00,2024-07-28,1,2024,Q2,2025,Q2,false,0001397187-24-000034,2024-08-29T16:16:25-04:00,10-Q,xbrl_math_disagree
0001397187-24-000040,LULU,2024-12-05T16:11:50-05:00,2024-10-27,1,2024,Q3,2025,Q3,false,0001397187-24-000041,2024-12-05T16:14:29-05:00,10-Q,xbrl_math_disagree
0001397187-25-000012,LULU,2025-03-27T16:10:00-04:00,2025-02-02,1,2024,Q4,2025,Q4,false,0001397187-25-000013,2025-03-27T16:12:41-04:00,10-K,xbrl_math_disagree
0001397187-25-000026,LULU,2025-06-05T16:10:27-04:00,2025-05-04,1,2025,Q1,2026,Q1,false,0001397187-25-000027,2025-06-05T16:13:00-04:00,10-Q,xbrl_math_disagree
0001397187-25-000038,LULU,2025-09-04T16:10:29-04:00,2025-08-03,1,2025,Q2,2026,Q2,false,0001397187-25-000039,2025-09-04T16:12:44-04:00,10-Q,xbrl_math_disagree
0001397187-25-000054,LULU,2025-12-11T16:08:54-05:00,2025-11-02,1,2025,Q3,2026,Q3,false,0001397187-25-000055,2025-12-11T16:10:21-05:00,10-Q,xbrl_math_disagree
0001397187-26-000019,LULU,2026-03-17T16:12:26-04:00,2026-02-01,1,2025,Q4,2026,Q4,false,0001397187-26-000020,2026-03-17T16:14:18-04:00,10-K,xbrl_math_disagree
0001193125-26-157932,MAN,2026-04-16T07:30:20-04:00,,12,,,,,,,,,not_same_event_periodic
0001493152-23-040005,MARA,2023-11-09T08:45:34-05:00,,12,,,,,,,,,not_same_event_periodic
0001493152-24-008232,MARA,2024-02-28T17:29:57-05:00,,12,,,,,,,,,not_same_event_periodic
0001493152-24-018490,MARA,2024-05-09T17:00:09-04:00,,12,,,,,,,,,not_same_event_periodic
0001493152-24-044817,MARA,2024-11-12T16:57:38-05:00,,12,,,,,,,,,not_same_event_periodic
0001641172-25-009348,MARA,2025-05-09T06:03:33-04:00,,12,,,,,,,,,not_same_event_periodic
0000937556-24-000085,MASI,2024-09-25T09:15:29-04:00,,12,,,,,,,,,not_same_event_periodic
0000927653-25-000121,MCK,2025-09-18T08:00:41-04:00,,3,,,,,,,,,not_same_event_periodic
0001193125-23-045671,MDGL,2023-02-23T08:02:03-05:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-138931,MDGL,2023-05-09T08:00:58-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-205600,MDGL,2023-08-08T08:00:52-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-23-270884,MDGL,2023-11-06T08:31:00-05:00,,12,,,,,,,,,not_same_event_periodic
0001193125-24-049116,MDGL,2024-02-28T07:01:31-05:00,,12,,,,,,,,,not_same_event_periodic
0001125345-23-000077,MGNX,2023-05-09T16:05:52-04:00,,12,,,,,,,,,not_same_event_periodic
0001125345-23-000109,MGNX,2023-08-09T16:04:15-04:00,,12,,,,,,,,,not_same_event_periodic
0001125345-23-000125,MGNX,2023-11-06T16:04:39-05:00,,12,,,,,,,,,not_same_event_periodic
0001125345-24-000061,MGNX,2024-03-07T16:04:28-05:00,,12,,,,,,,,,not_same_event_periodic
0001125345-24-000091,MGNX,2024-05-09T16:06:21-04:00,,12,,,,,,,,,not_same_event_periodic
0001125345-24-000149,MGNX,2024-08-06T16:02:44-04:00,,12,,,,,,,,,not_same_event_periodic
0001125345-24-000161,MGNX,2024-11-05T16:03:32-05:00,,12,,,,,,,,,not_same_event_periodic
0001125345-25-000043,MGNX,2025-03-20T16:05:47-04:00,,12,,,,,,,,,not_same_event_periodic
0001125345-25-000054,MGNX,2025-05-13T16:02:42-04:00,,12,,,,,,,,,not_same_event_periodic
0001125345-25-000109,MGNX,2025-11-12T16:04:51-05:00,,12,,,,,,,,,not_same_event_periodic
0001125345-26-000018,MGNX,2026-03-09T16:12:10-04:00,,12,,,,,,,,,not_same_event_periodic
0000066740-23-000018,MMM,2023-02-21T16:16:12-05:00,,12,,,,,,,,,not_same_event_periodic
0001510295-26-000029,MPC,2026-04-13T16:46:04-04:00,,12,,,,,,,,,not_same_event_periodic
0001193125-24-252717,MPW,2024-11-07T08:49:36-05:00,,12,,,,,,,,,not_same_event_periodic
0001437749-23-012554,MPWR,2023-05-04T16:01:21-04:00,2023-03-31,12,2022,Q1,2023,Q1,false,0001437749-23-012797,2023-05-05T16:02:02-04:00,10-Q,xbrl_math_disagree
0000950170-24-049829,MSTR,2024-04-29T16:03:47-04:00,2024-03-31,6,2024,Q1,2024,Q3,false,0000950170-24-051230,2024-05-01T16:00:39-04:00,10-Q,proximity_rejected
0000950170-24-089243,MSTR,2024-08-01T16:04:26-04:00,2024-06-30,6,2024,Q2,2024,Q3,false,0000950170-24-091778,2024-08-06T16:06:30-04:00,10-Q,xbrl_math_disagree
0000950170-24-118951,MSTR,2024-10-30T16:02:39-04:00,2024-09-30,6,2024,Q3,2025,Q1,false,0000950170-24-119263,2024-10-31T08:52:56-04:00,10-Q,proximity_rejected
0001193125-25-073989,MSTR,2025-04-07T08:01:42-04:00,2025-03-31,6,2025,Q1,2025,Q3,false,0000950170-25-063536,2025-05-05T16:07:47-04:00,10-Q,proximity_rejected
0000950170-25-061806,MSTR,2025-05-01T16:02:59-04:00,2025-03-31,6,2025,Q1,2025,Q3,false,0000950170-25-063536,2025-05-05T16:07:47-04:00,10-Q,proximity_rejected
0000950170-25-094137,MSTR,2025-07-07T07:59:41-04:00,2025-06-30,6,2025,Q2,2025,Q3,false,0000950170-25-102209,2025-08-04T17:58:01-04:00,10-Q,xbrl_math_disagree
0000950170-25-100916,MSTR,2025-07-31T16:15:30-04:00,2025-06-30,6,2025,Q2,2025,Q3,false,0000950170-25-102209,2025-08-04T17:58:01-04:00,10-Q,xbrl_math_disagree
0001193125-25-230977,MSTR,2025-10-06T07:59:30-04:00,2025-09-30,6,2025,Q3,2026,Q1,false,0001193125-25-262568,2025-11-03T16:12:13-05:00,10-Q,proximity_rejected
0001193125-25-258690,MSTR,2025-10-30T16:34:14-04:00,2025-09-30,6,2025,Q3,2026,Q1,false,0001193125-25-262568,2025-11-03T16:12:13-05:00,10-Q,proximity_rejected
0001037646-23-000010,MTD,2023-05-04T17:18:08-04:00,2023-03-31,12,2022,Q1,2023,Q1,false,0001037646-23-000012,2023-05-05T13:18:09-04:00,10-Q,xbrl_math_disagree
