ticker,accession,formType,filedAt,in_neo4j,in_edgar
AMCX,0001104659-25-009163,SCHEDULE 13D/A,2025-02-04,YES,NO
AMCX,0001104659-24-132991,SCHEDULE 13D/A,2024-12-31,YES,NO
AMED,0001104659-23-073122,425,2023-06-21,YES,NO
AMED,0001104659-23-073121,425,2023-06-21,YES,NO
AMED,0001104659-23-068111,425,2023-06-05,YES,NO
AMED,0001104659-23-068109,425,2023-06-05,YES,NO
AMED,0001104659-23-068107,425,2023-06-05,YES,NO
AMED,0001104659-23-064824,425,2023-05-25,YES,NO
AMED,0001104659-23-064807,425,2023-05-25,YES,NO
AMED,0001104659-23-062022,425,2023-05-17,YES,NO
AMED,0001104659-23-061903,425,2023-05-17,YES,NO
AMED,0001104659-23-060858,425,2023-05-15,YES,NO
AMED,0001104659-23-060854,425,2023-05-15,YES,NO
AMED,0001104659-23-060852,425,2023-05-15,YES,NO
AMED,0001104659-23-060161,425,2023-05-15,YES,NO
AMED,0001104659-23-057876,425,2023-05-09,YES,NO
AMED,0001104659-23-056229,425,2023-05-04,YES,NO
AMED,0001104659-23-055994,425,2023-05-04,YES,NO
AMED,0001104659-23-055727,425,2023-05-04,YES,NO
AMED,0001104659-23-055703,425,2023-05-04,YES,NO
AMED,0001104659-23-055658,425,2023-05-03,YES,NO
AMED,0001104659-23-055655,425,2023-05-03,YES,NO
AMED,0001104659-23-055653,425,2023-05-03,YES,NO
AMED,0001104659-23-055651,425,2023-05-03,YES,NO
AMED,0001104659-23-055598,425,2023-05-03,YES,NO
AMED,0001104659-23-055597,425,2023-05-03,YES,NO
AMED,0001104659-23-055594,425,2023-05-03,YES,NO
AMED,0001104659-23-055590,425,2023-05-03,YES,NO
AMED,0001104659-23-055588,425,2023-05-03,YES,NO
AMED,0001104659-23-055586,425,2023-05-03,YES,NO
AMED,0001104659-23-055585,425,2023-05-03,YES,NO
AMED,0001104659-23-055580,425,2023-05-03,YES,NO
AMED,0001104659-23-055577,425,2023-05-03,YES,NO
AMED,0001104659-23-055576,425,2023-05-03,YES,NO
AMED,0001104659-23-055574,425,2023-05-03,YES,NO
AMED,0001104659-23-055569,425,2023-05-03,YES,NO
AMRX,0000898432-26-000204,SCHEDULE 13D/A,2026-03-26,YES,NO
AMRX,0000898432-25-000809,SCHEDULE 13D/A,2025-10-07,YES,NO
AMRX,0000898432-25-000785,SCHEDULE 13D/A,2025-10-06,YES,NO
AMRX,0000898432-25-000584,SCHEDULE 13D/A,2025-08-08,YES,NO
AMRX,0000898432-25-000189,SCHEDULE 13D/A,2025-03-17,YES,NO
AMRX,0000898432-25-000062,SCHEDULE 13D/A,2025-01-23,YES,NO
AMRX,0000898432-26-000204,SCHEDULE 13D/A,2026-03-26,YES,NO
AMRX,0000898432-25-000809,SCHEDULE 13D/A,2025-10-07,YES,NO
AMRX,0000898432-25-000785,SCHEDULE 13D/A,2025-10-06,YES,NO
AMRX,0000898432-25-000584,SCHEDULE 13D/A,2025-08-08,YES,NO
AMRX,0000898432-25-000189,SCHEDULE 13D/A,2025-03-17,YES,NO
AMRX,0000898432-25-000062,SCHEDULE 13D/A,2025-01-23,YES,NO
AMT,0001193125-25-315968,SCHEDULE 13D/A,2025-12-11,YES,NO
AMT,0001193125-25-315968,SCHEDULE 13D/A,2025-12-11,YES,NO
ANSS,0001140361-25-026144,425,2025-07-17,YES,NO
ANSS,0001140361-25-026140,425,2025-07-17,YES,NO
ANSS,0001193125-25-158652,425,2025-07-14,YES,NO
ANSS,0001193125-25-152110,425,2025-06-30,YES,NO
ANSS,0001140361-25-024106,425,2025-06-30,YES,NO
ANSS,0001140361-25-007208,425,2025-03-05,YES,NO
ANSS,0001140361-25-006324,425,2025-02-27,YES,NO
ANSS,0001140361-25-000840,425,2025-01-10,YES,NO
ANSS,0001140361-25-000628,425,2025-01-08,YES,NO
ANSS,0001140361-25-000350,425,2025-01-06,YES,NO
ANSS,0001140361-25-000349,425,2025-01-06,YES,NO
ANSS,0001140361-24-050107,425,2024-12-20,YES,NO
ANSS,0001140361-24-041477,425,2024-09-19,YES,NO
ANSS,0001140361-24-026381,425,2024-05-16,YES,NO
ANSS,0001140361-24-026378,425,2024-05-16,YES,NO
ANSS,0001140361-24-025693,425,2024-05-13,YES,NO
ANSS,0001193125-24-021892,425,2024-02-01,YES,NO
ANSS,0001193125-24-008776,425,2024-01-16,YES,NO
ANSS,0001193125-24-008774,425,2024-01-16,YES,NO
ANSS,0001193125-24-008770,425,2024-01-16,YES,NO
ANSS,0001193125-24-008645,425,2024-01-16,YES,NO
ANSS,0001193125-24-008644,425,2024-01-16,YES,NO
ANSS,0001193125-24-008642,425,2024-01-16,YES,NO
ANSS,0001193125-24-008639,425,2024-01-16,YES,NO
ANSS,0001193125-24-008637,425,2024-01-16,YES,NO
ANSS,0001193125-24-008635,425,2024-01-16,YES,NO
ANSS,0001193125-24-008603,425,2024-01-16,YES,NO
ANSS,0001193125-24-008170,425,2024-01-16,YES,NO
ANSS,0001193125-24-008135,425,2024-01-16,YES,NO
ANSS,0001193125-24-008124,425,2024-01-16,YES,NO
ANSS,0001193125-24-008115,425,2024-01-16,YES,NO
APA,0001193125-24-081977,425,2024-03-29,YES,NO
APA,0001193125-24-070178,425,2024-03-18,YES,NO
APA,0001193125-24-069300,425,2024-03-15,YES,NO
APA,0001193125-24-047107,425,2024-02-27,YES,NO
APA,0001193125-24-047101,425,2024-02-27,YES,NO
APA,0001193125-24-043527,425,2024-02-23,YES,NO
APA,0001193125-24-042078,425,2024-02-22,YES,NO
APA,0001193125-24-042077,425,2024-02-22,YES,NO
APA,0001193125-24-018909,425,2024-01-30,YES,NO
APA,0001193125-24-002547,425,2024-01-04,YES,NO
APA,0001193125-24-002543,425,2024-01-04,YES,NO
APA,0001193125-24-002541,425,2024-01-04,YES,NO
APA,0001193125-24-002538,425,2024-01-04,YES,NO
APA,0001193125-24-002534,425,2024-01-04,YES,NO
APA,0001193125-24-002532,425,2024-01-04,YES,NO
APA,0001193125-24-002529,425,2024-01-04,YES,NO
APLS,0000950157-26-000478,SCHEDULE 13D,2026-04-06,YES,NO
APO,0000950142-26-000320,SCHEDULE 13D,2026-02-06,YES,NO
APO,0000950103-25-016139,SCHEDULE 13D/A,2025-12-15,YES,NO
APO,0000950142-25-001985,SCHEDULE 13D/A,2025-07-22,YES,NO
APO,0000950142-25-001094,SCHEDULE 13D/A,2025-04-16,YES,NO
APO,0001011438-25-000213,SCHEDULE 13D/A,2025-04-16,YES,NO
APO,0000950103-25-004959,SCHEDULE 13D/A,2025-04-16,YES,NO
APO,0000950142-25-000199,SCHEDULE 13D/A,2025-01-23,YES,NO
APO,0000950142-25-000169,SCHEDULE 13D/A,2025-01-22,YES,NO
APO,0000950103-25-016139,SCHEDULE 13D/A,2025-12-15,YES,NO
APO,0000950142-25-001985,SCHEDULE 13D/A,2025-07-22,YES,NO
APO,0000950142-25-001094,SCHEDULE 13D/A,2025-04-16,YES,NO
APO,0001011438-25-000213,SCHEDULE 13D/A,2025-04-16,YES,NO
APO,0000950103-25-004959,SCHEDULE 13D/A,2025-04-16,YES,NO
APO,0000950142-25-000199,SCHEDULE 13D/A,2025-01-23,YES,NO
APO,0000950142-25-000169,SCHEDULE 13D/A,2025-01-22,YES,NO
APO,0001193125-25-033455,425,2025-02-24,YES,NO
APPN,0000902664-26-000734,SCHEDULE 13D/A,2026-02-05,YES,NO
APPN,0000902664-26-000513,SCHEDULE 13D,2026-01-27,YES,NO
APPN,0001193125-25-190200,SCHEDULE 13D/A,2025-08-27,YES,NO
APPN,0000950170-25-109180,SCHEDULE 13D/A,2025-08-14,YES,NO
APPN,0000950170-25-106817,SCHEDULE 13D/A,2025-08-11,YES,NO
APPN,0000950170-25-098922,SCHEDULE 13D/A,2025-07-25,YES,NO
APPN,0000950170-25-097700,SCHEDULE 13D/A,2025-07-22,YES,NO
APPN,0000950170-25-094891,SCHEDULE 13D/A,2025-07-09,YES,NO
APPN,0000950170-25-084562,SCHEDULE 13D/A,2025-06-10,YES,NO
APPN,0000950170-25-081330,SCHEDULE 13D/A,2025-06-03,YES,NO
APPN,0000950170-25-075517,SCHEDULE 13D/A,2025-05-20,YES,NO
APPN,0000950170-25-054462,SCHEDULE 13D/A,2025-04-15,YES,NO
APPN,0000902664-26-000734,SCHEDULE 13D/A,2026-02-05,YES,NO
APPN,0001193125-25-190200,SCHEDULE 13D/A,2025-08-27,YES,NO
APPN,0000950170-25-109180,SCHEDULE 13D/A,2025-08-14,YES,NO
APPN,0000950170-25-106817,SCHEDULE 13D/A,2025-08-11,YES,NO
APPN,0000950170-25-098922,SCHEDULE 13D/A,2025-07-25,YES,NO
APPN,0000950170-25-097700,SCHEDULE 13D/A,2025-07-22,YES,NO
APPN,0000950170-25-094891,SCHEDULE 13D/A,2025-07-09,YES,NO
APPN,0000950170-25-084562,SCHEDULE 13D/A,2025-06-10,YES,NO
APPN,0000950170-25-081330,SCHEDULE 13D/A,2025-06-03,YES,NO
APPN,0000950170-25-075517,SCHEDULE 13D/A,2025-05-20,YES,NO
APPN,0000950170-25-054462,SCHEDULE 13D/A,2025-04-15,YES,NO
ARVN,0000935836-25-000639,SCHEDULE 13D/A,2025-10-15,YES,NO
ARVN,0000935836-25-000557,SCHEDULE 13D/A,2025-08-22,YES,NO
ARVN,0000935836-25-000426,SCHEDULE 13D,2025-06-16,YES,NO
ARVN,0000935836-25-000639,SCHEDULE 13D/A,2025-10-15,YES,NO
ARVN,0000935836-25-000557,SCHEDULE 13D/A,2025-08-22,YES,NO
ARWR,0000950170-25-109461,SCHEDULE 13D/A,2025-08-15,YES,NO
ARWR,0000950170-25-021481,SCHEDULE 13D,2025-02-14,YES,NO
ARWR,0000950170-25-109461,SCHEDULE 13D/A,2025-08-15,YES,NO
ASAN,0001104659-25-079329,SCHEDULE 13D/A,2025-08-15,YES,NO
ASAN,0001104659-25-072824,SCHEDULE 13D/A,2025-07-31,YES,NO
ASAN,0001415889-25-019969,SCHEDULE 13D/A,2025-07-17,YES,NO
ASAN,0001415889-25-010619,SCHEDULE 13D/A,2025-04-14,YES,NO
ASAN,0001415889-25-009121,SCHEDULE 13D/A,2025-03-27,YES,NO
ASAN,0001104659-25-079329,SCHEDULE 13D/A,2025-08-15,YES,NO
ASAN,0001104659-25-072824,SCHEDULE 13D/A,2025-07-31,YES,NO
ASAN,0001415889-25-019969,SCHEDULE 13D/A,2025-07-17,YES,NO
ASAN,0001415889-25-010619,SCHEDULE 13D/A,2025-04-14,YES,NO
ASAN,0001415889-25-009121,SCHEDULE 13D/A,2025-03-27,YES,NO
ASH,0001104659-25-117151,SCHEDULE 13D,2025-12-01,NO,NO
ASH,0000902664-25-000618,SCHEDULE 13D/A,2025-01-31,YES,NO
ASH,0000902664-25-000618,SCHEDULE 13D/A,2025-01-31,YES,NO
ATEC,0001193125-25-323158,SCHEDULE 13D/A,2025-12-17,YES,NO
ATEC,0000950170-25-057646,SCHEDULE 13D/A,2025-04-23,YES,NO
ATEC,0000950170-25-053434,SCHEDULE 13D/A,2025-04-11,YES,NO
ATEC,0000950170-25-015038,SCHEDULE 13D/A,2025-02-06,YES,NO
ATEC,0001193125-25-323158,SCHEDULE 13D/A,2025-12-17,YES,NO
ATEC,0000950170-25-057646,SCHEDULE 13D/A,2025-04-23,YES,NO
ATEC,0000950170-25-053434,SCHEDULE 13D/A,2025-04-11,YES,NO
ATEC,0000950170-25-015038,SCHEDULE 13D/A,2025-02-06,YES,NO
AUPH,0001214659-26-003784,SCHEDULE 13D/A,2026-03-25,YES,NO
AUPH,0001214659-26-002769,SCHEDULE 13D/A,2026-03-03,YES,NO
AUPH,0001104659-25-077809,SCHEDULE 13D/A,2025-08-13,YES,NO
AUPH,0001214659-25-003856,SCHEDULE 13D/A,2025-03-04,YES,NO
AUPH,0001214659-26-003784,SCHEDULE 13D/A,2026-03-25,YES,NO
AUPH,0001214659-26-002769,SCHEDULE 13D/A,2026-03-03,YES,NO
AUPH,0001104659-25-077809,SCHEDULE 13D/A,2025-08-13,YES,NO
AUPH,0001214659-25-003856,SCHEDULE 13D/A,2025-03-04,YES,NO
AVAV,0001104659-25-046333,SCHEDULE 13D,2025-05-08,YES,NO
AVAV,0001104659-25-023775,425,2025-03-14,YES,NO
AVAV,0001104659-25-021364,425,2025-03-06,YES,NO
AVAV,0001558370-24-016011,425,2024-12-04,YES,NO
AVAV,0001104659-24-120869,425,2024-11-20,YES,NO
AVAV,0001104659-24-120638,425,2024-11-19,YES,NO
AVAV,0001104659-24-120358,425,2024-11-19,YES,NO
AVGO,0001140361-23-050222,425,2023-10-30,YES,NO
AVGO,0001140361-23-048719,425,2023-10-18,YES,NO
AVGO,0001140361-23-041510,425,2023-08-28,YES,NO
AVGO,0001140361-23-040703,425,2023-08-21,YES,NO
AVGO,0001140361-23-034197,425,2023-07-12,YES,NO
AVGO,0001140361-23-032277,425,2023-06-29,YES,NO
AVGO,0001140361-23-031537,425,2023-06-26,YES,NO
AVGO,0001140361-23-031460,425,2023-06-26,YES,NO
AVGO,0001140361-23-028806,425,2023-06-07,YES,NO
AVGO,0001140361-23-023002,425,2023-05-04,YES,NO
AVGO,0001140361-23-022798,425,2023-05-03,YES,NO
AVGO,0001140361-23-020234,425,2023-04-25,YES,NO
AVGO,0001140361-23-014891,425,2023-03-30,YES,NO
AVGO,0001140361-23-012040,425,2023-03-16,YES,NO
AVGO,0001140361-23-011821,425,2023-03-15,YES,NO
AVGO,0001140361-23-010932,425,2023-03-09,YES,NO
AVGO,0001140361-23-007243,425,2023-02-15,YES,NO
AVGO,0001140361-23-005547,425,2023-02-09,YES,NO
AVGO,0001140361-23-003613,425,2023-01-31,YES,NO
AVGO,0001140361-23-003586,425,2023-01-31,YES,NO
AVGO,0001140361-23-003566,425,2023-01-31,YES,NO
AVGO,0001140361-23-002423,425,2023-01-23,YES,NO
AVGO,0001140361-23-001479,425,2023-01-12,YES,NO
AVGO,0001140361-23-001047,425,2023-01-09,YES,NO
AWK,0001193125-26-112404,425,2026-03-18,YES,NO
AWK,0001193125-26-082684,425,2026-02-27,YES,NO
AWK,0001193125-26-037616,425,2026-02-04,YES,NO
AWK,0001193125-26-019562,425,2026-01-22,YES,NO
AWK,0001193125-25-329062,425,2025-12-22,YES,NO
AWK,0001193125-25-289789,425,2025-11-20,YES,NO
AWK,0001193125-25-289774,425,2025-11-20,YES,NO
AWK,0001193125-25-272405,425,2025-11-07,YES,NO
AWK,0001193125-25-262176,425,2025-11-03,YES,NO
AWK,0001193125-25-256490,425,2025-10-29,YES,NO
AWK,0001193125-25-253195,425,2025-10-28,YES,NO
AWK,0001193125-25-251773,425,2025-10-27,YES,NO
AWK,0001193125-25-251770,425,2025-10-27,YES,NO
AWK,0001193125-25-250955,425,2025-10-27,YES,NO
AWK,0001193125-25-250758,425,2025-10-27,YES,NO
AWK,0001193125-25-250749,425,2025-10-27,YES,NO
AWK,0001193125-25-250743,425,2025-10-27,YES,NO
AWK,0001193125-25-250740,425,2025-10-27,YES,NO
AWK,0001193125-25-250721,425,2025-10-27,YES,NO
AWK,0001193125-25-250717,425,2025-10-27,YES,NO
AWK,0001193125-25-250714,425,2025-10-27,YES,NO
AWK,0001193125-25-250708,425,2025-10-27,YES,NO
AWK,0001193125-25-250702,425,2025-10-27,YES,NO
AWK,0001193125-25-250695,425,2025-10-27,YES,NO
AWK,0001193125-25-250691,425,2025-10-27,YES,NO
AWK,0001193125-25-250687,425,2025-10-27,YES,NO
AWK,0001193125-25-250649,425,2025-10-27,YES,NO
AXTA,0000950103-26-003844,425,2026-03-16,YES,NO
AXTA,0001193125-26-046855,425,2026-02-11,YES,NO
AXTA,0001193125-26-044972,425,2026-02-10,YES,NO
AXTA,0001193125-26-044888,425,2026-02-10,YES,NO
AXTA,0001193125-26-044884,425,2026-02-10,YES,NO
AXTA,0000950103-26-001539,425,2026-02-03,YES,NO
AXTA,0000950103-26-001112,425,2026-01-28,YES,NO
AXTA,0001193125-25-331065,425,2025-12-23,YES,NO
AXTA,0001193125-25-306692,425,2025-12-03,YES,NO
AXTA,0001193125-25-293858,425,2025-11-24,YES,NO
AXTA,0001193125-25-286467,425,2025-11-18,YES,NO
AXTA,0001193125-25-286455,425,2025-11-18,YES,NO
AXTA,0001193125-25-286453,425,2025-11-18,YES,NO
AXTA,0001193125-25-286452,425,2025-11-18,YES,NO
AXTA,0001193125-25-286450,425,2025-11-18,YES,NO
AXTA,0000950103-25-014941,425,2025-11-18,YES,NO
AXTA,0000950103-25-014937,425,2025-11-18,YES,NO
AXTA,0000950103-25-014936,425,2025-11-18,YES,NO
AXTA,0000950103-25-014935,425,2025-11-18,YES,NO
AXTA,0000950103-25-014934,425,2025-11-18,YES,NO
AXTA,0000950103-25-014932,425,2025-11-18,YES,NO
AXTA,0000950103-25-014931,425,2025-11-18,YES,NO
AXTA,0001193125-25-285356,425,2025-11-18,YES,NO
AZEK,0001140361-25-022754,425,2025-06-17,YES,NO
AZEK,0001140361-25-021427,425,2025-06-04,YES,NO
AZEK,0001140361-25-021261,425,2025-06-03,YES,NO
AZEK,0001193125-25-132404,425,2025-05-30,YES,NO
AZEK,0001193125-25-123827,425,2025-05-21,YES,NO
AZEK,0001193125-25-123427,425,2025-05-20,YES,NO
AZEK,0001193125-25-123426,425,2025-05-20,YES,NO
AZEK,0001193125-25-123424,425,2025-05-20,YES,NO
AZEK,0001140361-25-017702,425,2025-05-07,YES,NO
AZEK,0001140361-25-017323,425,2025-05-05,YES,NO
AZEK,0001193125-25-100812,425,2025-04-28,YES,NO
AZEK,0001193125-25-072355,425,2025-04-03,YES,NO
AZEK,0001193125-25-061448,425,2025-03-24,YES,NO
AZEK,0001193125-25-061447,425,2025-03-24,YES,NO
AZEK,0001193125-25-061443,425,2025-03-24,YES,NO
AZEK,0001193125-25-061441,425,2025-03-24,YES,NO
AZEK,0001193125-25-061437,425,2025-03-24,YES,NO
AZEK,0001193125-25-061436,425,2025-03-24,YES,NO
AZEK,0001193125-25-061434,425,2025-03-24,YES,NO
AZEK,0001193125-25-061363,425,2025-03-24,YES,NO
AZEK,0001193125-25-061359,425,2025-03-24,YES,NO
AZEK,0001193125-25-061353,425,2025-03-24,YES,NO
AZEK,0001193125-25-061347,425,2025-03-24,YES,NO
AZEK,0001193125-25-061339,425,2025-03-24,YES,NO
AZEK,0001193125-25-060813,425,2025-03-24,YES,NO
AZEK,0001193125-25-060812,425,2025-03-24,YES,NO
AZEK,0001193125-25-060809,425,2025-03-24,YES,NO
AZEK,0001193125-25-060803,425,2025-03-24,YES,NO
AZEK,0001193125-25-060800,425,2025-03-24,YES,NO
AZEK,0001193125-25-060795,425,2025-03-24,YES,NO
BA,0001193125-24-190046,425,2024-07-31,YES,NO
BA,0001193125-24-189842,425,2024-07-31,YES,NO
BA,0001193125-24-173421,425,2024-07-01,YES,NO
BA,0001193125-24-173407,425,2024-07-01,YES,NO
BA,0001193125-24-172682,425,2024-07-01,YES,NO
BBIO,0000905148-26-001499,SCHEDULE 13D/A,2026-04-02,YES,NO
BBIO,0000905148-26-000914,SCHEDULE 13D/A,2026-02-17,YES,NO
BBIO,0000905148-25-004059,SCHEDULE 13D/A,2025-11-14,YES,NO
BBIO,0000905148-25-003013,SCHEDULE 13D/A,2025-08-14,YES,NO
BBIO,0000905148-25-002298,SCHEDULE 13D/A,2025-07-01,YES,NO
BBIO,0001140361-25-019024,SCHEDULE 13D/A,2025-05-14,YES,NO
BBIO,0000905148-25-000909,SCHEDULE 13D/A,2025-03-12,YES,NO
BBIO,0001140361-25-007701,SCHEDULE 13D/A,2025-03-07,YES,NO
BBIO,0000905148-25-000308,SCHEDULE 13D/A,2025-01-31,YES,NO
BBIO,0000905148-26-001499,SCHEDULE 13D/A,2026-04-02,YES,NO
BBIO,0000905148-26-000914,SCHEDULE 13D/A,2026-02-17,YES,NO
BBIO,0000905148-25-004059,SCHEDULE 13D/A,2025-11-14,YES,NO
BBIO,0000905148-25-003013,SCHEDULE 13D/A,2025-08-14,YES,NO
BBIO,0000905148-25-002298,SCHEDULE 13D/A,2025-07-01,YES,NO
BBIO,0001140361-25-019024,SCHEDULE 13D/A,2025-05-14,YES,NO
BBIO,0000905148-25-000909,SCHEDULE 13D/A,2025-03-12,YES,NO
BBIO,0001140361-25-007701,SCHEDULE 13D/A,2025-03-07,YES,NO
BBIO,0000905148-25-000308,SCHEDULE 13D/A,2025-01-31,YES,NO
BBY,0000947871-25-000600,SCHEDULE 13D/A,2025-06-11,YES,NO
BBY,0000947871-25-000600,SCHEDULE 13D/A,2025-06-11,YES,NO
BCRX,0001140361-25-044111,425,2025-12-03,YES,NO
BCRX,0001140361-25-038091,425,2025-10-14,YES,NO
BCRX,0001140361-25-038088,425,2025-10-14,YES,NO
BCRX,0001140361-25-038086,425,2025-10-14,YES,NO
BCRX,0001140361-25-038032,425,2025-10-14,YES,NO
BDX,0001193125-25-158835,425,2025-07-14,YES,NO
BDX,0001193125-25-158807,425,2025-07-14,YES,NO
BDX,0001193125-25-158804,425,2025-07-14,YES,NO
BDX,0001193125-25-158803,425,2025-07-14,YES,NO
BDX,0001193125-25-158800,425,2025-07-14,YES,NO
BDX,0001193125-25-158412,425,2025-07-14,YES,NO
BDX,0001193125-25-158411,425,2025-07-14,YES,NO
BE,0001104659-25-081024,SCHEDULE 13D/A,2025-08-20,YES,NO
BE,0001104659-25-079928,SCHEDULE 13D/A,2025-08-18,YES,NO
BE,0001829655-25-000013,SCHEDULE 13D/A,2025-07-14,YES,NO
BE,0001104659-25-081024,SCHEDULE 13D/A,2025-08-20,YES,NO
BE,0001104659-25-079928,SCHEDULE 13D/A,2025-08-18,YES,NO
BE,0001829655-25-000013,SCHEDULE 13D/A,2025-07-14,YES,NO
BECN,0001213900-25-036393,SC 14D9/A,2025-04-29,NO,NO
BECN,0001213900-25-033821,SC 14D9/A,2025-04-21,NO,NO
BECN,0001213900-25-033496,SC 14D9/A,2025-04-21,NO,NO
BECN,0001213900-25-031619,SC 14D9/A,2025-04-14,NO,NO
BECN,0001213900-25-030704,SC 14D9/A,2025-04-10,NO,NO
BECN,0001213900-25-026560,SC 14D9/A,2025-03-31,NO,NO
BECN,0001213900-25-025575,SC 14D9/A,2025-03-20,NO,NO
BECN,0001213900-25-025143,SC 14D9/A,2025-03-19,NO,NO
BECN,0001213900-25-024594,SC 14D9/A,2025-03-17,NO,NO
BECN,0001213900-25-022808,SC 14D9/A,2025-03-11,NO,NO
BECN,0001213900-25-022315,SC 14D9/A,2025-03-10,NO,NO
BECN,0001213900-25-021890,SC 14D9/A,2025-03-10,NO,NO
BECN,0001213900-25-020277,SC 14D9/A,2025-03-04,NO,NO
BECN,0001213900-25-018163,SC 14D9/A,2025-02-27,NO,NO
BECN,0001213900-25-017147,SC 14D9/A,2025-02-25,NO,NO
BECN,0001213900-25-015460,SC 14D9/A,2025-02-20,NO,NO
BECN,0001213900-25-014297,SC 14D9/A,2025-02-14,NO,NO
BECN,0001213900-25-013178,SC 14D9/A,2025-02-13,NO,NO
BECN,0001213900-25-010987,SC 14D9/A,2025-02-06,NO,NO
BECN,0001213900-25-010739,SC 14D9/A,2025-02-06,NO,NO
BECN,0001213900-25-010736,SC 14D9,2025-02-06,YES,NO
BEN,0000038777-26-000085,SCHEDULE 13D/A,2026-03-23,YES,NO
BEN,0000038777-26-000084,SCHEDULE 13D/A,2026-03-18,YES,NO
BEN,0000038777-26-000080,SCHEDULE 13D/A,2026-03-09,YES,NO
BEN,0000038777-26-000079,SCHEDULE 13D/A,2026-03-02,YES,NO
BEN,0000038777-26-000078,SCHEDULE 13D/A,2026-02-26,YES,NO
BEN,0000038777-26-000054,SCHEDULE 13D,2026-02-10,YES,NO
BEN,0000038777-26-000052,SCHEDULE 13D,2026-02-10,YES,NO
BEN,0000038777-26-000008,SCHEDULE 13D/A,2026-01-20,YES,NO
BEN,0000038777-25-000277,SCHEDULE 13D/A,2025-12-17,YES,NO
BEN,0000038777-25-000263,SCHEDULE 13D/A,2025-11-26,YES,NO
BEN,0000038777-25-000211,SCHEDULE 13D/A,2025-10-29,YES,NO
BEN,0000038777-25-000202,SCHEDULE 13D/A,2025-10-14,YES,NO
BEN,0000038777-25-000197,SCHEDULE 13D/A,2025-10-06,YES,NO
BEN,0000038777-25-000192,SCHEDULE 13D/A,2025-09-22,YES,NO
BEN,0000038777-25-000190,SCHEDULE 13D/A,2025-09-12,YES,NO
BEN,0000038777-25-000187,SCHEDULE 13D/A,2025-09-04,YES,NO
BEN,0000038777-25-000174,SCHEDULE 13D/A,2025-08-28,YES,NO
