ticker,cik,accession,formType,filingDate,status
CLX,0000021076,0000021076-26-000008,8-K,2026-02-03,MISSING
CLX,0000021076,0000021076-25-000053,10-Q,2025-11-03,MISSING
CLX,0000021076,0000021076-25-000051,8-K,2025-11-03,MISSING
CLX,0000021076,0000021076-24-000030,10-K,2024-08-08,MISSING
CMC,0000022444,0001193125-26-014157,8-K,2026-01-15,MISSING
CMC,0000022444,0000022444-26-000009,8-K,2026-01-08,MISSING
CMC,0000022444,0001193125-25-265743,8-K,2025-11-05,MISSING
CMC,0000022444,0001193125-25-263606,8-K,2025-11-04,MISSING
CMCSA,0001166691,0001628280-26-012809,8-K,2026-02-27,MISSING
CMCSA,0001166691,0001628280-26-003964,8-K,2026-01-29,MISSING
CMCSA,0001166691,0000950103-23-013446,8-K,2023-09-11,MISSING
CMCSA,0001166691,0001166691-23-000032,10-Q,2023-07-27,MISSING
CMCSA,0001166691,0001166691-23-000029,8-K,2023-07-27,MISSING
CMCSA,0001166691,0000950103-23-008707,8-K,2023-06-09,MISSING
CMCSA,0001166691,0000950103-23-007049,8-K,2023-05-09,MISSING
CMCSA,0001166691,0000950103-23-006958,8-K,2023-05-08,MISSING
CMCSA,0001166691,0000950103-23-006594,8-K,2023-05-01,MISSING
CMCSA,0001166691,0001166691-23-000024,10-Q,2023-04-27,MISSING
CMCSA,0001166691,0001166691-23-000020,8-K,2023-04-27,MISSING
CMCSA,0001166691,0000950103-23-006065,8-K,2023-04-24,MISSING
CMCSA,0001166691,0000950103-23-006033,8-K,2023-04-21,MISSING
CMCSA,0001166691,0000950103-23-004120,8-K,2023-03-15,MISSING
CMCSA,0001166691,0001166691-23-000014,8-K,2023-03-13,MISSING
CMCSA,0001166691,0001193125-23-030148,8-K,2023-02-09,MISSING
CMCSA,0001166691,0001166691-23-000010,10-K,2023-02-03,MISSING
CMCSA,0001166691,0001166691-23-000005,8-K,2023-01-26,MISSING
CMCSA,0001166691,0000950103-23-000208,8-K,2023-01-06,MISSING
CMG,0001058090,0001058090-26-000009,10-K,2026-02-04,MISSING
CMG,0001058090,0001058090-26-000007,8-K,2026-02-03,MISSING
CMG,0001058090,0001058090-26-000002,8-K,2026-01-12,MISSING
CMG,0001058090,0001058090-24-000053,8-K,2024-11-12,MISSING
CNK,0001385280,0001193125-26-056015,10-K,2026-02-18,MISSING
CNK,0001385280,0001193125-26-056010,8-K,2026-02-18,MISSING
CNK,0001385280,0001193125-26-004875,8-K,2026-01-07,MISSING
CNK,0001385280,0001193125-25-265664,10-Q,2025-11-05,MISSING
CNK,0001385280,0001193125-25-265661,8-K,2025-11-05,MISSING
CNS,0001284812,0001284812-26-000011,10-K,2026-02-27,MISSING
COIN,0001679788,0001679788-26-000015,10-K,2026-02-12,MISSING
COO,0000711404,0001628280-26-015620,10-Q,2026-03-06,MISSING
COO,0000711404,0001628280-26-015231,8-K,2026-03-05,MISSING
COO,0000711404,0001193125-26-036476,8-K,2026-02-04,MISSING
COST,0000909832,0000909832-26-000029,10-Q,2026-03-11,MISSING
COST,0000909832,0000909832-26-000025,8-K,2026-03-05,MISSING
COST,0000909832,0000909832-26-000016,8-K,2026-01-21,MISSING
COTY,0001024305,0001024305-26-000013,8-K,2026-02-05,MISSING
COTY,0001024305,0001024305-25-000065,10-Q,2025-11-05,MISSING
COTY,0001024305,0001024305-25-000064,8-K,2025-11-05,MISSING
COUR,0001651562,0001651562-26-000020,8-K,2026-03-17,MISSING
COUR,0001651562,0001651562-26-000015,10-K,2026-02-23,MISSING
CP,0000016875,0001193125-26-096631,8-K,2026-03-06,MISSING
CP,0000016875,0001193125-26-092238,8-K,2026-03-05,MISSING
CP,0000016875,0000016875-26-000008,10-K,2026-02-26,MISSING
CP,0000016875,0001193125-26-048127,8-K,2026-02-12,MISSING
CP,0000016875,0001193125-26-029569,8-K,2026-01-29,MISSING
CP,0000016875,0000016875-26-000004,8-K,2026-01-28,MISSING
CPB,0000016732,0000016732-26-000006,10-Q,2026-03-11,MISSING
CPB,0000016732,0000016732-26-000004,8-K,2026-03-11,MISSING
CPB,0000016732,0000016732-24-000189,8-K,2024-11-12,MISSING
CPRT,0000900075,0001193125-26-088593,10-Q,2026-03-03,MISSING
CPRT,0000900075,0001193125-26-059440,8-K,2026-02-19,MISSING
CPRT,0000900075,0001193125-26-022730,8-K,2026-01-26,MISSING
CPRX,0001369568,0001193125-26-114764,8-K/A,2026-03-19,MISSING
CPRX,0001369568,0001193125-26-114306,8-K,2026-03-18,MISSING
CPRX,0001369568,0001193125-26-071702,8-K,2026-02-25,MISSING
CPRX,0001369568,0001193125-25-267038,8-K,2025-11-05,MISSING
CPRX,0001369568,0001193125-25-266854,10-Q,2025-11-05,MISSING
CPRX,0001369568,0001193125-24-195950,8-K,2024-08-07,MISSING
CPRX,0001369568,0000950170-24-092745,10-Q,2024-08-07,MISSING
CPT,0000906345,0001193125-26-115667,8-K,2026-03-19,MISSING
CPT,0000906345,0001193125-26-059679,8-K,2026-02-19,MISSING
CPT,0000906345,0001628280-26-007697,10-K,2026-02-12,MISSING
CPT,0000906345,0001628280-26-005842,8-K,2026-02-05,MISSING
CPT,0000906345,0001628280-25-050524,10-Q,2025-11-07,MISSING
CPT,0000906345,0001628280-25-050242,8-K,2025-11-06,MISSING
CRI,0001060822,0001060822-26-000016,10-K,2026-02-27,MISSING
CRI,0001060822,0001060822-26-000015,8-K,2026-02-27,MISSING
CRI,0001060822,0001060822-26-000002,8-K,2026-01-09,MISSING
CRI,0001060822,0001060822-24-000157,8-K,2024-11-14,MISSING
CRM,0001108524,0001193125-26-107403,8-K,2026-03-16,MISSING
CRM,0001108524,0001193125-26-106356,8-K,2026-03-13,MISSING
CRM,0001108524,0001193125-26-104282,8-K,2026-03-12,MISSING
CRM,0001108524,0001108524-26-000062,8-K,2026-03-06,MISSING
CRM,0001108524,0001108524-26-000060,10-K,2026-03-02,MISSING
CRM,0001108524,0001108524-26-000056,8-K,2026-02-25,MISSING
CROX,0001334036,0001334036-26-000006,10-K,2026-02-12,MISSING
CRSP,0001674416,0001193125-26-108333,8-K,2026-03-16,MISSING
CRSP,0001674416,0001193125-26-101073,8-K,2026-03-11,MISSING
CRSP,0001674416,0001193125-26-048873,8-K,2026-02-12,MISSING
CRSP,0001674416,0000950170-24-090746,10-Q,2024-08-05,MISSING
CRSP,0001674416,0000950170-24-090727,8-K,2024-08-05,MISSING
CRWD,0001535527,0001535527-26-000007,8-K,2026-03-03,MISSING
CSCO,0000858877,0000858877-26-000021,10-Q,2026-02-17,MISSING
CSCO,0000858877,0000858877-26-000006,8-K,2026-02-11,MISSING
CSCO,0000858877,0001193125-24-257224,8-K,2024-11-13,MISSING
CSCO,0000858877,0001193125-24-139371,8-K,2024-05-15,MISSING
CSTL,0001447362,0001628280-26-012272,10-K,2026-02-26,MISSING
CSTL,0001447362,0001628280-26-012263,8-K,2026-02-26,MISSING
CSTL,0001447362,0001628280-25-048248,8-K,2025-11-03,MISSING
CSTL,0001447362,0001447362-24-000122,10-Q,2024-08-05,MISSING
CSTL,0001447362,0001447362-24-000121,8-K,2024-08-05,MISSING
CTAS,0000723254,0000950103-26-003567,8-K,2026-03-11,MISSING
CTAS,0000723254,0000723254-26-000002,10-Q,2026-01-07,MISSING
CTSH,0001058290,0001058290-26-000010,8-K,2026-02-26,MISSING
CTSH,0001058290,0001058290-26-000008,10-K,2026-02-12,MISSING
CTSH,0001058290,0001058290-26-000003,8-K,2026-02-04,MISSING
CTVA,0001755672,0001755672-26-000004,10-K,2026-02-12,MISSING
CTVA,0001755672,0001755672-26-000002,8-K,2026-02-03,MISSING
CTVA,0001755672,0001755672-25-000022,10-Q,2025-11-05,MISSING
CTVA,0001755672,0001755672-25-000020,8-K,2025-11-04,MISSING
CVNA,0001690820,0001690820-26-000008,8-K,2026-02-18,MISSING
CVS,0000064803,0000064803-26-000017,8-K,2026-03-19,MISSING
CVS,0000064803,0000064803-26-000010,10-K,2026-02-10,MISSING
CVS,0000064803,0001193125-24-260405,8-K,2024-11-18,MISSING
CVS,0000064803,0000064803-24-000029,10-Q,2024-08-07,MISSING
CVS,0000064803,0000064803-24-000028,8-K,2024-08-07,MISSING
CWH,0001669779,0001104659-26-019118,8-K,2026-02-24,MISSING
CWK,0001628369,0001628369-26-000008,10-K,2026-02-19,MISSING
CWK,0001628369,0001628369-26-000005,8-K,2026-02-19,MISSING
CXM,0001569345,0001569345-26-000015,10-K,2026-03-19,MISSING
CXM,0001569345,0001569345-26-000011,8-K,2026-03-11,MISSING
CXM,0001569345,0001569345-24-000022,8-K,2024-05-13,MISSING
CYRX,0001124524,0001104659-26-024180,10-K,2026-03-05,MISSING
CYRX,0001124524,0001104659-26-022940,8-K,2026-03-03,MISSING
CYRX,0001124524,0001104659-25-107640,10-Q,2025-11-06,MISSING
CYRX,0001124524,0001104659-25-106421,8-K,2025-11-04,MISSING
CYRX,0001124524,0001558370-24-011562,10-Q,2024-08-08,MISSING
CYRX,0001124524,0001104659-24-086344,8-K,2024-08-06,MISSING
CYRX,0001124524,0001104659-24-086305,8-K,2024-08-06,MISSING
CYTK,0001061983,0001193125-26-076495,10-K,2026-02-26,MISSING
CYTK,0001061983,0001193125-26-067012,8-K,2026-02-24,MISSING
CYTK,0001061983,0001193125-25-267059,10-Q,2025-11-05,MISSING
CYTK,0001061983,0001193125-25-266842,8-K,2025-11-05,MISSING
CYTK,0001061983,0000950170-24-093855,8-K,2024-08-08,MISSING
CYTK,0001061983,0000950170-24-058654,8-K,2024-05-13,MISSING
D,0000715957,0001193125-26-063120,10-K,2026-02-23,MISSING
D,0000715957,0001193125-26-062432,8-K,2026-02-23,MISSING
D,0000715957,0001193125-26-035749,8-K,2026-02-03,MISSING
D,0000715957,0001193125-26-030493,8-K,2026-01-30,MISSING
D,0000715957,0001193125-24-260494,8-K,2024-11-18,MISSING
DAL,0000027904,0001683168-26-001875,8-K,2026-03-17,MISSING
DAL,0000027904,0001683168-26-001510,8-K,2026-03-05,MISSING
DAL,0000027904,0001683168-26-001033,8-K,2026-02-13,MISSING
DAL,0000027904,0000027904-26-000013,10-K,2026-02-11,MISSING
DAL,0000027904,0001683168-26-000578,8-K,2026-01-27,MISSING
DAL,0000027904,0001683168-24-005369,8-K,2024-08-08,MISSING
DAN,0000026780,0001437749-26-006076,10-K,2026-02-27,MISSING
DAN,0000026780,0001193125-26-056030,8-K,2026-02-18,MISSING
DAN,0000026780,0000950142-26-000339,8-K,2026-02-12,MISSING
DAN,0000026780,0000950142-26-000333,8-K,2026-02-11,MISSING
DAN,0000026780,0001193125-26-041304,8-K,2026-02-06,MISSING
DAN,0000026780,0000950142-26-000088,8-K,2026-01-08,MISSING
DAN,0000026780,0000950142-26-000078,8-K/A,2026-01-07,MISSING
DAR,0000916540,0000916540-26-000008,10-K,2026-03-03,MISSING
DAR,0000916540,0000916540-26-000004,8-K,2026-02-11,MISSING
DAR,0000916540,0000916540-26-000002,8-K,2026-01-29,MISSING
DAR,0000916540,0000916540-25-000031,10-Q,2025-11-05,MISSING
DAR,0000916540,0000916540-24-000024,10-Q,2024-08-07,MISSING
DASH,0001792789,0001792789-26-000013,10-K,2026-02-18,MISSING
DASH,0001792789,0001792789-26-000012,8-K,2026-02-18,MISSING
DASH,0001792789,0001792789-25-000020,10-Q,2025-11-06,MISSING
DASH,0001792789,0001792789-25-000018,8-K,2025-11-05,MISSING
DBX,0001467623,0001467623-26-000008,10-K,2026-02-20,MISSING
DBX,0001467623,0001467623-26-000003,8-K,2026-02-19,MISSING
DBX,0001467623,0001467623-25-000129,10-Q,2025-11-07,MISSING
DBX,0001467623,0001467623-24-000039,8-K,2024-08-08,MISSING
DDOG,0001561550,0001628280-26-013236,8-K,2026-03-02,MISSING
DDOG,0001561550,0001628280-26-008819,10-K,2026-02-18,MISSING
DDOG,0001561550,0001561550-25-000313,10-Q,2025-11-07,MISSING
DDOG,0001561550,0001561550-25-000310,8-K,2025-11-06,MISSING
DDOG,0001561550,0001561550-24-000109,8-K,2024-08-08,MISSING
DE,0000315189,0001104659-26-028536,8-K,2026-03-16,MISSING
DE,0000315189,0001104659-26-021272,8-K,2026-02-27,MISSING
DE,0000315189,0001104659-26-020158,10-Q,2026-02-26,MISSING
DE,0000315189,0001104659-26-017239,8-K,2026-02-19,MISSING
DECK,0000910521,0000910521-26-000005,10-Q,2026-02-03,MISSING
DECK,0000910521,0000910521-26-000002,8-K,2026-01-29,MISSING
DELL,0001571996,0001571996-26-000008,10-K,2026-03-16,MISSING
DELL,0001571996,0001571996-26-000003,8-K,2026-02-26,MISSING
DGX,0001022079,0000947871-26-000244,8-K,2026-03-12,MISSING
DGX,0001022079,0001022079-26-000015,10-K,2026-02-26,MISSING
DGX,0001022079,0001022079-26-000005,8-K,2026-02-10,MISSING
DGX,0001022079,0000947871-26-000025,8-K,2026-01-12,MISSING
DH,0001861795,0001193125-26-076782,10-K,2026-02-26,MISSING
DH,0001861795,0001193125-26-076609,8-K,2026-02-26,MISSING
DH,0001861795,0001193125-25-269681,10-Q,2025-11-06,MISSING
DH,0001861795,0001193125-25-269559,8-K,2025-11-06,MISSING
DH,0001861795,0000950170-24-090808,10-Q,2024-08-05,MISSING
DH,0001861795,0000950170-24-090774,8-K,2024-08-05,MISSING
DHR,0000313616,0000313616-26-000062,10-K,2026-02-24,MISSING
DHR,0000313616,0001193125-26-053124,8-K,2026-02-17,MISSING
DHR,0000313616,0000313616-26-000058,8-K,2026-02-10,MISSING
DHR,0000313616,0000313616-26-000004,8-K,2026-01-28,MISSING
DHR,0000313616,0000313616-26-000002,8-K,2026-01-12,MISSING
DHR,0000313616,0000313616-25-000198,8-K,2025-11-06,MISSING
DIS,0001744489,0001628280-26-020172,8-K,2026-03-20,MISSING
DIS,0001744489,0001193125-26-088356,8-K,2026-03-03,MISSING
DIS,0001744489,0001744489-26-000025,8-K,2026-02-24,MISSING
DIS,0001744489,0001193125-26-048674,8-K,2026-02-12,MISSING
DIS,0001744489,0001744489-26-000022,8-K,2026-02-03,MISSING
DIS,0001744489,0001744489-26-000019,10-Q,2026-02-02,MISSING
DIS,0001744489,0001744489-26-000018,8-K,2026-02-02,MISSING
DIS,0001744489,0001744489-25-000147,8-K,2025-11-07,MISSING
DIS,0001744489,0001744489-24-000276,10-K,2024-11-14,MISSING
DIS,0001744489,0001744489-24-000275,8-K,2024-11-14,MISSING
DIS,0001744489,0001744489-24-000232,10-Q,2024-08-07,MISSING
DIS,0001744489,0001744489-24-000231,8-K,2024-08-07,MISSING
DK,0001694426,0001628280-26-012664,10-K,2026-02-27,MISSING
DK,0001694426,0001628280-26-012561,8-K,2026-02-27,MISSING
DK,0001694426,0001628280-26-009368,8-K,2026-02-19,MISSING
DK,0001694426,0001628280-26-001886,8-K,2026-01-13,MISSING
DK,0001694426,0001628280-25-050541,10-Q,2025-11-07,MISSING
DK,0001694426,0001628280-25-050409,8-K,2025-11-07,MISSING
DK,0001694426,0001694426-24-000109,10-Q,2024-08-07,MISSING
DK,0001694426,0001193125-24-194413,8-K,2024-08-06,MISSING
DK,0001694426,0001694426-24-000106,8-K,2024-08-06,MISSING
DKS,0001089063,0001089063-26-000005,8-K,2026-03-12,MISSING
DLR,0001297996,0001193125-26-053164,8-K,2026-02-17,MISSING
DLR,0001297996,0001104659-26-010887,8-K,2026-02-05,MISSING
DLR,0001297996,0001193125-24-255912,8-K,2024-11-12,MISSING
DLTR,0000935703,0000935703-26-000025,10-K,2026-03-16,MISSING
DLTR,0000935703,0000935703-26-000024,8-K,2026-03-16,MISSING
DLTR,0000935703,0000935703-26-000020,8-K,2026-02-23,MISSING
DLTR,0000935703,0000935703-26-000017,8-K/A,2026-01-30,MISSING
DLTR,0000935703,0000935703-24-000049,8-K,2024-11-15,MISSING
DLTR,0000935703,0000935703-24-000047,8-K,2024-11-13,MISSING
DNUT,0001857154,0001857154-26-000015,10-K,2026-03-06,MISSING
DNUT,0001857154,0001857154-26-000012,8-K,2026-02-26,MISSING
DNUT,0001857154,0001857154-26-000003,8-K,2026-02-04,MISSING
DNUT,0001857154,0001857154-25-000140,10-Q,2025-11-06,MISSING
DNUT,0001857154,0001857154-25-000138,8-K,2025-11-06,MISSING
DNUT,0001857154,0001857154-24-000115,8-K,2024-11-13,MISSING
DNUT,0001857154,0001857154-24-000090,10-Q,2024-08-08,MISSING
DNUT,0001857154,0001857154-24-000088,8-K,2024-08-08,MISSING
DOCN,0001582961,0001104659-26-034746,8-K,2026-03-26,MISSING
DOCN,0001582961,0001582961-26-000019,10-K,2026-02-24,MISSING
DOCN,0001582961,0001582961-26-000015,8-K,2026-02-24,MISSING
DOCN,0001582961,0001582961-25-000150,10-Q,2025-11-05,MISSING
DOCN,0001582961,0001582961-25-000147,8-K,2025-11-05,MISSING
DOCN,0001582961,0001582961-24-000122,10-Q,2024-08-08,MISSING
DOCN,0001582961,0001582961-24-000120,8-K,2024-08-08,MISSING
DOCS,0001516513,0001516513-26-000006,10-Q,2026-02-05,MISSING
DOCS,0001516513,0001516513-26-000004,8-K,2026-02-05,MISSING
DOCS,0001516513,0001516513-25-000111,10-Q,2025-11-06,MISSING
DOCS,0001516513,0001516513-25-000110,8-K,2025-11-06,MISSING
DOCS,0001516513,0001516513-24-000064,10-Q,2024-08-08,MISSING
DOCS,0001516513,0001516513-24-000062,8-K,2024-08-08,MISSING
DOCU,0001261333,0001261333-26-000021,10-K,2026-03-18,MISSING
DOCU,0001261333,0001261333-26-000017,8-K,2026-03-17,MISSING
DOCU,0001261333,0001261333-26-000006,8-K,2026-03-06,MISSING
DOMO,0001505952,0001628280-26-016450,8-K,2026-03-10,MISSING
DOMO,0001505952,0001628280-26-009841,8-K,2026-02-19,MISSING
DOMO,0001505952,0001628280-26-001885,8-K,2026-01-13,MISSING
DOV,0000029905,0000029905-26-000009,10-K,2026-02-13,MISSING
DOV,0000029905,0000029905-26-000004,8-K,2026-01-29,MISSING
DOW,0001751788,0001751788-26-000018,10-K,2026-02-03,MISSING
DOW,0001751788,0001751788-26-000011,8-K,2026-01-29,MISSING
DOW,0001751788,0001751788-26-000009,8-K,2026-01-29,MISSING
DRI,0000940944,0000940944-26-000005,8-K,2026-03-19,MISSING
DT,0001773383,0001773383-26-000008,10-Q,2026-02-09,MISSING
DT,0001773383,0001773383-26-000006,8-K,2026-02-09,MISSING
DT,0001773383,0001628280-25-049225,10-Q,2025-11-05,MISSING
DT,0001773383,0001628280-25-049224,8-K,2025-11-05,MISSING
DT,0001773383,0001773383-24-000157,10-Q,2024-08-07,MISSING
DT,0001773383,0001773383-24-000155,8-K,2024-08-07,MISSING
DT,0001773383,0001773383-24-000063,8-K,2024-05-15,MISSING
DTE,0000936340,0000936340-26-000071,8-K,2026-03-23,MISSING
DTE,0000936340,0000936340-26-000068,8-K,2026-03-17,MISSING
DTE,0000936340,0000936340-26-000060,8-K,2026-03-09,MISSING
DTE,0000936340,0000936340-26-000058,8-K,2026-02-27,MISSING
DTE,0000936340,0000936340-26-000056,8-K,2026-02-18,MISSING
DTE,0000936340,0000936340-26-000054,10-K,2026-02-17,MISSING
DTE,0000936340,0000936340-26-000051,8-K,2026-02-17,MISSING
DTE,0000936340,0000936340-26-000047,8-K,2026-02-09,MISSING
DTE,0000936340,0000936340-25-000231,8-K,2025-11-07,MISSING
DTE,0000936340,0000936340-23-000175,8-K,2023-08-09,MISSING
DTE,0000936340,0000936340-23-000173,8-K,2023-08-03,MISSING
DTE,0000936340,0000936340-23-000169,10-Q,2023-07-27,MISSING
DTE,0000936340,0000936340-23-000168,8-K,2023-07-27,MISSING
DTE,0000936340,0000936340-23-000165,8-K,2023-07-12,MISSING
DTE,0000936340,0000936340-23-000154,8-K,2023-06-28,MISSING
DTE,0000936340,0000936340-23-000150,8-K,2023-06-26,MISSING
DTE,0000936340,0000936340-23-000149,8-K,2023-06-26,MISSING
DTE,0000936340,0000936340-23-000132,8-K,2023-06-06,MISSING
DTE,0000936340,0000936340-23-000130,8-K,2023-05-19,MISSING
DTE,0000936340,0000936340-23-000128,8-K,2023-05-10,MISSING
DTE,0000936340,0000936340-23-000105,8-K,2023-05-04,MISSING
DTE,0000936340,0000936340-23-000101,10-Q,2023-04-27,MISSING
DTE,0000936340,0000936340-23-000100,8-K,2023-04-27,MISSING
DTE,0000936340,0000936340-23-000087,8-K,2023-04-03,MISSING
DTE,0000936340,0000936340-23-000082,8-K,2023-03-17,MISSING
DTE,0000936340,0000936340-23-000079,8-K,2023-03-03,MISSING
DTE,0000936340,0000936340-23-000076,8-K,2023-02-24,MISSING
DTE,0000936340,0000936340-23-000073,10-K,2023-02-23,MISSING
DTE,0000936340,0000936340-23-000072,8-K,2023-02-23,MISSING
DTE,0000936340,0000936340-23-000049,8-K,2023-02-02,MISSING
DUK,0001326160,0001104659-26-028490,8-K,2026-03-16,MISSING
DUK,0001326160,0001104659-26-027080,8-K,2026-03-12,MISSING
DUK,0001326160,0001104659-26-025530,8-K,2026-03-10,MISSING
DUK,0001326160,0001104659-26-024945,8-K,2026-03-09,MISSING
DUK,0001326160,0001104659-26-024729,8-K,2026-03-06,MISSING
DUK,0001326160,0001104659-26-022610,8-K,2026-03-03,MISSING
DUK,0001326160,0001326160-26-000014,10-K,2026-02-26,MISSING
DUK,0001326160,0001104659-26-017086,8-K,2026-02-18,MISSING
DUK,0001326160,0001326160-26-000007,8-K,2026-02-10,MISSING
DUK,0001326160,0001326160-25-000192,10-Q,2025-11-07,MISSING
DUK,0001326160,0001326160-25-000190,8-K,2025-11-07,MISSING
DUK,0001326160,0001326160-25-000072,10-K,2025-02-27,MISSING
DUK,0001326160,0001326160-24-000167,10-Q,2024-08-06,MISSING
DUK,0001326160,0001326160-24-000164,8-K,2024-08-06,MISSING
DUK,0001326160,0001140361-24-025705,8-K,2024-05-13,MISSING
DUOL,0001562088,0001628280-26-012513,8-K/A,2026-02-27,MISSING
DUOL,0001562088,0001628280-26-012494,10-K,2026-02-27,MISSING
DUOL,0001562088,0001628280-26-012246,8-K,2026-02-26,MISSING
DUOL,0001562088,0001628280-26-001730,8-K,2026-01-12,MISSING
DUOL,0001562088,0001628280-25-049743,10-Q,2025-11-06,MISSING
DUOL,0001562088,0001628280-25-049514,8-K,2025-11-05,MISSING
DUOL,0001562088,0001562088-24-000207,10-Q,2024-08-08,MISSING
DUOL,0001562088,0001562088-24-000203,8-K,2024-08-07,MISSING
DV,0001819928,0001104659-26-020508,8-K,2026-02-26,MISSING
DV,0001819928,0001104659-26-020499,10-K,2026-02-26,MISSING
DV,0001819928,0001104659-25-108136,10-Q,2025-11-07,MISSING
DV,0001819928,0001104659-25-108132,8-K,2025-11-07,MISSING
DVN,0001090012,0001193125-26-122224,8-K,2026-03-24,MISSING
DVN,0001090012,0001193125-26-056485,10-K,2026-02-18,MISSING
DVN,0001090012,0001193125-26-054657,8-K,2026-02-17,MISSING
DVN,0001090012,0001193125-26-032720,8-K,2026-02-02,MISSING
DVN,0001090012,0001193125-25-268574,10-Q,2025-11-06,MISSING
DVN,0001090012,0001193125-25-267018,8-K,2025-11-05,MISSING
DVN,0001090012,0000950170-24-092424,10-Q,2024-08-07,MISSING
DVN,0001090012,0001193125-24-194945,8-K,2024-08-06,MISSING
DXC,0001688568,0001688568-26-000005,10-Q,2026-01-30,MISSING
DXC,0001688568,0001688568-26-000004,8-K,2026-01-29,MISSING
DXC,0001688568,0001688568-24-000075,10-Q,2024-08-09,MISSING
DXC,0001688568,0001688568-24-000073,8-K,2024-08-08,MISSING
DXCM,0001093557,0001093557-26-000038,8-K,2026-03-02,MISSING
DXCM,0001093557,0001093557-26-000031,8-K,2026-02-26,MISSING
DXCM,0001093557,0001093557-26-000027,10-K,2026-02-12,MISSING
DXCM,0001093557,0001093557-26-000003,8-K,2026-01-12,MISSING
DY,0000067215,0000067215-26-000011,8-K,2026-03-24,MISSING
DY,0000067215,0001193125-26-099470,8-K/A,2026-03-10,MISSING
DY,0000067215,0000067215-26-000008,10-K,2026-03-09,MISSING
DY,0000067215,0000067215-26-000004,8-K,2026-03-04,MISSING
DY,0000067215,0001193125-26-024606,8-K,2026-01-27,MISSING
EAT,0000703351,0000703351-26-000008,8-K,2026-03-02,MISSING
EAT,0000703351,0000703351-26-000006,10-Q,2026-01-28,MISSING
EAT,0000703351,0000703351-26-000004,8-K,2026-01-28,MISSING
EBAY,0001065088,0001065088-26-000060,8-K,2026-03-24,MISSING
EBAY,0001065088,0001065088-26-000027,10-K,2026-02-19,MISSING
EBAY,0001065088,0001065088-26-000017,8-K,2026-02-18,MISSING
EBAY,0001065088,0001552781-25-000398,8-K,2025-11-06,MISSING
ECL,0000031462,0001104659-26-035705,8-K,2026-03-27,MISSING
ECL,0000031462,0001104659-26-032446,8-K,2026-03-20,MISSING
ECL,0000031462,0001104659-26-019742,8-K,2026-02-25,MISSING
ECL,0000031462,0001104659-26-018605,8-K,2026-02-23,MISSING
ECL,0000031462,0001104659-26-018357,10-K,2026-02-23,MISSING
ECL,0000031462,0001104659-26-012358,8-K,2026-02-10,MISSING
ED,0001047862,0001193125-26-102202,8-K,2026-03-11,MISSING
ED,0001047862,0001193125-26-071602,8-K,2026-02-25,MISSING
ED,0001047862,0001047862-26-000031,10-K,2026-02-19,MISSING
ED,0001047862,0001047862-26-000028,8-K,2026-02-19,MISSING
ED,0001047862,0001047862-25-000139,8-K,2025-11-06,MISSING
ED,0001047862,0001047862-25-000138,10-Q,2025-11-06,MISSING
ED,0001047862,0001193125-24-260675,8-K,2024-11-18,MISSING
EDIT,0001650664,0001650664-26-000027,8-K,2026-03-27,MISSING
EDIT,0001650664,0001650664-26-000017,10-K,2026-03-09,MISSING
EDIT,0001650664,0001650664-26-000013,8-K,2026-03-09,MISSING
EDIT,0001650664,0001650664-24-000097,10-Q,2024-08-07,MISSING
EDIT,0001650664,0001650664-24-000094,8-K,2024-08-07,MISSING
EEFT,0001029199,0001554855-26-000131,10-K,2026-02-26,MISSING
EEFT,0001029199,0001554855-26-000072,8-K,2026-02-12,MISSING
EEFT,0001029199,0001554855-25-001937,10-Q,2025-11-04,MISSING
EFX,0000033185,0000033185-26-000010,10-K,2026-02-19,MISSING
EFX,0000033185,0000033185-26-000004,8-K,2026-02-04,MISSING
EIX,0000827052,0000827052-26-000018,8-K,2026-02-26,MISSING
EIX,0000827052,0000827052-26-000015,8-K,2026-02-19,MISSING
EIX,0000827052,0000827052-26-000012,10-K,2026-02-18,MISSING
EIX,0000827052,0000827052-26-000010,8-K,2026-02-18,MISSING
EL,0001001250,0001001250-26-000010,8-K,2026-03-24,MISSING
EL,0001001250,0001001250-26-000006,10-Q,2026-02-05,MISSING
EL,0001001250,0001001250-26-000004,8-K,2026-02-05,MISSING
EL,0001001250,0001104659-25-107826,8-K,2025-11-06,MISSING
EL,0001001250,0001001250-24-000231,8-K,2024-11-13,MISSING
ELAN,0001739104,0001739104-26-000012,10-K,2026-02-24,MISSING
ELAN,0001739104,0001739104-26-000008,8-K,2026-02-24,MISSING
ELAN,0001739104,0001104659-26-002723,8-K,2026-01-12,MISSING
ELAN,0001739104,0001739104-25-000071,10-Q,2025-11-05,MISSING
ELAN,0001739104,0001739104-25-000068,8-K,2025-11-05,MISSING
ELAN,0001739104,0001104659-25-105246,8-K,2025-11-03,MISSING
ELAN,0001739104,0001104659-24-116942,8-K,2024-11-12,MISSING
ELAN,0001739104,0001739104-24-000027,10-Q,2024-08-08,MISSING
ELAN,0001739104,0001739104-24-000025,8-K,2024-08-08,MISSING
ELF,0001600033,0001600033-26-000009,8-K,2026-02-13,MISSING
ELF,0001600033,0001600033-26-000007,10-Q,2026-02-05,MISSING
ELF,0001600033,0001600033-26-000005,8-K,2026-02-04,MISSING
