path	bytes	sha256
bench_1306/.claude/plans/Drivers/experiments/inventory_review/prefix.md	45287	0e57eab2c86fd350fffd93c2f405af99ba47b54d9e9fd378045107c1d47cc9a1
bench_1306/.claude/plans/Drivers/experiments/kfields_final/decision_rules_1387.txt	3029	d5830182899461c7a34f3eed3f3cc374a40412618f9c80e2047f029c6a933fb2
bench_1306/.claude/plans/Drivers/experiments/kfields_final/final.manifest.json	75616	cc4d4d8e641340dbadd9977633d8f0abb5db66dc2528d22fc579915f395146fc
bench_1306/.claude/plans/Drivers/experiments/kfields_final/owner_rulings_1383.txt	3369	a925ba6ffce6ae14a47c942f5c660c626d13c1060910c2e79055680c7632dbca
bench_1306/.claude/plans/Drivers/experiments/kfields_final/prompt_prefix_final.txt	53552	8bd77f7698876dae52b633ccf0e4bc5d5a3b4845c8d84f6348d9e30cdd16f8b5
bench_1306/.claude/plans/Drivers/experiments/kfields_final/v4_findings_1390.txt	3279	0b669decd55e430fb86271378db177a0b1c2525eaa6ec6455dfbb22d7fdce6e0
bench_1306/.claude/plans/Drivers/experiments/kfields_final/v5_findings_1394.txt	808	11a086123f4081be6561839527625ed42773faa800226520f6b7e01d6d98a1d1
bench_1306/.claude/plans/Drivers/experiments/kfields_final/v6_findings_1396.txt	1557	b9842d7db6d3454587fc6bda25ec9bec41c3183832010b2a3f6d5189dda43ef3
bench_1306/.claude/plans/Drivers/experiments/kfields_hard_review/hard_review.manifest.json	31871	3666352de6f9217bfc440a1f40fb7dce1182c2c9edd71d675c2f65626e8102e0
bench_1306/.claude/plans/Drivers/experiments/kfields_hard_review/prompt_prefix_group.txt	25602	ed4778c0e595d36574a49b306153ec58c35f4ef23205882bd5f064602437a800
bench_1306/.claude/plans/Drivers/experiments/kfields_hard_review/prompt_prefix_item.txt	24674	8b6e0952ea4ae88e51acc118dc8416567dbc2d96caca8b64f0a5b00285273437
bench_1306/.claude/plans/Drivers/experiments/kfields_hr_correction/correction.manifest.json	4353	f8a43013a4ad38216cc3eeba90b324490ea616e8dfd1e40a69d5a3c64ab25254
bench_1306/.claude/plans/Drivers/experiments/kfields_hr_correction/prompt_prefix_group.txt	25829	0037a9c3abf9993b2b3dd270c07fb523119c6cfef63fa6c1b142b1622b4102d2
bench_1306/.claude/plans/Drivers/experiments/kfields_key_a4/phase1/phase1.manifest.json	125200	2592bd6d8396d0199da079957faacb40dc8cdbd2ddc4fa71d72a30018992d52b
bench_1306/.claude/plans/Drivers/experiments/kfields_key_a4/phase1/rules.txt	25973	dae73ae098abeb7de4e2844a19398898714d0d1a89166d798486aa170c3a8b9a
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/finalization.json	8262	92e4a63c7e907656f6dbf754d5edeba3174a453578806897b26a5cb46684efad
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-000_b1.attempt1.proved.json	468	abfec636fb33a176164d482bb4c49541ae7ac0d75907221ce6449a8621b2d230
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-000_b2.attempt1.proved.json	585	c58767fdd75bfd225e4e903f51e949f740162777608516ae7120f6b507edece6
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-001_b1.attempt1.proved.json	874	9427330f7a1abf5e3d4c7a8f20288c08eded9aab8186b466d5fc5142527538a7
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-001_b2.attempt1.proved.json	728	c70861a247768f566b4efd5dc5893803ccef2a27b195a130a7c3ae7870d0267a
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-002_b1.attempt1.proved.json	494	f34d7ce3477adfca1355088698968107d1286a6d173ccc710fe5891b2aca2ee5
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-002_b2.attempt1.proved.json	494	f0b604ddb32e300181cb9e19b6d73e77e6e3733184542d153beb025ca48a9a85
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-003_b1.attempt1.proved.json	598	cef6c5a07db3b7bc4c7ade1f571c074338938d4d77e2b64b0972a99221f7d75f
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-003_b2.attempt1.proved.json	568	f0c603113b7ea2f787bd998d22e9f50d8a7a529fcdb34f0c286565d5ba5be8d2
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-004_b1.attempt1.proved.json	1222	3dc2ddd3a179383e5b7f8b6643fc2d23071f56c886e9e215a6f50416dce8e674
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-004_b2.attempt1.proved.json	1224	4fba04cf98f4b2293acd526654255e97bc81cd7f698c82efac0c51b9de54334d
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-005_b1.attempt1.proved.json	1189	0604f9e55e923b6775e14682d6617e3d9e0e9dbf181b824d9afb63cf6430b285
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-005_b2.attempt1.proved.json	1887	bc7af7163c94300aa8cea1e1faef1cb2a9c496b10f39b9ba0727a0448d79030e
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-006_b1.attempt1.proved.json	834	3b2f8861d84c1290121b4e133ef36d1aca97cd84379d2f734df79f69bd09285f
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-006_b2.attempt1.proved.json	834	16c341a215cac69a203dbc2568e89df17dad1c33cb04aa82275c043a8c63722d
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-007_b1.attempt1.proved.json	708	cbf45bc7248aaf0846947a6ed0376fe643d42c34ed845d9439cc7eda9e29715f
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-007_b2.attempt1.proved.json	725	0d0d085d2108ee0562b52ceec43397dc56299ef82894a6aa19f543aa2179c76a
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-008_b1.attempt1.proved.json	1164	9c95e18a709b66d10b4b8b0d3ff2323642f373beeb0fccd318847d1b00e8bece
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-008_b2.attempt1.proved.json	1160	17233ee922b654fabc5d19eb554793bcf8d0ec08d0de14508e9e285df028a9f3
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-009_b1.attempt1.proved.json	723	1fa6dfa345159275406bec5d99616af7f2913daecbfd42d328234756c11948d5
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-009_b2.attempt1.proved.json	1293	a86ac3e25ce0fadd40f368829c396d7ab018a6d35a09ee82ab73604c50431f8c
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-010_b1.attempt1.proved.json	772	189cec1e1c104025a0bea35e2e84f91e4e9e5747dea5d6c9598018b663dbda2c
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-010_b2.attempt1.proved.json	770	4967c08fecb8016b70555e89b8e38128b66e59f7c29ee04e3c23ad02056ce673
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-011_b1.attempt1.proved.json	680	e0c8d3f6d30931b975b0b1beef5b67c761f7d5a08ac669ccc213e92c5f5c7077
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-011_b2.attempt1.proved.json	678	4f34591878b71ba33889ad33c6cbaf32d9878c6608b3cc2385669fc5a9494405
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-012_b1.attempt1.proved.json	810	5f7f0377143e9c1ba757275d569a63ee0c65517b25dd367679e23156bc7b4cba
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-012_b2.attempt1.proved.json	810	5f7f0377143e9c1ba757275d569a63ee0c65517b25dd367679e23156bc7b4cba
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-013_b1.attempt1.proved.json	1861	a42ca6f90548a0f730738dc802f8620e16442ea5a849c59c533ba56232562fa2
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-013_b2.attempt1.proved.json	1867	ea3951465e98ecb3070670b0ee07a0c4e76b33397936d1011de100accf6b5bd2
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-014_b1.attempt1.proved.json	599	615824b2ad0665259c9ee890b76f220d5123aa095c9e00b22e5b84ffb964a750
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-014_b2.attempt1.proved.json	599	4d3eee0603a6c2877040bdf4a3ab8a0af1105e7f72ff604421c788b5da8cf75d
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-015_b1.attempt1.proved.json	344	222c433899b5782ecf77135cee7d9db6732fd1fdc9c51fd0ab8605ae41ccf36a
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-015_b2.attempt1.proved.json	276	7c88809c3321ce04d4f2db0679bb0322fa4586b6e19fdd101a1974fc8e5e2d9b
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-016_b1.attempt1.proved.json	755	50615797c16cbec2f0d8ecd698a8bce8a65fe4ae8b2b5c712d6e5f958e0e242d
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-016_b2.attempt1.proved.json	961	d599a8b3f690eb9e7cd62665d2318cdbc35f00c16a6e156e2c8eeac792e5707d
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-017_b1.attempt1.proved.json	491	8a6ccfcc559e4653d49ed1905698a7fecaefd424b066f47d755b73346fed3b10
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-017_b2.attempt1.proved.json	578	5f5a661f42a782223ab1e96bfd5648de685b0ff9dd89582251cb31ec778ef220
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-018_b1.attempt1.proved.json	570	fa1ea0db799a2238e9a04c25a520a7afc49102b35408e6349225aa99d79f14a3
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-018_b2.attempt1.proved.json	884	d4ab1e4c729002adbb61a4e950210812547f7166c52d58876021423eacd81706
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-019_b1.attempt1.proved.json	637	3d55cf8b4cc667ca399e2bd78088bac6d6bb099e89d794ba08957660cc7d8610
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-019_b2.attempt1.proved.json	702	a10a68d58b98602085ae6e3133d7733fba050e92348abcf399d9cd3869826141
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-020_b1.attempt1.proved.json	729	9157a873a319a12fe76274f251601d2218d80bc6d4dc796e86d0b7e709db303b
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-020_b2.attempt1.proved.json	734	a49ed075de015716385a618e893802848edd7fb12a05539b7b4e3570addcff07
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-021_b1.attempt1.proved.json	908	896925e3478a9c9b4205a0ce9eb4c8b0878b2697e4c9eff94a7d880ac6d6b762
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-021_b2.attempt1.proved.json	908	26319da60bc25a830ad5e58d7574225b1c9d84f9facd4657774046c1cce1324a
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-022_b1.attempt1.proved.json	716	92839732e4efa98595b30a442f26d40be095f9d402a3c5397d25ee1962d639c3
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-022_b2.attempt1.proved.json	1092	99c9df28fd19198e659df062a387b4b80bba804e4af314e91e4544e21beede40
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-023_b1.attempt1.proved.json	433	88a699da703c40821c156774abfbd377658cc6878ac2a674412519e88d2e6432
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-023_b2.attempt1.proved.json	397	9d86300234030fb695079430b477d47e7487f81499ac24e56990cda4e7be169f
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-024_b1.attempt1.proved.json	605	08af0e8b8838ae360dd3b0baaff6d304921b5495fd3593fefb44133a57163c00
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-024_b2.attempt1.proved.json	656	6dfb7cb33a24bde6f056832621fd7c5193e9cf9b9a7de59cf395310604df9bfd
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-025_b1.attempt1.proved.json	765	3fd5fe1ba9b5bf8bcf38254327dceae0f85b29131092f937fc2a3264b8f665d0
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-025_b2.attempt1.proved.json	833	defa3f3b7fe2ac5e5eb354aebf8afaf2e67bf35ce64a03ed36f6dc0dd6e9e0bb
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-026_b1.attempt1.proved.json	585	a09307da69c156c258eee3b6e18ae14dd7015b57924b65a5fdb69620c3fdea2a
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-026_b2.attempt1.proved.json	570	8f44ddc253e0e5ddb7ff404d7c0c41819c3ce20f1d9ab22a8d1fda3804deccf5
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-027_b1.attempt1.proved.json	785	e69d9a2acf5a6d3422e2d2ba951d84ac04874e7fdfc57bf65158750c98dfc3b9
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-027_b2.attempt1.proved.json	551	656fc390708f8c848f5c5742aa4fe1e1ba4f9a56ba3a7782d4e873b1108487ff
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-028_b1.attempt1.proved.json	2645	6fd471f450e5b1e6dd9739559f2a504fcfcbc073fd614888c74ecdba8bbc6676
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-028_b2.attempt1.proved.json	2660	87989f8a5b082dea35f7a06c2abc5b7677d531d0d8c52d3589de938340cdca23
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-029_b1.attempt1.proved.json	1685	914e076109077bf602900a20c43ac7a7e71d887023e1cb79c467af65cfcb0e78
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-029_b2.attempt1.proved.json	1578	6f9fd50fa4a0bf28c6a118969ac9eff9eda0bc26a566b505379d60cbc51fa030
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-030_b1.attempt1.proved.json	1471	feb73dbc0f4255aa724b1ceeb3bbdad1f6c484a5ae474960df095ffff70e6147
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-030_b2.attempt1.proved.json	1836	8cfc523f804f6a67012332834b72960822f8c2f8b0162d6e79bc9e20d77b6109
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-031_b1.attempt1.proved.json	1695	6b7886e129562c81a5d530280921bf2d81ddb674abb16d10f6c132ffddd4039c
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-031_b2.attempt1.proved.json	2170	eb3835bf46baf06252018f95e40a0dc1d87733f3f2824cbd02a416f7a2ebfc73
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-032_b1.attempt1.proved.json	2189	fcda9ed7f7b9b4e316fadbf26b564af2c84ef29cd8fde9cd0a52ef8225a629a0
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-032_b2.attempt1.proved.json	2302	c799ed17b0e211a1c841dce935a6af5a11049de49336326b5570626133387f25
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-033_b1.attempt1.proved.json	1825	f54e464f12bfa5f9d59d6fc086e498cb7c18a2ff0523bbefdc6dd600051c7313
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-033_b2.attempt1.proved.json	1731	c90c640a9d297fb0494165ef8d8321da8fd0140652ec7c0443b9697aed8d30d8
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-034_b1.attempt1.proved.json	1595	9750110717478b956521e93c47c58fb5eb0b593cf2277c3e38978e3136648dd1
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/hr-034_b2.attempt1.proved.json	2105	9add95cecaa4bcb13d031d762c410e4fc83c03197d10d2749a33e5a35f04edae
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/wf_0121dbfd-b4b.000.raw.json	678	4f34591878b71ba33889ad33c6cbaf32d9878c6608b3cc2385669fc5a9494405
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/wf_01e7b70e-ab4.000.raw.json	570	fa1ea0db799a2238e9a04c25a520a7afc49102b35408e6349225aa99d79f14a3
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/wf_01ee8f8a-81a.000.raw.json	1685	914e076109077bf602900a20c43ac7a7e71d887023e1cb79c467af65cfcb0e78
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/wf_08ef16a2-a79.000.raw.json	2302	c799ed17b0e211a1c841dce935a6af5a11049de49336326b5570626133387f25
bench_1306/.claude/plans/Drivers/experiments/runs/kf-a4-hardreview-70-20260822T015053Z/raw/wf_0da979c5-78d.000.raw.json	734	a49ed075de015716385a618e893802848edd7fb12a05539b7b4e3570addcff07
