commit	rel	bytes	sha256
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/launch_kfields_drafts.workflow.js	3381006	ba2fbf376c6dfb18df9a11ac1166ecd92e5fb61d6e3757b9961c991b42bf815c
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/launch_kfields_drafts.workflow.template.js	2897	bda3ff32b8bc3961218ef3dc3695e1d908779907d94135e67543b05c67297c59
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/make_g_ledger.py	2469	1b18bc3b1bd03fb3a2156d540171c1069c28d8bb4e869febf0e7427aab8684b3
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/make_pin_inventory.py	15857	5734f6ecedcfa9aa1d06592ee2fd76a592ae1d9466f4415b6e58a14254c6bbe8
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/period_convention_probe.py	5578	c90b8d1a99901f89b4d7fe0a57600526908fd638436a14bac2fe0fe2d66560c8
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/period_start_check.py	4680	4f89255339de57da56d3299e35fd230c1b4c6094fc6ee39c65e67fe6e4cf7812
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/pit_menu_probe.py	3621	8130d5272fc93ceaacf89dfd08547a6599a7587ce2dc325e5d166dbfacef37cc
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/raw_transport.py	31147	8cca087c384aa4dd300ebc48f23da6ccb77baff9abf48f9eb22b29af606a1db1
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/00_frozen_baseline.txt	1935	82a5049cad3f72c226b8a2b3b2437716103c9e7469fb9f55a3261b9a1dd8ae20
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/01_ix_transform_census.json	3540	6d1624fc1bf9e4709f8339341282397326d7632015a73c0cf5fb8e716cd6b93c
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/01b_ix_input_manifest.txt	159210	6f26e617af1db73a0ba45dd7a352dbfd76466cfc83cdbb11fd153e39019f61fd
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/01c_ix_transform_occurrences.json	38509500	c9ef7de44849dd56e15e90c814076f0a00cf1103d466aa45660046a4bdb19c57
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/02_graph_census.json	1209181	d0f1a3435074f3c3caab31ba30f3c6719cc4b9297d703d813a8a941d08fc2204
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/03_commands_and_hashes.txt	15138	456621c123dd525a6a86c2fd4b22bc4797e6872e21ee73420e125f05e6f53ff6
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/04_focused_824_825_run.txt	709	ba687f86430c0318d962806e5d6219509df7fdcc01e3404cac082304533f774d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/05_date_law_pins.txt	2130	9100b0fbc692bec79965b78351b2f4e71b25b48aaf55fda66920481ca0724f08
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/06_packet_evidence_census.json	6599	38a26ea05273d47dac6b67077805a6d0bbc2ba6b19f915c09c783d38cd09b60a
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/06b_packet_input_manifest.txt	1372	72925fda2a02425f789de04c8faa35bbf97e871de82a4764a90705412e5f4367
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/07_live_door_lane.txt	2264	b892c0a84b7fe5d6e417301b99baa3a166ac74a09bc0a8f0cd96c6e938fc662d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/09_filing_date_inventory.json	1348	d1e2adfd53f2ea35bf62b29c0eb8a9280eb16711ac018aeac85150b2e7bcd72d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/10_step4_mutations.TOMBSTONE.md	2132	4c2c0d9a571e069d31241d9fb7e1e3a22dc47b316d6e2bef8ceabd123a639690
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/11_slice_axis_probe_classification.txt	1183	189057841233cb7fc7729fba4cc3325419b8cbaa500e78e33b98b9579443b2db
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/12_packet_census_mutations.json	3383	956a54d36d2b3a8f8a747dc11ee966b5995d857affdb4ef2fe2fd2cca185df5d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/13_divide_unit_numerators.json	26478	16c490b67aaf62510f47fe5fe4f76303feb57f183ec021af9cf770e5de2d6a5d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/13_f6_envelope_census.json	3365	9b0283adfb4014f8682a20af8dc010c99cd4af2275890cd494d360a17d011bb7
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/13_f6_envelope_census.py	5971	ad714a0c2a268aadb9e589651043e58850b38eb151a4ae73a9eef3ba73226199
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/14_structure_census.json	1073	b1753fe89211432b5c230557916f469bb3074c36ef7327e1bcc5043eadfa4b39
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/15_reviewer_case_map.json	10840	2c918f961de5ac40c3f4d3b1e76d316e2c0114710b5dd2c2aacfa844a5560b9e
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/16_two_view_census.json	196117	d8aba45e82136527af69a3adc77b1eea949a26e1932819448afb7e451a9a289b
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/17_two_view_mutations.json	14934	23712fd95a970c80f7780d260a82b273976e35d98258cd28f497ff143adf83fd
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/18_empty_attribute_repair_record.md	6736	09f741d378d01948daef89e3a475531fb5d2edaced1ebf86be4607551ddff9db
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/19_resource_ancestry_census.json	710	2e3a7cb8e8c1e23dd37089290ee2936cadf770a38d60cd8dbc10a71a2c7a59f3
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/20_dimension_namespace_decode.md	2557	d60472dc7cf433d1b2004afb2eef73c9d920bb4acb5312c10c2f5e741fadbb8c
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/20_step2_red_first.txt	3833	f8a935e036702d6ced830fdd44e9d6a80a37e85381a5b84fbca479e0ffdedc84
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/21_hardcoding_inventory.json	11190560	5f8049423578c2032a7c6e1f18cda939bd98ccd46da7102b479101e7982b14ff
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/21_step2_test_disposition.txt	5853	a32a9fca71e7617f9571e471835375169ccc4495365aa6e2581e59d6f6da1268
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/22_decision_rules.json	8080958	52beac7ccf793cfc39aaf3286cefceac6c7c20065f015ba48b6b36c4c9a69d47
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/22_step2_b08_crosswalk.txt	3714	3c684fca82d68aa673dccca8571f2a6081347c62c5f582736355c46b0371efdc
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/23_adjudication_batch1.md	10848	2f9e7c2f2faddb2c5001e26c73b22137697d8465c490791a2ec09c1b032af455
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/23_step2_b08_prompt_contract.txt	7262	4abdc21050f3887d022878c1b09235479a03036bdad71842466af84be6d21095
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/24_arelle_ixt_parity.json	33182	b33f26ce7af663447a0e2ceb940f5dda9fedb06633fc209b82f3932ac8e0b9e5
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/24_step2_b17_gate_green.txt	7145	a3984edc5ec73639587da40e1b4049525c9250d0663d1c6735eab07908f86e25
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/25_adjudication_batch2.md	6992	11728c1995a0ef161c01a70ea3f18152afb047a1d79aabcf654a5892622ed51a
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/25_step3_reference_census.json	4181	15577a51c95fa4a7765047ae7455c73bd28aab26c5560cd817504c9abe298848
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/26_step3_atomic_denominator.json	33501	e202818f38068dfed49ad88471ea3adf15ab22a1accede89061e5b8c99122ea9
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/26_withdrawn_certification_ledger.md	9392	00e3e7eaab02b2c6dfd5926a56ef4daa9f9673897f5b679a7427f4b1a3ede39b
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/27_caller_inventory.md	4084	4f96ad0dd2003ea10b9068596a05651ba8ae720996b7d92a9cd5071f168da63d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/27_step3_expanded_union.json	8235	5b6214a938ae326f7a5dac0a044f0a19a096c6167a878ef13ec6bd814fe6ef36
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/28_pc4_row_and_pc1_denominator.md	2913	e2153394f5fe360e36fd5b5dab0054b8bee6e95dc4308d0a29c7682a6df5501a
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/28_step3_55row_reconciliation.json	7891	ddb1fc88317d96be1e2610a1f00b7f15a8b73119ef99352f803305d4b2c85133
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/29_sweepg1_findings.md	5016	aa168f6f34e4a5246c782131dbdf6eade7b0b88ebfa14852aae0cd2f3bf7b2fb
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/30_po6_hash_correction.md	2257	73f7382c49b5b0d4ec8a2d457cf3d369b52b9ed8b231e552bda0e5a6424648db
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/31_graph_decimal_row.md	5567	1ce65969090423a755bd896bd47b304bd2a4fe3a5561341fc1f60d4d08cbf809
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/arelle_ixt_parity.py	32968	73ad4527fca88fb004adc6308eeaf94bfec947c311cf8d041874bea4b824026d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/case_map.py	14344	c4c625ab2bb3a33b6eac7769907b12a1ce297f7cfa98c67505b6462f6b016bef
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/divide_unit_numerators.py	33193	dc87eebc857e27e83cf8e4207470cc0e0f4331847431036c53f13d8ed22d6c7d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/graph_census.py	20425	616467f510d008601d6b6d4cf02880c9daa18ba07d36c95933f606c28752c71d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/hardcoding_inventory.py	42919	c71739a26efd84f532500d6dd419ff49ce3866bff94ee4588353baa3bd9fa36b
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/make_index.py	15044	32bbac39c5ccafdb49b6fe6731127d27f7d01dacde9a76295d50755c2b97c7d0
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/packet_census_mutations.py	11032	7966b721aca4d6fc6d70714e5fdcc9afc1ffb470f85deedff675a44bb16ce314
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/packet_evidence_census.py	17165	c356febce426967b72b5dbdda239427980b08fe549a931703a79c94f91dfac5f
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/resource_ancestry_census.py	3996	c5898f05a4b60679b3b8289a64691c21659d90d0373c8fced76379f291cce1ec
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/scan_filing_dates.py	15495	47012c40a14386371bce966d99ed5a2e5d2245c629b4ff80c1526bd7a8c66d73
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/scan_ix_transforms.py	27186	0744ad2e13d485d8b2abb6fd27694b2021f7d82b1d7b059d528d33e5ded87820
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/step4_mutations.py	164695	4c11446f5bfffdf282a622de52911da78be9c0ee0eea5d500aa19120ece65c75
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/structure_census.py	14544	acf5d5a6b37f7bc23e4c71fbd4eed60d1c8b1695077aa4e8a5ce5c3d3fa610e6
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/test_arelle_ixt_parity.py	31546	85fc7e81c0d77a30b1a05abab99906ed6bfff821e6ed2f9e770d4a04680138b4
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/test_divide_unit_numerators.py	19154	29d79bb4bc46ce9e9933ed3d9efa580a515032f099a85c1bc8deb2308dd30377
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/test_hardcoding_inventory.py	51415	8c755eec4ea0e79e119f75491cb62a01cb26fe1255850005ec1307fa847efe15
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/test_scan_ix_transforms.py	22488	c49e22d636f55eb61ff8baf96c899b921024e412e141ea1bca865f308ed4d95d
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/two_view_census.py	21365	efc81551d29df54ee99f987621f638a8ff812edc28752291a9d683b78e5acb44
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/receipts_827/two_view_mutations.py	16058	3bf471f824528b38f7b38e49ff5fee19030b5b4612e4ccb2e6121bcec3066f77
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/record_dualcik_ruling.py	6187	bb193f0b941b52fd910a9203dd41d3333f66fea14c41f641cdb986b24eab4a56
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/rev3_build.py	10327	6bdfb484f7a726f2a47e01ea3a0f819fa30d4e47004602578d0d95f39a40ce28
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/rev4_build_patch.py	7854	332667b0b1ba686e91eeef83216e802ef6ddb8ec4d9d3357e3dfd9cd1fd4d045
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/rev4_coverage_check.py	7851	fda0941ba7043dcbe90961b1839f9b50aaea295ad468736b464fbd56351fd050
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/rev4_extra.py	18032	05645b0088b197db3470e72da26b6e4b598ba068c4e321031378ef510295d7c8
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/rev4_pin_inventory.md	19187	7388fca392006c2b2ac8c6097c28969b75364bdfcc9de4b977ed11ed597b626f
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/run_launcher_fake.mjs	1667	965a0366d8d8201ed37cfcb66576da48c7ca6cfd80849213e847bc56e091d4ea
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/run_reader_launcher_fake.mjs	4126	10ccf5263f6bfe61639258530bc19f786b6701306142e039b8179a67c8ff6a2a
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/score_exp1.py	3099	b1bb2febeb5060e5ce7e42d4b0fe9777e40cf53c800a08a91a27d7bcf7c8f269
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/scorers/score_exp0.py	6696	57dcc9f3dfef4a661b9db1e32bb200bd298f787439646efb468dd1f21be4ae0f
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/scorers/score_exp5.py	68133	2901f1a615e988af30eba07d18e70bb5ad0473b52de6c537847f1bf3912b3a90
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/sha_lock.py	4115	c71647b68071c5080ed56ec4eda8ed58eee7d436ecbe891c0eef87eb9b643148
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/slice_menu_probe.py	5246	70f300e6b7fea73e1c9ed3c2537674e1c5929c44437de7bf05fcb4127937da82
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/slice_pairing_probe.py	4921	c9b5ec2eebe4286541d5a09f867382084d4793ce4b6f4e63973fd2c0afbf4adb
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/step1_inventory.json	184642	5a66931a3cdf61901d1f49358cbc711b3cfebae0fea2add144a08cd1a77b9425
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/step4_gate.py	16003	5382b0d7a504ab60f71862e7d2bef7816c9e0fb01c544105b0f7c4e0f0738662
929d6ed05acd6de66118407bd35aaef50a4988b6	.claude/plans/Drivers/experiments/harness/test_g_suite.py	127536	bcba83bb9b604d0919fc42d85e1c1c52fa19a11f6bd0cb90df8107c31793c33a
