,id,accessionNo,cik,ticker,companyName,companyNameLong,formType,description,filedAt,linkToTxt,linkToHtml,linkToXbrl,linkToFilingDetails,periodOfReport,effectivenessDate,entity_companyName,entity_cik,entity_irsNo,entity_stateOfIncorporation,entity_fiscalYearEnd,entity_type,entity_act,entity_fileNo,entity_filmNo,entity_sic,doc_sequence,doc_description,doc_documentUrl,doc_type,doc_size,data_sequence,data_description,data_documentUrl,data_type,data_size
10,a9ce56cb761f7abeb1e68dcd5d0e3c3d,0001771340-25-000002,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T20:19:30-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002.txt,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/xslF345X05/edgardoc.xml,2025-02-03,,"Tesla, Inc. (Issuer)",1318605,912197729,DE,1231,,,,,3711 Motor Vehicles &amp; Passenger Car Bodies,,,,,,,,,,
11,a9ce56cb761f7abeb1e68dcd5d0e3c3d,0001771340-25-000002,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T20:19:30-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002.txt,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/xslF345X05/edgardoc.xml,2025-02-03,,Taneja Vaibhav (Reporting),1771340,,,,4,34,001-34756,25595064,,,,,,,,,,,
12,a9ce56cb761f7abeb1e68dcd5d0e3c3d,0001771340-25-000002,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T20:19:30-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002.txt,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/xslF345X05/edgardoc.xml,2025-02-03,,,,,,,,,,,,1,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/xslF345X05/edgardoc.xml,4, ,,,,,
13,a9ce56cb761f7abeb1e68dcd5d0e3c3d,0001771340-25-000002,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T20:19:30-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002.txt,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/xslF345X05/edgardoc.xml,2025-02-03,,,,,,,,,,,,1,PRIMARY DOCUMENT,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/edgardoc.xml,4,27132,,,,,
14,a9ce56cb761f7abeb1e68dcd5d0e3c3d,0001771340-25-000002,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T20:19:30-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002.txt,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/xslF345X05/edgardoc.xml,2025-02-03,,,,,,,,,,,, ,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1318605/000177134025000002/0001771340-25-000002.txt, ,28609,,,,,
15,d483c3503b775a7989306cf2048bcd4b,0000950170-25-014794,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T19:00:07-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794.txt,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/xslF345X05/ownership.xml,2025-02-03,,DENHOLM ROBYN M (Reporting),1242782,,,,4,34,001-34756,25594939,,,,,,,,,,,
16,d483c3503b775a7989306cf2048bcd4b,0000950170-25-014794,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T19:00:07-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794.txt,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/xslF345X05/ownership.xml,2025-02-03,,"Tesla, Inc. (Issuer)",1318605,912197729,DE,1231,,,,,3711 Motor Vehicles &amp; Passenger Car Bodies,,,,,,,,,,
17,d483c3503b775a7989306cf2048bcd4b,0000950170-25-014794,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T19:00:07-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794.txt,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/xslF345X05/ownership.xml,2025-02-03,,,,,,,,,,,,1,4,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/xslF345X05/ownership.xml,4, ,,,,,
18,d483c3503b775a7989306cf2048bcd4b,0000950170-25-014794,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T19:00:07-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794.txt,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/xslF345X05/ownership.xml,2025-02-03,,,,,,,,,,,,1,4,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/ownership.xml,4,34289,,,,,
19,d483c3503b775a7989306cf2048bcd4b,0000950170-25-014794,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Issuer)",4,Form 4 - Statement of changes in beneficial ownership of securities,2025-02-05T19:00:07-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794.txt,https://www.sec.gov/Archives/edgar/data/1318605/000095017025014794/0000950170-25-014794-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/xslF345X05/ownership.xml,2025-02-03,,,,,,,,,,,, ,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1242782/000095017025014794/0000950170-25-014794.txt, ,35754,,,,,
20,138645e7cf4169d82c9076f63e0a464a,0001950047-25-000579,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T16:20:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579.txt,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/xsl144X01/primary_doc.xml,,,"Tesla, Inc. (Subject)",1318605,912197729,DE,1231,144,33,001-34756,25582792,3711 Motor Vehicles &amp; Passenger Car Bodies,,,,,,,,,,
21,138645e7cf4169d82c9076f63e0a464a,0001950047-25-000579,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T16:20:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579.txt,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/xsl144X01/primary_doc.xml,,,Taneja Vaibhav (Reporting),1771340,,,,144,,,,,,,,,,,,,,
22,138645e7cf4169d82c9076f63e0a464a,0001950047-25-000579,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T16:20:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579.txt,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/xsl144X01/primary_doc.xml,,,,,,,,,,,,,1,,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/xsl144X01/primary_doc.xml,144, ,,,,,
23,138645e7cf4169d82c9076f63e0a464a,0001950047-25-000579,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T16:20:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579.txt,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/xsl144X01/primary_doc.xml,,,,,,,,,,,,,1,,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/primary_doc.xml,144,6774,,,,,
24,138645e7cf4169d82c9076f63e0a464a,0001950047-25-000579,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T16:20:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579.txt,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/xsl144X01/primary_doc.xml,,,,,,,,,,,,, ,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1318605/000195004725000579/0001950047-25-000579.txt, ,8238,,,,,
25,3ff34d41c49aa34464e01ad899d2ff47,0002007317-25-000054,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T11:12:22-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054.txt,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/xsl144X01/primary_doc.xml,,,DENHOLM ROBYN M (Reporting),1242782,,,,144,,,,,,,,,,,,,,
26,3ff34d41c49aa34464e01ad899d2ff47,0002007317-25-000054,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T11:12:22-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054.txt,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/xsl144X01/primary_doc.xml,,,"Tesla, Inc. (Subject)",1318605,912197729,DE,1231,144,33,001-34756,25581088,3711 Motor Vehicles &amp; Passenger Car Bodies,,,,,,,,,,
27,3ff34d41c49aa34464e01ad899d2ff47,0002007317-25-000054,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T11:12:22-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054.txt,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/xsl144X01/primary_doc.xml,,,,,,,,,,,,,1,,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/xsl144X01/primary_doc.xml,144, ,,,,,
28,3ff34d41c49aa34464e01ad899d2ff47,0002007317-25-000054,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T11:12:22-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054.txt,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/xsl144X01/primary_doc.xml,,,,,,,,,,,,,1,,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/primary_doc.xml,144,4025,,,,,
29,3ff34d41c49aa34464e01ad899d2ff47,0002007317-25-000054,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Subject)",144,Form 144 - Report of proposed sale of securities,2025-02-03T11:12:22-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054.txt,https://www.sec.gov/Archives/edgar/data/1318605/000200731725000054/0002007317-25-000054-index.htm,,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/xsl144X01/primary_doc.xml,,,,,,,,,,,,, ,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1242782/000200731725000054/0002007317-25-000054.txt, ,5491,,,,,
30,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,"Tesla, Inc. (Filer)",1318605,912197729,DE,1231,10-K,34,001-34756,25570807,3711 Motor Vehicles &amp; Passenger Car Bodies,,,,,,,,,,
31,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,1,10-K,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,10-K,2596459,,,,,
32,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,2,EX-4.1,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/ex41.htm,EX-4.1,10875,,,,,
33,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,3,EX-4.72,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-2024x12x31xex472.htm,EX-4.72,17733,,,,,
34,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,4,EX-19,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-2024x12x31xex19.htm,EX-19,143115,,,,,
35,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,5,EX-21.1,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-2024x12x31xex211.htm,EX-21.1,222367,,,,,
36,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,6,EX-23.1,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-2024x12x31xex231.htm,EX-23.1,2127,,,,,
37,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,7,EX-31.1,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-2024x12x31xex311.htm,EX-31.1,10235,,,,,
38,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,8,EX-31.2,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-2024x12x31xex312.htm,EX-31.2,10251,,,,,
39,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,9,EX-32.1,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-2024x12x31xex321.htm,EX-32.1,6503,,,,,
40,a3ecb0db902a3104355ed18fc3fe0a59,0001628280-25-003063,1318605,TSLA,"Tesla, Inc.","Tesla, Inc. (Filer)",10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-01-29T20:42:33-05:00,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063.txt,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/0001628280-25-003063-index.htm,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/tsla-20241231.htm,2024-12-31,,,,,,,,,,,,15,,https://www.sec.gov/Archives/edgar/data/1318605/000162828025003063/ex41001.jpg,GRAPHIC,234290,,,,,
