id,accessionNo,cik,ticker,companyName,companyNameLong,formType,description,filedAt,linkToTxt,linkToHtml,linkToXbrl,linkToFilingDetails,periodOfReport,effectivenessDate,entity_companyName,entity_cik,entity_irsNo,entity_stateOfIncorporation,entity_fiscalYearEnd,entity_type,entity_act,entity_fileNo,entity_filmNo,entity_sic,doc_sequence,doc_description,doc_documentUrl,doc_type,doc_size,data_sequence,data_description,data_documentUrl,data_type,data_size,series_id,series_name,classContract,classContract_name,classContract_ticker
589c2cb7b4adc5b4808983d836e996f8,0001661140-25-000001,1661140,,"Oribel Capital Management, LP","Oribel Capital Management, LP (Filer)",13F-HR,"Form 13F-HR - Quarterly report filed by institutional managers, Holdings",2025-02-13T08:07:26-05:00,https://www.sec.gov/Archives/edgar/data/1661140/000166114025000001/0001661140-25-000001.txt,https://www.sec.gov/Archives/edgar/data/1661140/000166114025000001/0001661140-25-000001-index.htm,,https://www.sec.gov/Archives/edgar/data/1661140/000166114025000001/xslForm13F_X02/primary_doc.xml,2024-12-31,2025-02-13,,,,,,,,,,, ,Complete submission text file,https://www.sec.gov/Archives/edgar/data/1661140/000166114025000001/0001661140-25-000001.txt, ,51109,,,,,,,,,,
b414fdac75952c8e376bf71bd75904e7,0002048908-25-000001,2048908,,"Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP","Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP (Filer)",D,Form D - Notice of Exempt Offering of Securities - Item 06b Item 3C Item 3C.1,2025-02-13T08:07:58-05:00,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001.txt,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001-index.htm,,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/xslFormDX01/primary_doc.xml,,2025-02-13,"Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP (Filer)",2048908,000000000,DE,1231,D,33,021-538153,25617288,,,,,,,,,,,,,,,,
b414fdac75952c8e376bf71bd75904e7,0002048908-25-000001,2048908,,"Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP","Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP (Filer)",D,Form D - Notice of Exempt Offering of Securities - Item 06b Item 3C Item 3C.1,2025-02-13T08:07:58-05:00,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001.txt,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001-index.htm,,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/xslFormDX01/primary_doc.xml,,2025-02-13,,,,,,,,,,,1,,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/xslFormDX01/primary_doc.xml,D, ,,,,,,,,,,
b414fdac75952c8e376bf71bd75904e7,0002048908-25-000001,2048908,,"Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP","Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP (Filer)",D,Form D - Notice of Exempt Offering of Securities - Item 06b Item 3C Item 3C.1,2025-02-13T08:07:58-05:00,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001.txt,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001-index.htm,,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/xslFormDX01/primary_doc.xml,,2025-02-13,,,,,,,,,,,1,,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/primary_doc.xml,D,6225,,,,,,,,,,
b414fdac75952c8e376bf71bd75904e7,0002048908-25-000001,2048908,,"Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP","Venture-JA-1206 Fund I, a series of AngelList Funds 2024, LP (Filer)",D,Form D - Notice of Exempt Offering of Securities - Item 06b Item 3C Item 3C.1,2025-02-13T08:07:58-05:00,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001.txt,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001-index.htm,,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/xslFormDX01/primary_doc.xml,,2025-02-13,,,,,,,,,,, ,Complete submission text file,https://www.sec.gov/Archives/edgar/data/2048908/000204890825000001/0002048908-25-000001.txt, ,7412,,,,,,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,"TRINET GROUP, INC. (Filer)",937098,953359658,DE,1231,,,,,"7389 Services-Business Services, NEC",,,,,,,,,,,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,,1,8-K,https://www.sec.gov/ix?doc=/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,8-K,31334,,,,,,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,,2,EX-99.1,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-123124xexhibit991.htm,EX-99.1,395594,,,,,,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,,6,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213_g1.jpg,GRAPHIC,10530,,,,,,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,, ,Complete submission text file,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt, ,604268,,,,,,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,,,,,,,3,XBRL TAXONOMY EXTENSION SCHEMA DOCUMENT,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.xsd,EX-101.SCH,2167,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,,,,,,,4,XBRL TAXONOMY EXTENSION LABEL LINKBASE DOCUMENT,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213_lab.xml,EX-101.LAB,22736,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,,,,,,,5,XBRL TAXONOMY EXTENSION PRESENTATION LINKBASE DOCUMENT,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213_pre.xml,EX-101.PRE,13494,,,,,
73e5b371f22ab77d2c0225858c5f6f11,0000937098-25-000014,937098,TNET,"TRINET GROUP, INC.","TRINET GROUP, INC. (Filer)",8-K,Form 8-K - Current report - Item 2.02 Item 9.01,2025-02-13T08:07:47-05:00,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014.txt,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/0000937098-25-000014-index.htm,,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213.htm,2025-02-13,,,,,,,,,,,,,,,,,18,EXTRACTED XBRL INSTANCE DOCUMENT,https://www.sec.gov/Archives/edgar/data/937098/000093709825000014/tnet-20250213_htm.xml,XML,2845,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,STATE STREET CORP (Filer),93751,042456637,MA,1231,10-K,34,001-07511,25617263,6022 State Commercial Banks,,,,,,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,1,10-K,https://www.sec.gov/ix?doc=/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,10-K,7985617,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,2,EX-3.1,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit31-sscarticlesaso.htm,EX-3.1,92307,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,3,EX-4.1,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit41-sttxdescriptio.htm,EX-4.1,63029,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,4,EX-10.3C,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit103c-2025prsuawar.htm,EX-10.3C,338573,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,5,EX-10.3D,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit103d-emeaprsurisk.htm,EX-10.3D,13427,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,6,EX-10.13,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit1013-formofemploy.htm,EX-10.13,80120,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,7,EX-10.15,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit1015-employmentag.htm,EX-10.15,12339,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,8,EX-10.16,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit1016-rbalettermod.htm,EX-10.16,9404,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,9,EX-19,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit19-securitiestrad.htm,EX-19,20930,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,10,EX-21,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit21-december312024.htm,EX-21,13536,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,11,EX-23,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit23consentletterofey.htm,EX-23,14257,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,12,EX-31.1,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit311-december312024.htm,EX-31.1,10759,,,,,,,,,,
cbe0642e61be7c92b1172bc9f9ec809b,0000093751-25-000111,93751,STT,STATE STREET CORP,STATE STREET CORP (Filer),10-K,"Form 10-K - Annual report [Section 13 and 15(d), not S-K Item 405]",2025-02-13T08:01:05-05:00,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111.txt,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/0000093751-25-000111-index.htm,,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/stt-20241231.htm,2024-12-31,,,,,,,,,,,,13,EX-31.2,https://www.sec.gov/Archives/edgar/data/93751/000009375125000111/exhibit312-december312024.htm,EX-31.2,10974,,,,,,,,,,
