class	path	phase	candidate_path	kind
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0550b144-b06/agent-a81c1585f2c45753d.jsonl	record	inputs/a4_official/wf_0550b144-b06/agent-a81c1585f2c45753d.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_05e1ec27-4e0/agent-a131a1d7f0673de9d.jsonl	record	inputs/a4_official/wf_05e1ec27-4e0/agent-a131a1d7f0673de9d.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-a3ff080b72e417425.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-a3ff080b72e417425.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-a55ecb73555cb408b.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-a55ecb73555cb408b.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-a75fbdd32e9507c87.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-a75fbdd32e9507c87.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-a7a668073dce32115.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-a7a668073dce32115.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-a82402449fb44555c.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-a82402449fb44555c.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-a870719d81a029e01.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-a870719d81a029e01.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-a8c5cab3062db7eb5.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-a8c5cab3062db7eb5.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-ac16537e581d08656.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-ac16537e581d08656.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-acabcb456d4ea5ed5.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-acabcb456d4ea5ed5.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-acc4fd52204bc309c.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-acc4fd52204bc309c.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-ae1fc233ff229ae0d.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-ae1fc233ff229ae0d.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06115ccb-994/agent-afcfeae7a16f9195b.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_06115ccb-994/agent-afcfeae7a16f9195b.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_06d2e5ab-03b/agent-a34f85b745a5eeb70.jsonl	record	inputs/a4_official/wf_06d2e5ab-03b/agent-a34f85b745a5eeb70.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_08ef16a2-a79/agent-a9ff035bc2dd4fe1a.jsonl	record	inputs/a4_official/wf_08ef16a2-a79/agent-a9ff035bc2dd4fe1a.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_08f7ad05-715/agent-ac5fa740c63be2ef3.jsonl	record	inputs/a4_official/wf_08f7ad05-715/agent-ac5fa740c63be2ef3.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0b97b488-6ec/agent-ad64c546c958c81b2.jsonl	record	inputs/a4_official/wf_0b97b488-6ec/agent-ad64c546c958c81b2.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0c27af08-840/agent-a98ab7d4fd8182cbc.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0c27af08-840/agent-a98ab7d4fd8182cbc.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0c27af08-840/agent-abc23a26c7de2f709.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0c27af08-840/agent-abc23a26c7de2f709.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0c415b70-724/agent-ae2fe6902fc48f03d.jsonl	record	inputs/a4_official/wf_0c415b70-724/agent-ae2fe6902fc48f03d.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d26cc80-2c4/agent-a0f7ae7b2bd50c509.jsonl	record	inputs/a4_official/wf_0d26cc80-2c4/agent-a0f7ae7b2bd50c509.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-a22bcc24809725fd4.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-a22bcc24809725fd4.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-a91ba5e33a2d2fb1a.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-a91ba5e33a2d2fb1a.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-aa03869e665f70c74.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-aa03869e665f70c74.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-abe79ae6e9aa40800.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-abe79ae6e9aa40800.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-ac0d1115729d377c3.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-ac0d1115729d377c3.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-ac2e163d156ec2581.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-ac2e163d156ec2581.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-ae12c91c1915bb49f.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-ae12c91c1915bb49f.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d4d206b-408/agent-afe515da9b497b9cb.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_0d4d206b-408/agent-afe515da9b497b9cb.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0d62e090-f41/agent-a081c28396e535b54.jsonl	record	inputs/a4_official/wf_0d62e090-f41/agent-a081c28396e535b54.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_0da979c5-78d/agent-a689aaf5e118b66df.jsonl	record	inputs/a4_official/wf_0da979c5-78d/agent-a689aaf5e118b66df.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_100703d1-0ca/agent-ae87d3509b5f33193.jsonl	record	inputs/a4_official/wf_100703d1-0ca/agent-ae87d3509b5f33193.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_1018b2ea-c29/agent-a6db06a73a8617947.jsonl	record	inputs/a4_official/wf_1018b2ea-c29/agent-a6db06a73a8617947.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a0b475310f785a7b5.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a0b475310f785a7b5.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a1a34392246725ae4.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a1a34392246725ae4.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a2ab2befd53344234.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a2ab2befd53344234.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a3640d249266161bb.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a3640d249266161bb.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a405a31b0751f7091.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a405a31b0751f7091.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a4c1aa87c9f13e496.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a4c1aa87c9f13e496.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a727ccbeed4cb692c.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a727ccbeed4cb692c.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a75f1d62c39aa5300.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a75f1d62c39aa5300.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a8da93009c7fac1a4.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a8da93009c7fac1a4.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a8eb34770e4fc5b08.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a8eb34770e4fc5b08.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a90d97348c23dd23b.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a90d97348c23dd23b.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-a983b6891d58012b0.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-a983b6891d58012b0.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-aa100948da1876c53.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-aa100948da1876c53.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-aa4aa804b33f09827.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-aa4aa804b33f09827.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-aaa6b7c39aef2aae7.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-aaa6b7c39aef2aae7.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-aafd29a94d4b81c16.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-aafd29a94d4b81c16.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-ab1e918e586da6cae.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-ab1e918e586da6cae.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-ab422c930296a63d2.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-ab422c930296a63d2.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-ab71ffd738b3dfd87.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-ab71ffd738b3dfd87.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-ac1c64cd7f49f2729.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-ac1c64cd7f49f2729.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-ac5cd5a7d3ead032c.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-ac5cd5a7d3ead032c.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_11aa7ee3-c0b/agent-afd9544003132fb0e.jsonl	a3-record	foundation/a3/evidence/subagent_records/wf_11aa7ee3-c0b/agent-afd9544003132fb0e.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_121913b1-efc/agent-a8539b8bc4b914187.jsonl	record	inputs/a4_official/wf_121913b1-efc/agent-a8539b8bc4b914187.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_133be20b-db2/agent-a0dcfbdbb52732bd6.jsonl	record	inputs/a4_official/wf_133be20b-db2/agent-a0dcfbdbb52732bd6.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_13e9ea6c-a96/agent-a8b8a05fb38b109b9.jsonl	record	inputs/a4_official/wf_13e9ea6c-a96/agent-a8b8a05fb38b109b9.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_147d2002-77b/agent-a1ed81281cb2ce0f6.jsonl	record	inputs/a4_official/wf_147d2002-77b/agent-a1ed81281cb2ce0f6.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_15e8b77d-d67/agent-a1aa5fff701387366.jsonl	record	inputs/a4_official/wf_15e8b77d-d67/agent-a1aa5fff701387366.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_16f69599-cec/agent-ae861c89e6be16742.jsonl	record	inputs/a4_official/wf_16f69599-cec/agent-ae861c89e6be16742.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_17c9a76a-bc3/agent-a61f8cdb96b9bda94.jsonl	record	inputs/a4_official/wf_17c9a76a-bc3/agent-a61f8cdb96b9bda94.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_18dc74b7-77f/agent-ab2e85f23c2eaddde.jsonl	record	inputs/a4_official/wf_18dc74b7-77f/agent-ab2e85f23c2eaddde.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_18ea5fbf-a81/agent-ac082be013ae737fc.jsonl	record	inputs/a4_official/wf_18ea5fbf-a81/agent-ac082be013ae737fc.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_1a1192a4-2a1/agent-a547d3892aa08e951.jsonl	record	inputs/a4_official/wf_1a1192a4-2a1/agent-a547d3892aa08e951.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_1a56935c-7dc/agent-a55c9dd168c7b5009.jsonl	record	inputs/a4_official/wf_1a56935c-7dc/agent-a55c9dd168c7b5009.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_1bc76ef9-3c2/agent-af1dd2763db0e9cd7.jsonl	record	inputs/a4_official/wf_1bc76ef9-3c2/agent-af1dd2763db0e9cd7.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_1c6250b2-ea7/agent-a18e2ef94fe59f010.jsonl	record	inputs/a4_official/wf_1c6250b2-ea7/agent-a18e2ef94fe59f010.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_1f41b3bb-f06/agent-a976decdae459b59d.jsonl	record	inputs/a4_official/wf_1f41b3bb-f06/agent-a976decdae459b59d.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_20a6aa7c-cf2/agent-a2d4f9e29ee4e4944.jsonl	record	inputs/a4_official/wf_20a6aa7c-cf2/agent-a2d4f9e29ee4e4944.jsonl	read
projected	/home/faisal/.claude/projects/-home-faisal-EventMarketDB/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/subagents/workflows/wf_20ad5e54-ff4/agent-a85690641bb3ee461.jsonl	record	inputs/a4_official/wf_20ad5e54-ff4/agent-a85690641bb3ee461.jsonl	read
