bench_rel	sha256	durable_source
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000898173-26-000006.json	2bfa6415283eb67a43d72661bcffe50414e82ac1d284ff544073f87ec6e53bd7	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000898173-26-000006.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000940944-25-000038.json	3adc88b55af128ffec2e68ae08752923a1b9fe95f4b1b7179f26e8b742d9e4ad	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000940944-25-000038.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000940944-26-000005.json	c023ae44c895a602d8bc7e1218b7eb2e54d253154a4793116d38cd343786d3e7	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000940944-26-000005.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000940944-26-000009.json	2ec8c45061ef2ce17e0d903d3ec9a8043e602cf10be2133f65fd387ebf0e8cc6	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0000940944-26-000009.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001041061-25-000109.json	fd73532e42f82a2787f86ec11f9777d2ac57c835fa04cc85571b0bc89db91f8b	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001041061-25-000109.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001041061-26-000003.json	e798a6fe730da70551a96f364066f589628e8b2534aa2222de6de2ae676c3000	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001041061-26-000003.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001041061-26-000084.json	10bd696ff8a19c7b3fa83d0e474dccb44bd6326b4c3a2ce1b1383c3678f42f40	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001041061-26-000084.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001058090-26-000007.json	e30f1e059c2e96bea1a5a517dac9aead35d1d335e1c184caab24ed4f3ee249db	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001058090-26-000007.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-25-102611.json	2e5e141b4c0a53a939cdb057676f70990071ee299784bba9e548b7de39fd6aab	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-25-102611.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-25-105631.json	cc12af33fd346dcbfd56f3167bf79ca642057ac2d8c340181bce591666675482	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-25-105631.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-25-118458.json	04b098a12812a829ffbcd5c5a278b5c9c222ee9cf81b1a4ffa9cb553624c110b	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-25-118458.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-26-017090.json	40d2babcdafd8b3b58b767656bad9a706d34250f07138ca5203e6355fac45e79	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-26-017090.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-26-027061.json	9621a03f10e98e72c47d9b24553df47cacf13d943e771afbf386c231dc9fd628	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-26-027061.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-26-032757.json	8c62714b71800cabf77158d30b30f174f142e9b508b08052388a648f47d33f87	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001104659-26-032757.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001171843-26-001288.json	6954ee19dff1bb0bbc26425539c32bccd0a8bfc61bdce530607e4c62fe69aca8	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/0001171843-26-001288.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/AAL_2026-04-23T08.30.json	3e071a611d043c8b9588736d3bb9d16884d2b51e6db17bc54f0c1854757bb7d8	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/AAL_2026-04-23T08.30.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/BBY_2026-03-03T08.00.json	02470e26765aa9a3a68358d87af6fa4bf2f8bcc6cd9d0795029be1d202ee439d	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/BBY_2026-03-03T08.00.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/CMG_2026-02-03T16.30.json	6079fe9cfc7cabea4ef5fc36d471f55022d7b25f21a7f6878cf58f4b5e33b705	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/CMG_2026-02-03T16.30.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/DAL_2026-04-08T10.00.json	6d71edec78ef0271817646b47b93193ef2c86fc41908c4b155362ae472864fb5	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/DAL_2026-04-08T10.00.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/DRI_2026-03-19T08.30.json	d564b2f08e71196a7d90041d9cb351b3c0bfa82cac91d99fd413a0c98b874d17	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/DRI_2026-03-19T08.30.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/MCD_2026-02-11T16.30.json	db101e6221d3b43d9e1cb33a27bc5924d039632666fcacded309823b92e10fcf	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/MCD_2026-02-11T16.30.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/ULTA_2026-03-12T16.30.json	f3f13f61b444dde44de238b36110d2681941df80207eccce65116faf3e92825a	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/ULTA_2026-03-12T16.30.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/YUM_2026-02-04T08.15.json	60e70e7e667c480511d8c5f3eed748af27fcd628486b3f38fc30e058dda5e7e7	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/YUM_2026-02-04T08.15.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_42014391.json	f51c6b723d933a960deb1f2f52fe7ba6cda82c967bb06d5a392a4dc69fdd92d3	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_42014391.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_49256211.json	55540c168d53e871c6895fd4ead4de8bb213889dd9764319ed747542cfd8eafc	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_49256211.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_50877032.json	c4d99d2547d10814459fd7612773622554fea9f61868f47d55323433b5712ca9	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_50877032.json
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_51962983.json	3d3f7642fd7d8d84f9246ff0c36f9d3e529b713554fbf5f39101b356097aafca	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs/bzNews_51962983.json
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000006201-26-000031.workflow.js	4e8281b8524edf814647ca3dfbcf30d69e8a6ee31b461f91781e743fee724789	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000006201-26-000031.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000006201-26-000032.workflow.js	79fea185babc31da554f8f216a7cd5a16463bc41af408c708f27c604580876ca	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000006201-26-000032.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000013.workflow.js	a816b0b6a1fee4ab774b83d5577ffccbbc4f1d2d31088e5fe918ed721b5b0ca9	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000013.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000020.workflow.js	b5faeb0f994444bbd313549a9c3c9bad484a94eff47bf9d064bce1b5aa380b4e	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000020.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000022.workflow.js	d2f9b72154027193fc4577acd4002a6f35d7a2865cc37456ba492adca2d199d6	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000027904-26-000022.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000063908-26-000032.workflow.js	ae70dcb64ce564be778a45ae5f7f14af32941b59796f122ecedef0d0119eaf8e	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000063908-26-000032.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000092380-26-000044.workflow.js	842275d24d069445b5588da77fe0522a7ad7ffaa708a0435510f1a6cad77218a	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000092380-26-000044.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000764478-25-000057.workflow.js	06f3dd99dcf04f73b459a496e2d1bcd868f2317a56ad70fd5411d7f31c2fc57a	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000764478-25-000057.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000764478-26-000005.workflow.js	7c27bcd628c8c3ced0a37204b247c6cce891752933103baef67b6414858b987d	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000764478-26-000005.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000898173-26-000006.workflow.js	a4740c3a01ee6e0a376784be4d5900b0b2e80149d876dbca8a6045b0252ae4a6	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000898173-26-000006.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-25-000038.workflow.js	401cdd8eed85511de46881bb014fc95d96a7ed3e28753bef1d1781325a12dd3c	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-25-000038.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-26-000005.workflow.js	7358b263915681f4b27b9504c33a65d94019779ecfa79b9c7f3d1c81b5f46f79	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-26-000005.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-26-000009.workflow.js	85979b008f74b18994eb3371db7cc990a2a3ca9d3e75f9bd9fbec46e7d5dfea0	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0000940944-26-000009.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-25-000109.workflow.js	40c8e1b346d21d7be5b93b786fc7fdd1543f063280626b47fbed02b808bed43b	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-25-000109.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-26-000003.workflow.js	b07d1d694ac215f09f285fc5139847e9314555f225a0365c36f8e64f36bc3259	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-26-000003.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-26-000084.workflow.js	446d87a122d6c9538b6185fed1e413ca029d4243438709d25c6ce057bc917552	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001041061-26-000084.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001058090-26-000007.workflow.js	4112d241e34a1b936400c59f63fbac0db50b63a080ffe6ca9e8d2fc272b9066b	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001058090-26-000007.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-102611.workflow.js	dbc06411b31cc73a8f2da5de671b05c2d75d3f62dbd2dffd8465d7d3614b0add	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-102611.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-105631.workflow.js	425a2907873620c97b06b27dd8c5ec77f3ee78c84bc1ccaa9661e15d20649494	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-105631.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-118458.workflow.js	6ae1cd829f998988e08611ffeec0f7369de04d6097fb9e14053191fdfae0d8d2	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-25-118458.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-017090.workflow.js	95b128932d24938eecdefcd7ae87dcd02c4f4a1de380689457226f766491f8e7	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-017090.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-027061.workflow.js	2e83f3ea9d201f9497ce3cb507b3567cb54f252f98195b934a4aef822ab84435	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-027061.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-032757.workflow.js	4c2eedc9bb4996a4aafe706d7c24b2e8a704021770484ce1a235e6c9f23f83bb	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001104659-26-032757.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001171843-26-001288.workflow.js	d8a778450452920434e37925f7e026883e9e971d9021bb7a077aa03b4f2543d3	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_0001171843-26-001288.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_AAL_2026-04-23T08.30.workflow.js	1b8fa7885c5a8d4eaab81face56456fe566517e724ba3d5a2d66018bb6e4a133	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_AAL_2026-04-23T08.30.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_BBY_2026-03-03T08.00.workflow.js	ecf9cd0dd6803462c66f8b9baafef4500d3d4db3a4c4b7502218000f487464a5	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_BBY_2026-03-03T08.00.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_CMG_2026-02-03T16.30.workflow.js	0acb33fcc247579a372961fe571ca740712b6b66e6371454068c211d1df08c8d	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_CMG_2026-02-03T16.30.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_DAL_2026-04-08T10.00.workflow.js	64a86535ee5dd9d96957db917faba625f95bbfc48a4320295b9a9c628a468bbb	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_DAL_2026-04-08T10.00.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_DRI_2026-03-19T08.30.workflow.js	657503fff444b87d155b5b9b2739ec86aea6bb1a9f0d74304ca54c5d3f4ddfe1	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_DRI_2026-03-19T08.30.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_MCD_2026-02-11T16.30.workflow.js	df93ef86642758c9b6d32a2e0c5a2efeaccab1222bd2383bd9d45ef051ec6bde	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_MCD_2026-02-11T16.30.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_ULTA_2026-03-12T16.30.workflow.js	29f73875ce15b1f6592def20e4abb368e0d7056dec0655aeccfb835f6de0eb91	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_ULTA_2026-03-12T16.30.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_YUM_2026-02-04T08.15.workflow.js	416462103f07952a8ea5144eeed711748618b17015027b24a1f01886b3b8f33b	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_YUM_2026-02-04T08.15.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_42014391.workflow.js	1c788446670453af01b95e5249d2a8377c728c1532bad8ceb40688e0b9138fed	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_42014391.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_49256211.workflow.js	cb1709a3601b6b3c4b6ff3c481a1163044540c96c1b773b2aa624192f3692881	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_49256211.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_50877032.workflow.js	1ac2ff554fde4ec9168556a66ef76f90772b009ff5b58d1ba92c787d55038d8e	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_50877032.workflow.js
.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_51962983.workflow.js	b0b94384e1bfcb0736b825a20ce0c6b8db7d8bd34ce3da483cb049307e3c872b	a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/launchers_a1/kfields_a1_bzNews_51962983.workflow.js
.claude/plans/Drivers/experiments/keys/K-fields/protocol.md	00a9e65271c7707d6de02b77d74020487263a5148fa187feca02b645a1b250ef	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/protocol.md
.claude/plans/Drivers/experiments/kfields_key_a4/phase1/phase1.manifest.json	2592bd6d8396d0199da079957faacb40dc8cdbd2ddc4fa71d72a30018992d52b	a4_recovery/regen_1570/foundation/out/2/bench_1306/.claude/plans/Drivers/experiments/kfields_key_a4/phase1/phase1.manifest.json
.claude/plans/Drivers/FinalDesign/FINAL_DESIGN.md	4218d73abe6b98ef2ecd325aef8b5e49985101b122e457b39784dee677f32a0b	a3_recovery/regen_1541/bench/.claude/plans/Drivers/FinalDesign/FINAL_DESIGN.md
.claude/plans/Drivers/experiments/FABLE_LOCK_BLIND_REVIEW_TRACKER_2026-07-10.md	3adbcc8225ff51264ee07098d4797260045a8823d2cbded0c51f05209e88cc93	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/FABLE_LOCK_BLIND_REVIEW_TRACKER_2026-07-10.md
.claude/plans/Drivers/experiments/kfields_key_a4/phase1_targeted_1488/phase1.manifest.json	ec065a3ae5b557693b4d390324ffd9dc687a3d0eac13a94aa5eec4f6cce49b1e	a4_recovery/regen_1570/targeted_1589/phase1_targeted_1488/out/attempt1/B/phase1_targeted_1488/phase1.manifest.json
.claude/plans/Drivers/experiments/harness_g1v3/launch_kfields_a1_slice.template.js	368bf01cb205ccad7e9af90355ab124af5aca5b9efe3f702311f1f4f836b121b	file-history/5ae9b86b-f0f6-4449-beee-9cac7cfa7200/7d25b9bdc5931def@v4 + accepted Core 1173/1174/1175 + Codex 1357 (serial slice template)
.claude/plans/Drivers/experiments/harness_g1v3/exp5_prompt_drafter.v3.md	421613e2998cb29b4482507b2713bbf225dcd71bdbf61f7cf613871a4e25030c	derived: a4_recovery/regen_1570/targeted_1589/post_1500_exact_1626/out/a4_final_lock_1683/bench/bench_1306/.claude/plans/Drivers/experiments/harness_g1v3/exp5_prompt_drafter.md (a13289a8a135fe7f, 23953) -> rule7@b0e5b649-53bd-46cd-96be-7c62c0ae42e3 -> v2 ee507e67b93eceb1 (24141) -> R5A+R6@4ba50a26-2b95-4c8d-a8b3-eb1a47de2ebc -> v3 (24630)
.claude/plans/Drivers/experiments/harness_g1v3/exp5_prompt_producer.v3.md	b8bcbf0f4712218db1578cefbc3508e762b0db938c9fbf44996a98bc6e5f3f57	derived: a3_recovery/regen_1541/bench/.claude/plans/Drivers/experiments/harness/exp5_prompt_producer.md (8d3d7231ab3cc4c7, 25844) -> rule7@b0e5b649-53bd-46cd-96be-7c62c0ae42e3 -> v2 ad30204054d4edd8 (26032) -> R5A+R6@4ba50a26-2b95-4c8d-a8b3-eb1a47de2ebc -> v3 (26521)
.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs.hashes.json	e083cd6a72ff2a79e51b99935c79978ef16c9042e507e21ae47ab4ca3d12b386	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/draft_inputs.hashes.json
.claude/plans/Drivers/experiments/keys/K-fields/drafting_wrapper.md	b50b7ab887ec71b372585c2dd8537769c1c296f8ea29e6704d339bd2511187cf	a4_recovery/regen_1570/foundation/a3/bench/.claude/plans/Drivers/experiments/keys/K-fields/drafting_wrapper.md
.claude/plans/Drivers/experiments/harness_g1v3/exp5_prompt_contract.manifest.v3.json	c80f5c7f90fe3902f55f6a5e9c0bfaaa93454b1e31c2368e0938be4325fb005d	exact v3_1479 epoch bytes, verbatim inside durable probe blob core827_backups/recovery_1531/regen_1537/probe/blobs/af7fe39badec394a (probe index row 27710); rendered historically by build_exp5_contract ffbcab3d7c7cc4c4 in its intentional four-key shape; historical plan blobs 0dd96d3b9315efe4 (row 28419, pins.contract_manifest = this file) and 6e98f984b9eeafb8 (row 28420, that plan = 804a3b190042244f)
