dest_rel	sha256
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00010.attempt1.complete.raw.json	bc133c1f2cd6eba58282b6085991fbd29bba886a09e7e3da243aa851adf3b902
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00011.attempt1.complete.raw.json	bc133c1f2cd6eba58282b6085991fbd29bba886a09e7e3da243aa851adf3b902
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00012.attempt1.complete.raw.json	1167d28d3c6159833811f1ac2b0d52f976a1de839a379ad8a1d086445cb682ec
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00013.attempt1.complete.raw.json	098d4bded6047811723e702043ff9be23a55fbca20b8df47da36dc82ca22e195
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00014.attempt1.complete.raw.json	a6c9fd4b6ea7b8d095580d84d958e7f32309bba1c8c69b3e2a5e455fd882ddfd
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00015.attempt1.complete.raw.json	a5a06f7e95c74e1d225ea5a5f1f5fbd3446a34a251dfba749607afcc4bc5c498
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00016.attempt1.complete.raw.json	7c4a09d8d107f77697bf08c01a95402b443c18facd6dc931b75c84d22235836f
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00017.attempt1.complete.raw.json	c67917026c1434db3d73a94d27d5ccdfc625ed0e9f00f7491c5a58a10bae5820
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00018.attempt1.complete.raw.json	902c132859fc2d6ac31dc1f63fc2ce1e3aeab0fdefd51dc47d4b30cba0ddf53c
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00019.attempt1.complete.raw.json	ce5e6de5d651c5e2a3f2df586f4f4797a475db2f11de18d9533439b30a746ca1
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00020.attempt1.complete.raw.json	247857ff128525b72d17140ede5568f9d0b0ddd6e55646eb83e9db689a4c0c6d
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00021.attempt1.complete.raw.json	5b0a5d6acd743efe89394e2da4f6bb4323e6c857b5f5f0a226360e406aa6451f
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00022.attempt1.complete.raw.json	a93c734eaf0d374eac0b3818669e849b7a0f0c77e129c4e27ace5f868985f5d8
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00023.attempt1.complete.raw.json	181afd7a541678847928b904402bf45ce8c6bfb8a2b79ae66c35e263a7462454
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00024.attempt1.complete.raw.json	711e329119befbe288444214c14f562a2da6ed74f6fa0b828de34c1fbb409de7
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00025.attempt1.complete.raw.json	1db915c865d996d20aeb608f1f824604de51a105c8357c28008b32b643d8c699
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00026.attempt1.complete.raw.json	2e380cf4e2c8f24772dbfdd051d8c6d54766aeff806b5ed6a9581204322e23d0
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00027.attempt1.complete.raw.json	88fd9bbc4e1f5b6a697332c2e3cb22d3730f03021772af1fb66db89489842f65
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00028.attempt1.complete.raw.json	f5720b3c0a7ab8fe34ef1c7b3c63ea37bcd84fff7cf236bc0a6f89df3025a9c5
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00029.attempt1.complete.raw.json	f5720b3c0a7ab8fe34ef1c7b3c63ea37bcd84fff7cf236bc0a6f89df3025a9c5
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00030.attempt1.complete.raw.json	94ba00dc11509f8e0f9a201a0b511abf7b28d3ad3881bebb6ac4f595bf8076e2
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00031.attempt1.complete.raw.json	aa8a5e4f4d6a7711a60834b4a1bfd5bea2956db3a6d1c59c2e9c7e371b5e1bb9
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00032.attempt1.complete.raw.json	f1e200c1e2c456197aaafb57d636516471960998acdaf4b2ec30c43884106651
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00033.attempt1.complete.raw.json	05449e32cfb6ea3beef7b099deac7117733dd6f238d1cad7543dba0d52c51724
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00034.attempt1.complete.raw.json	db175e88e0a880fd71b3b42a5800efb1ef3bb4b6856017ae1350fdc193c41509
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00035.attempt1.complete.raw.json	889264f971ef466a5b1979b563f51616e99f51684bfbdfa861d2160721c7bfeb
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00036.attempt1.complete.raw.json	7f662693531bee4ec278f81ba1885e41b1dc45a28e038496a42285573e80f997
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00037.attempt1.complete.raw.json	7f662693531bee4ec278f81ba1885e41b1dc45a28e038496a42285573e80f997
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00038.attempt1.complete.raw.json	c6037fc97e3406b782229c4fcd596a5c0018e581b584016af0f6caeaf6c15798
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00039.attempt1.complete.raw.json	9ae8b0965ee5411957daf4c1f189f27618e315a11f4cdcaac6fc3cf2817de6d0
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00040.attempt1.complete.raw.json	4577361a068200257770f21499356001f642298bfe2bfc690f16066ee0b184b3
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00041.attempt1.complete.raw.json	e712e9e8b1c1c134779d4e8bca684b48adad283db8c4b15120bb7bd35712fb53
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00042.attempt1.complete.raw.json	38ae9312a160296d93cd682dbc6b0e10a321845a3466dc4700b16f4c71c2bf73
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00043.attempt1.complete.raw.json	8eaa56445907a23c5d60d14a86814deb0e899d093bc8b5363a6b95917bc438ed
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00044.attempt1.complete.raw.json	66b8d695d0e91ce220144ed5291de9f760b03948d1fc890ec60df1b3a31cf764
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00045.attempt1.complete.raw.json	ef58678a0858747ff0677adc5af8d6e345124af889e62147332a80a442a96e21
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00046.attempt1.complete.raw.json	644427cb0773f7dfa82ad8d073a4910d6283a3901bc0b366e93953d0d9a21e04
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00047.attempt1.complete.raw.json	c87f49edf5b7f2a2833ba044deeba24c863c2891435d0938689aa299b98341fa
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00048.attempt1.complete.raw.json	8d69a4a6b7d00b0b20bb618c30fe025179fdb77f3f46ce015ced3dfbe163ecf7
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00049.attempt1.complete.raw.json	c0ae726dc53f23c0bbf49f929bb2bc251d03b273d0297af508c92d363771651f
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00050.attempt1.complete.raw.json	cfc3d4f9e175a214968ced02d3fd70675e6962830b50369ad94882ad3a12bf49
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00051.attempt1.complete.raw.json	0729aa71299dba8de683596fb3646b75481c34f12355e5e76344bc9f758faf72
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00052.attempt1.complete.raw.json	afdb3533a5122ffa6e722306748346b2b6d15c5b14a812b288cd7d4ef7360fb4
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00053.attempt1.complete.raw.json	be07784967cc7add3ba1f30217de080cfa5d1c15eb5691b671254e214d3d0c31
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00054.attempt1.complete.raw.json	f601afa746e7a97ee0388a7ab8fc56df20e731a4d12136eb8646392a212502ab
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00055.attempt1.complete.raw.json	504062d5b72a2d31724698dbf503d227f387c4459e63fbf88dd1eae80da6b633
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00056.attempt1.complete.raw.json	909029ce45a227adca1fbcd7059e03bcb510ac017b5856af967dc2fd2386238f
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00057.attempt1.complete.raw.json	1dcc51f66c6acfee8a9cc66eb113d9e9ac914904f0cc12d58644f0feb03a44df
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00058.attempt1.complete.raw.json	7932f4c2a725371f6ca48146f64141b7aee4d7f1923f25b691263bbed38d779c
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00059.attempt1.complete.raw.json	198d71caffd58b2c35e2ed8547af477050263526a4637e92c353cbeb81c305c7
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00060.attempt1.complete.raw.json	1fc535c5c53c71fcd3f80f5c707b581d16ecdcf8b102f0307c1d0855f70cd138
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00061.attempt1.complete.raw.json	8cccca14df038db01895fd539db53900f1b6454e6d61f263f19ec71309982b68
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00062.attempt1.complete.raw.json	96aec148645e2e9a506954adb163f984b101ea709f627056724a21ca0bffcc9d
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00063.attempt1.complete.raw.json	feec0228903b9463218362ca097a2be54599871fbe604ef5c740155472e52bfb
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00064.attempt1.complete.raw.json	de9638102bbc8337cc32d1ebb611f3dfa8ad6c1b769fc4aabf55fe0db31a9b8a
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00065.attempt1.complete.raw.json	925af2a3e140715ea4ec21c01236d9fd077f69c73c7ab86bfbca49b0efa0a4da
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00066.attempt1.complete.raw.json	dac211e74a82a53e1b5d517023762a73cd7c2e3c4eca99223ad8e8af6c560f86
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00067.attempt1.complete.raw.json	f7050392233b68375e9918a3c296e0f775c503c5570f350fe817f372fc880c75
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00068.attempt1.complete.raw.json	b3b206e8574e6d6ae059096945dfc6d49a200182d361eb3a8fb595c6658fd765
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00069.attempt1.complete.raw.json	c19da28aff8a1173fd54e0c4eeed08930fc79b14544be8be71e9be9ee8308dcd
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00070.attempt1.complete.raw.json	3674dcccd3f21254d8541450c9225a18588c3e9643e18926b42f6c09d827a3d0
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00071.attempt1.complete.raw.json	f46ec8ae84d2c8ce9ae5ae7f1197d79609db348c5449b26e3bb819a0e5b04e05
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00072.attempt1.complete.raw.json	6a20288f087e1d7b6e7fb21ee606fa6ceb76c0d269babbeee486382a0be18f44
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00073.attempt1.complete.raw.json	265bdd27785fe7e53d5a57cab573ab63350ea9d202643266b6770712e2e11f05
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00074.attempt1.complete.raw.json	9f0eea9e8a4602a408d54977b91d19c268134fd826adbce0bb56d7612861d1b3
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00075.attempt1.complete.raw.json	c35d80273eba74fa9b8c3b367e40f8f392001cdfc26e5a98e91207cfa31190d2
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00076.attempt1.complete.raw.json	886c11a1df7876257e484a317f56740478e2bd72484f2f14c2f6e0ea345160cf
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00077.attempt1.complete.raw.json	ce1cf3d40cc43553a007585d2640c295cd68c4d044a07229a78101797f0cb9d6
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00078.attempt1.complete.raw.json	e0c8d3f6d30931b975b0b1beef5b67c761f7d5a08ac669ccc213e92c5f5c7077
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00079.attempt1.complete.raw.json	a06458bf8123cf0e161dc1eca157b37c0f361dff45b01c49ffbc022056be02b7
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00080.attempt1.complete.raw.json	dfd8f80ae04b8f36f06172f1daecd352838a3b230c97ecfcfd327240d9f6ecd1
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00081.attempt1.complete.raw.json	e4bea184a3f18f71d4fbafba33106a22f01d255bf940b9b3de59f0671e5d7f47
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00082.attempt1.complete.raw.json	72d0cb84e06b9826b8ff0ee4cd3ce090614e18b38ffdae2926a47e5187b7bf4f
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00083.attempt1.complete.raw.json	64ab743b5a74258e958ddcd47b9067315ca68469098b8fb2215315a5e1f64e66
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00084.attempt1.complete.raw.json	3064a92f8104baaa941d96fa336a07378b393bef6cc298e200f8e6c748aef9d5
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00085.attempt1.complete.raw.json	0340449c0e88e18168f3adb0a48368b2b0d851f63eec590f2392d83a37f1d8c0
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00086.attempt1.complete.raw.json	3435c6f13c9b4f1d2c903af4b61b0c332c49a346eefee56682a63e04342366c7
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00087.attempt1.complete.raw.json	eecd837fc222a470aa4cf362d2ae31fb3e2742be647f3bf3de38c71866ff3fbf
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00088.attempt1.complete.raw.json	0c5cf9b1132e945b2bd971fdc0f63c67dc21332dd24449196b2ed056b87a44cf
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00089.attempt1.complete.raw.json	4f2d438df4fb77257b71c3925b919f9122c8da5a00094c2bb3a2172b310e4199
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00090.attempt1.complete.raw.json	51f42ad4c6e823b7f337cf097461f20e401c0da1a65c100725f5eab63d073df7
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00091.attempt1.complete.raw.json	2e63ba060d7c1c314ea67ebd946d419b8991591bcfdbbeacfe5f6d53baac5573
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00092.attempt1.complete.raw.json	3d60d2e6c59d71f92373198d06aef512932482a7a94157d7eea032131d5724b6
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00093.attempt1.complete.raw.json	e68540cfb7735b45670377ee80c20983dadf70e361e0a2c4df0b6ef282fcbc6d
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00094.attempt1.complete.raw.json	d58606706515fc672186a2f77cf3b0e54d60187f9137b31531420dd01dac660d
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00095.attempt1.complete.raw.json	acf2489c6994ad1ce34bf14ca823b9b28f009f5a693301da6beea55134dbc87a
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00096.attempt1.complete.raw.json	a239fe06ff7dcc1f0d5654060a6bcf7d82189e721b273f57d2574b1be41a87e8
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00097.attempt1.complete.raw.json	99ef5d99c16cf8724724b3df70da3ea5d2cfc56cf1a0fad7de2b75a6c5e00dc9
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00098.attempt1.complete.raw.json	bf16446cf661d35b97de490b8d4aaa8e90f6cede36b6930e5b16a24ec094072c
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00099.attempt1.complete.raw.json	24b525676760c9490d078d8fcfbe52c03e066a871f01566a2951061a1003d428
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00100.attempt1.complete.raw.json	3239474fc94d10bdcfa1e764e97bee572b4265b57122e2e8687082b41154caa6
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00101.attempt1.complete.raw.json	7c28055b9f63da2b5f7dab21eeab1aee46dbf51d844c22a6d172cfafa59bd403
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00102.attempt1.complete.raw.json	45b40a49a8dc2139dea821e2d6d986cdd8a37b0fa9af5a1067ca11aba289b33a
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00103.attempt1.complete.raw.json	6bf314d57e0ed9b7071ce924e8e634381741dfcd9892fdec1f1721f2d590ab51
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00104.attempt1.complete.raw.json	337524d73dffee9660ee162d7fdf2819dbbef0245017869c05f2165f80f16f39
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00105.attempt1.complete.raw.json	41f6d97c18a63b7370bec7442f10eade69de13d2437b661a6d031647218d4e12
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00106.attempt1.complete.raw.json	70ca1856ebd83bbb72025272b48ed20a88889d41e311ca9c99ffe810d4c1f3c1
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00107.attempt1.complete.raw.json	a6e9a95e775dfca18cefeab0b0ce997ad28b03facf46a39560ab9e74c8061b56
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00108.attempt1.complete.raw.json	5e63a9e5fb4947ffe80505a0ba00865ca3c9434e1b24d970e7c48452e50b072d
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00109.attempt1.complete.raw.json	5e63a9e5fb4947ffe80505a0ba00865ca3c9434e1b24d970e7c48452e50b072d
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00110.attempt1.complete.raw.json	890715db2d5b45178322ca131398135226295846ab239d5f3647672c9ab28e33
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00111.attempt1.complete.raw.json	e87408f41667fbd023c5cd0d44ed2f07318117f114ef77e06f54adfd1377aaf3
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00112.attempt1.complete.raw.json	1b3a6c5dc2381a70eb23a279b64d5acf349a632d62fc5650de54d037bd6f9ac6
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00113.attempt1.complete.raw.json	22502afb0bb6aafa0e3029c4aa0a9927bcebc0b21b9dec101813cb202f0c31dd
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00114.attempt1.complete.raw.json	6956a5b31e388eb549979990a0aabca565b9a9ee1ddc0f299ffa79da7d5afb27
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00115.attempt1.complete.raw.json	cc939085d546b12bad91f07c57060ccb8c3d83857c13e6f9abd92e5227d9a487
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00116.attempt1.complete.raw.json	4709d84e07528484f81bcbef3f2a5fd9e34aa053825dc42b463cf86ef6d32fdd
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00117.attempt1.complete.raw.json	42900bc8cf6b319cb927d3d7c357c5d5041baf2bf0d54aa8b7f487ba8212ebe2
bench/bench_1306/.claude/plans/Drivers/experiments/runs/kf-a3-one-item-196x2-serial-20260821T055948Z/answers/00118.attempt1.complete.raw.json	e5edef2a1151e76350b630d76a5bf6fc47056c01dbea482b5a538c1d9bd393d9
